Rk,Player,Team,Conf,G,XPM,XPA,XP%,FGM,FGA,FG%,Pts,Awards,Player-additional
42,Ben Patton*,Auburn,SEC,4,6,6,100.0,5,6,83.3,21,,ben-patton-1
43,Cade York*,LSU,SEC,12,39,39,100.0,15,18,83.3,84,,cade-york-1
44,Cam Little*,Arkansas,SEC,13,46,46,100.0,20,24,83.3,106,,cam-little-1
45,Seth Keller,Texas State,Sun Belt,12,32,32,100.0,15,18,83.3,77,,seth-keller-1
46,Mitchell Fineran*,Purdue,Big Ten,13,40,42,95.2,24,29,82.8,112,,mitchell-fineran-1
47,Casey Legg*,West Virginia,Big 12,12,35,35,100.0,19,23,82.6,92,,casey-legg-1
48,Grayson Atkins*,North Carolina,ACC,13,52,52,100.0,19,23,82.6,109,,grayson-atkins-1
49,Owen Daffer,East Carolina,American,12,39,41,95.1,19,23,82.6,96,,owen-daffer-1
50,Caden Costa*,Ole Miss,SEC,11,46,48,95.8,14,17,82.4,88,,caden-costa-1
51,Dean Janikowski*,Washington State,Pac-12,13,42,44,95.5,14,17,82.4,84,,dean-janikowski-1
52,John Parker Romo*,Virginia Tech,ACC,13,34,34,100.0,18,22,81.8,88,,john-parker-romo-1
53,Nick Mihalic*,Western Michigan,MAC,13,11,14,78.6,9,11,81.8,38,,nick-mihalic-1
54,Jack Podlesny*,Georgia,SEC,15,71,72,98.6,22,27,81.5,137,,jack-podlesny-1
55,John Richardson*,Northern Illinois,MAC,13,42,42,100.0,22,27,81.5,108,,john-richardson-1
56,Seth Small,Texas A&M,SEC,12,37,37,100.0,22,27,81.5,103,,seth-small-1
57,Camden Lewis*,Oregon,Pac-12,14,55,56,98.2,13,16,81.3,94,,camden-lewis-1
58,Andres Borregales,Miami (FL),ACC,12,45,45,100.0,17,21,81.0,96,,andres-borregales-1
59,Jacob Barnes,Louisiana Tech,CUSA,12,39,39,100.0,17,21,81.0,90,,jacob-barnes-1
60,Sam Scarton*,Pitt,ACC,14,69,72,95.8,17,21,81.0,120,,sam-scarton-1
61,Tanner Brown*,Oklahoma State,Big 12,14,36,36,100.0,17,21,81.0,87,,tanner-brown-1
62,B.T. Potter*,Clemson,ACC,13,38,38,100.0,21,26,80.8,101,,bt-potter-1
63,Blake Grupe,Arkansas State,Sun Belt,12,31,32,96.9,20,25,80.0,91,,blake-grupe-1
64,Blake Mazza,SMU,American,12,54,57,94.7,12,15,80.0,90,,blake-mazza-1
65,Brayden Beck*,Liberty,Ind,9,34,37,91.9,4,5,80.0,46,,brayden-beck-1
66,Cesar R. Silva*,Fresno State,MWC,10,33,34,97.1,16,20,80.0,81,,cesar-r-silva-1
67,Hunter Duplessis*,UTSA,CUSA,14,63,63,100.0,24,30,80.0,135,,hunter-duplessis-1
68,Kenneth Almendares*,Louisiana,Sun Belt,4,14,15,93.3,4,5,80.0,26,,kenneth-almendares-1
69,Matthew Dapore*,Air Force,MWC,10,31,32,96.9,8,10,80.0,55,,matthew-dapore-1
70,Brayden Narveson*,Western Kentucky,CUSA,14,72,72,100.0,23,29,79.3,141,,brayden-narveson-1
71,Bijan Nichols,Navy,American,12,28,28,100.0,15,19,78.9,73,,bijan-nichols-1
72,Matthew Mercurio,San Jose State,MWC,12,27,28,96.4,15,19,78.9,72,,matthew-mercurio-1
73,Dario Longhetto,California,Pac-12,11,31,31,100.0,11,14,78.6,64,,dario-longhetto-1
74,Peyton Henry,Washington,Pac-12,12,26,26,100.0,11,14,78.6,59,,peyton-henry-1
75,Will Reichard*,Alabama,SEC,15,71,72,98.6,22,28,78.6,137,,will-reichard-1
76,James McCourt,Illinois,Big Ten,12,26,26,100.0,18,23,78.3,80,,james-mccourt-1
77,Cayden Camper,Colorado State,MWC,12,29,29,100.0,25,32,78.1,104,,cayden-camper-1
78,Chris Howard*,Florida,SEC,9,31,32,96.9,7,9,77.8,52,,chris-howard-5
79,Griffin Kell,Texas Christian,Big 12,12,42,42,100.0,14,18,77.8,84,,griffin-kell-1
80,Taiten Winkel*,Kansas State,Big 12,7,22,23,95.7,7,9,77.8,43,,taiten-winkel-1
81,Collin Larsh*,Wisconsin,Big Ten,13,39,40,97.5,17,22,77.3,90,,collin-larsh-1
82,Ethan Albertson,New Mexico State,Ind,12,28,30,93.3,17,22,77.3,79,,ethan-albertson-1
83,Parker Lewis,USC,Pac-12,10,22,23,95.7,17,22,77.3,73,,parker-lewis-1
84,Gabe Brkic*,Oklahoma,Big 12,13,57,58,98.3,20,26,76.9,117,,gabe-brkic-1
85,Jacob Lewis*,Ball State,MAC,11,1,2,50.0,10,13,76.9,31,,jacob-lewis-2
86,Matt Ruffolo*,Kentucky,SEC,13,54,56,96.4,10,13,76.9,84,,matt-ruffolo-1
87,Nick Rice*,Old Dominion,CUSA,13,39,41,95.1,20,26,76.9,99,,nick-rice-1
88,Ryan Fitzgerald,Florida State,ACC,12,37,40,92.5,10,13,76.9,67,,ryan-fitzgerald-1
89,Calum Sutherland,Louisiana-Monroe,Sun Belt,12,27,28,96.4,16,21,76.2,75,,calum-sutherland-1
90,Jonathan Doerer*,Notre Dame,Ind,13,52,53,98.1,16,21,76.2,100,,jonathan-doerer-1
91,Andrew Glass*,Kent State,MAC,14,50,50,100.0,21,28,75.0,113,,andrew-glass-1
92,Chase McGrath*,Tennessee,SEC,13,66,66,100.0,12,16,75.0,102,,chase-mcgrath-1
93,Gavin Baechle*,UTEP,CUSA,13,34,35,97.1,18,24,75.0,88,,gavin-baechle-1
94,Graham Nicholson*,Miami (OH),MAC,13,36,40,90.0,15,20,75.0,81,,graham-nicholson-1
95,Valentino Ambrosio*,Rutgers,Big Ten,12,30,31,96.8,12,16,75.0,66,,valentino-ambrosio-1
96,Joseph Bulovas,Vanderbilt,SEC,12,15,15,100.0,14,19,73.7,57,,joseph-bulovas-1
97,Brandon Talton*,Nevada,MWC,13,52,52,100.0,22,30,73.3,118,,brandon-talton-1
98,Brent Cimaglia,Georgia Tech,ACC,10,31,33,93.9,11,15,73.3,64,,brent-cimaglia-1
99,Cristian Zendejas*,Arizona State,Pac-12,12,40,41,97.6,8,11,72.7,64,,cristian-zendejas-1
100,Jake Chanove*,Ball State,MAC,13,34,34,100.0,8,11,72.7,58,,jake-chanove-1
101,Charles Campbell,Indiana,Big Ten,12,20,20,100.0,13,18,72.2,59,,charles-campbell-3
102,David Kemp,Memphis,American,4,7,9,77.8,5,7,71.4,22,,david-kemp-1
103,Jadon Redding*,Utah,Pac-12,12,41,43,95.3,10,14,71.4,71,,jadon-redding-1
104,John Hoyland*,Wyoming,MWC,13,40,40,100.0,10,14,71.4,70,,john-hoyland-1
105,Zeke Rankin*,Middle Tennessee State,CUSA,13,44,45,97.8,10,14,71.4,74,,zeke-rankin-1
106,Diego Guajardo,South Alabama,Sun Belt,12,33,35,94.3,12,17,70.6,69,,diego-guajardo-1
107,Joe McFadden,Connecticut,Ind,12,19,19,100.0,12,17,70.6,55,,joe-mcfadden-1
108,Aaron Shahriari,Florida Atlantic,CUSA,12,33,34,97.1,7,10,70.0,54,,aaron-shahriari-1
109,Charlie Ham,Duke,ACC,11,32,32,100.0,14,20,70.0,74,,charlie-ham-1
110,Cole Becker,Colorado,Pac-12,12,25,25,100.0,14,20,70.0,67,,cole-becker-2
111,Isaiah Hankins*,Baylor,Big 12,14,57,57,100.0,14,20,70.0,99,,isaiah-hankins-1
112,Jordan Stout*,Penn State,Big Ten,13,34,36,94.4,16,23,69.6,82,,jordan-stout-2
113,Stephen Johnson,Ohio,MAC,11,24,26,92.3,16,23,69.6,72,,stephen-johnson-9
114,Andrew Shelley,New Mexico,MWC,10,17,17,100.0,9,13,69.2,44,,andrew-shelley-1
115,Cole Talley*,Army,Ind,14,47,49,95.9,9,13,69.2,74,,cole-talley-1
116,Jake Oldroyd*,BYU,Ind,10,42,43,97.7,9,13,69.2,69,,jake-oldroyd-1
117,Connor Coles*,Utah State,MWC,14,52,54,96.3,20,29,69.0,112,,connor-coles-1
118,Matthew Quinn*,UAB,CUSA,13,49,50,98.0,11,16,68.8,82,,matthew-quinn-2
119,Christopher Dunn,North Carolina State,ACC,12,48,48,100.0,13,19,68.4,87,,christopher-dunn-1
120,Matthew Trickett*,Minnesota,Big Ten,13,36,38,94.7,17,25,68.0,87,,matthew-trickett-1
121,Aaron Beckham*,North Texas,CUSA,1,2,2,100.0,2,3,66.7,8,,aaron-beckham-1
122,Anders Carlson*,Auburn,SEC,10,35,36,97.2,14,21,66.7,77,,anders-carlson-1
123,Cameron Carson,Massachusetts,Ind,12,22,24,91.7,8,12,66.7,46,,cameron-carson-1
124,Dalton Witherspoon*,Houston,American,14,59,60,98.3,16,24,66.7,107,,dalton-witherspoon-1
125,Everett Hayes*,Oregon State,Pac-12,13,48,48,100.0,12,18,66.7,84,,everett-hayes-1
126,Jonathan Cruz,Charlotte,CUSA,12,40,41,97.6,10,15,66.7,70,,jonathan-cruz-1
127,Joshua Karty,Stanford,Pac-12,11,27,27,100.0,10,15,66.7,57,,joshua-karty-1
128,Justen Smith*,BYU,Ind,4,11,11,100.0,2,3,66.7,17,,justen-smith-1
129,Justin Duenkel,Virginia,ACC,6,16,16,100.0,4,6,66.7,28,,justin-duenkel-1
130,Nicholas Barr-Mira,UCLA,Pac-12,12,52,54,96.3,14,21,66.7,94,,nicholas-barr-mira-1
131,Shane Ciucci*,Marshall,CUSA,11,41,41,100.0,6,9,66.7,59,,shane-ciucci-1
132,Marshall Meeder*,Central Michigan,MAC,13,49,51,96.1,17,26,65.4,100,,marshall-meeder-1
133,Joseph Petrino*,Maryland,Big Ten,13,39,44,88.6,13,20,65.0,78,,joseph-petrino-1
134,Alex Raynor,Georgia Southern,Sun Belt,10,20,21,95.2,9,14,64.3,47,,alex-raynor-1
135,Andre Szmyt,Syracuse,ACC,12,36,38,94.7,9,14,64.3,63,,andre-szmyt-1
136,Lucas Havrisik,Arizona,Pac-12,12,3,3,100.0,9,14,64.3,30,,lucas-havrisik-1
137,Matt Araiza*,San Diego State,MWC,14,45,45,100.0,18,28,64.3,99,AA,matt-araiza-1
138,Cory Smigel,Akron,MAC,12,29,30,96.7,7,11,63.6,50,,cory-smigel-1
139,James Turner*,Louisville,ACC,13,46,47,97.9,14,22,63.6,88,,james-turner-2
140,Matt Coghlin*,Michigan State,Big Ten,12,41,41,100.0,12,19,63.2,77,,matt-coghlin-1
141,Chris Tennant*,Kansas State,Big 12,6,16,16,100.0,5,8,62.5,31,,chris-tennant-1
142,Alex McNulty,Buffalo,MAC,12,37,37,100.0,13,21,61.9,76,,alex-mcnulty-1
143,Chase Gabriel,Florida International,CUSA,12,28,31,90.3,8,13,61.5,52,,chase-gabriel-1
144,Jacob Borcila,Kansas,Big 12,12,26,27,96.3,9,15,60.0,53,,jacob-borcila-1
145,Joe Doyle,Memphis,American,12,30,32,93.8,7,12,58.3,51,,joe-doyle-1
146,Nate Snyder*,Louisiana,Sun Belt,14,38,40,95.0,7,12,58.3,59,,nate-snyder-1
147,Thomas Cluckey*,Toledo,MAC,13,52,52,100.0,14,24,58.3,94,,thomas-cluckey-1
148,Briggs Bourgeois,Southern Mississippi,CUSA,12,24,26,92.3,8,14,57.1,48,,briggs-bourgeois-1
149,Christian VanSickle,Rice,CUSA,10,30,32,93.8,4,7,57.1,42,,christian-vansickle-1
150,Daniel Obarski*,UCF,American,13,53,54,98.1,8,14,57.1,77,,daniel-obarski-1
151,Nolan Mccord*,Mississippi State,SEC,9,23,23,100.0,9,16,56.3,50,,nolan-mccord-1
152,Rory Bell,Temple,American,12,23,23,100.0,9,16,56.3,50,,rory-bell-1
153,Brandon Ruiz*,Mississippi State,SEC,6,19,19,100.0,5,9,55.6,34,,brandon-ruiz-1
154,Merek Glover,Tulane,American,12,33,33,100.0,6,11,54.5,51,,merek-glover-1
155,Alex Hale*,Oklahoma State,Big 12,6,15,16,93.8,3,6,50.0,24,,alex-hale-1
156,Andrew Sanders*,Marshall,CUSA,11,16,16,100.0,2,4,50.0,22,,andrew-sanders-1
157,Anth Rodriguez*,Air Force,MWC,4,15,15,100.0,3,6,50.0,24,,anth-rodriguez-1
158,Chase Contreraz,Nebraska,Big Ten,4,11,11,100.0,2,4,50.0,17,,chase-contreraz-1
159,Christian Lowery*,Cincinnati,American,5,20,20,100.0,2,4,50.0,26,,christian-lowery-1
160,Cole Smith*,Cincinnati,American,7,34,35,97.1,5,10,50.0,49,,cole-smith-2
161,Connor Culp,Nebraska,Big Ten,9,28,32,87.5,6,12,50.0,46,,connor-culp-1
162,Jace Christman*,Florida,SEC,10,18,19,94.7,3,6,50.0,27,,jace-christman-1
163,Jake Pinegar*,Penn State,Big Ten,2,2,2,100.0,1,2,50.0,5,,jake-pinegar-1
164,Jordan Noyes*,Utah,Pac-12,13,21,21,100.0,2,4,50.0,27,,jordan-noyes-1
165,Jordan Noyles*,Utah,Pac-12,5,21,21,100.0,2,4,50.0,27,,jordan-noyles-1
166,Liam Gray*,Coastal Carolina,Sun Belt,3,12,13,92.3,1,2,50.0,15,,liam-gray-1
167,Charlie Kuhbander,Northwestern,Big Ten,12,21,21,100.0,6,13,46.2,39,,charlie-kuhbander-1
168,Parker Sampson*,Western Michigan,MAC,10,39,41,95.1,3,7,42.9,48,,parker-sampson-1
169,Alex Bales*,Cincinnati,American,14,12,13,92.3,2,5,40.0,18,,alex-bales-2
170,Cale Nation*,Ole Miss,SEC,5,5,6,83.3,1,3,33.3,8,,cale-nation-1
171,Alex Barbir*,Liberty,Ind,8,18,19,94.7,1,4,25.0,21,,alex-barbir-1
172,Collin Riccitelli,Rice,CUSA,4,3,3,100.0,1,4,25.0,6,,collin-riccitelli-1
173,Andrew Boyle*,Washington State,Pac-12,3,0,0,,0,1,0.0,0,,andrew-boyle-1
174,Brendan Hall,SMU,American,12,1,1,100.0,0,2,0.0,1,,brendan-hall-1
175,Caden Davis,Texas A&M,SEC,11,1,1,100.0,0,1,0.0,1,,caden-davis-1
176,Cesar Barajas,Louisiana Tech,CUSA,12,0,0,,0,2,0.0,0,,cesar-barajas-1
177,Dragan Kesich*,Minnesota,Big Ten,12,0,0,,0,1,0.0,0,,dragan-kesich-1
178,Gavin Stewart,Georgia Tech,ACC,12,0,0,,0,1,0.0,0,,gavin-stewart-1
179,George Steinkamp,New Mexico,MWC,12,0,0,,0,1,0.0,0,,george-steinkamp-1
180,Graham Dable,Tulane,American,3,3,3,100.0,0,2,0.0,3,,graham-dable-1
181,Jude Kelley,Georgia Tech,ACC,4,0,0,,0,1,0.0,0,,jude-kelley-1
182,Logan Tyler*,Arizona State,Pac-12,13,3,5,60.0,0,2,0.0,3,,logan-tyler-1
183,Matt Alswanger,Duke,ACC,1,0,0,,0,1,0.0,0,,matt-alswanger-1
184,McKinley O'Neal*,Air Force,MWC,6,0,0,,0,1,0.0,0,,mckinley-oneal-1
185,Stephen Rusnak*,Michigan State,Big Ten,5,4,5,80.0,0,1,0.0,4,,stephen-rusnak-1
186,Tristian Vandenberg,Ohio,MAC,10,3,3,100.0,0,1,0.0,3,,tristian-vandenberg-1
187,Ty Zentner*,Kansas State,Big 12,13,6,6,100.0,0,1,0.0,6,,ty-zentner-1
188,Alex Usry*,Middle Tennessee State,CUSA,2,2,2,100.0,0,0,,2,,alex-usry-1
189,Ben Sauls*,Pitt,ACC,14,2,4,50.0,0,0,,2,,ben-sauls-1
190,Bert Auburn,Texas,Big 12,1,3,3,100.0,0,0,,3,,bert-auburn-1
191,Brock Travelstead*,Louisville,ACC,13,5,5,100.0,0,0,,5,,brock-travelstead-1
192,Camden Price,Miami (FL),ACC,2,3,4,75.0,0,0,,3,,camden-price-1
193,Casey Magyar*,Kent State,MAC,2,1,2,50.0,0,0,,1,,casey-magyar-1
194,Chris Freeman,Indiana,Big Ten,3,2,2,100.0,0,0,,2,,chris-freeman-2
195,Dom Dzioban*,Miami (OH),MAC,13,2,2,100.0,0,0,,2,,dom-dzioban-1
196,Dominic DiMaccio*,Ohio State,Big Ten,5,2,2,100.0,0,0,,2,,dominic-dimaccio-1
197,Emmet Kenney,Stanford,Pac-12,1,1,1,100.0,0,0,,1,,emmet-kenney-1
198,Evan Johnson*,Michigan State,Big Ten,1,1,2,50.0,0,0,,1,,evan-johnson-3
199,Evan Staley*,West Virginia,Big 12,13,2,2,100.0,0,0,,2,,evan-staley-2
200,Garrett Selover,Buffalo,MAC,1,1,1,100.0,0,0,,1,,garrett-selover-1
201,Harrison Leonard*,Notre Dame,Ind,1,1,1,100.0,0,0,,1,,harrison-leonard-1
202,Jabari Taylor*,Cincinnati,American,14,1,1,100.0,0,0,,1,,jabari-taylor-1
203,Jack Howes*,Maryland,Big Ten,1,1,1,100.0,0,0,,1,,jack-howes-1
204,Jack Olsen,Northwestern,Big Ten,2,1,1,100.0,0,0,,1,,jack-olsen-1
205,Jason Stricker*,Liberty,Ind,7,0,1,0.0,0,0,,0,,jason-stricker-1
206,Jonathan Kim*,North Carolina,ACC,13,1,1,100.0,0,0,,1,,jonathan-kim-2
207,Jonathan Weitz*,Clemson,ACC,2,1,1,100.0,0,0,,1,,jonathan-weitz-1
208,Josh Bryan*,Notre Dame,Ind,1,1,1,100.0,0,0,,1,,josh-bryan-2
209,JT Carver*,Tennessee,SEC,1,1,1,100.0,0,0,,1,,jt-carver-1
210,Kyle Ramsey*,Houston,American,4,3,3,100.0,0,0,,3,,kyle-ramsey-1
211,Mitch Jeter*,South Carolina,SEC,12,2,2,100.0,0,0,,2,,mitch-jeter-1
212,Preston Stafford*,LSU,SEC,3,3,3,100.0,0,0,,3,,preston-stafford-2
213,Tevye Schuettpelz-Rohl*,Air Force,MWC,1,2,2,100.0,0,0,,2,,tevye-schuettpelz-rohl-1
214,Tim Horn,Washington,Pac-12,4,3,3,100.0,0,0,,3,,tim-horn-3
215,Trey Finison,Northwestern,Big Ten,4,1,1,100.0,0,0,,1,,trey-finison-1
216,Trey Gronotte*,Army,Ind,1,1,1,100.0,0,0,,1,,trey-gronotte-1
