Rk,Player,Team,Conf,G,Pnt,Yds,Y/P,Awards,Player-additional
136,Mark Crawford*,Minnesota,Big Ten,13,46,1868,40.6,,mark-crawford-4
137,Noah Gettman,Akron,MAC,12,61,2478,40.6,,noah-gettman-1
138,Bernardo Rodriguez*,North Texas,CUSA,14,53,2147,40.5,,bernardo-rodriguez-1
139,Jalon Daniels*,Kansas,Big 12,9,2,81,40.5,,jalon-daniels-1
140,George Georgopoulos*,Mississippi State,SEC,13,36,1453,40.4,,george-georgopoulos-1
141,Josh Carlson*,New Mexico State,Ind,12,55,2222,40.4,,josh-carlson-1
142,Josh Smith,Kent State,MAC,12,43,1737,40.4,,josh-smith-19
143,Luke Larsen*,East Carolina,American,13,44,1779,40.4,,luke-larsen-1
144,Aadyn Sleep-Dalton*,USC,Pac-12,12,30,1208,40.3,,aadyn-sleep-dalton-1
145,Adam Barry*,Oregon,Pac-12,13,12,484,40.3,,adam-barry-1
146,Jackson Baltar*,Buffalo,MAC,12,13,522,40.2,,jackson-baltar-1
147,Alex Bacchetta*,Penn State,Big Ten,2,4,160,40.0,,alex-bacchetta-1
148,Chance Nolan*,Oregon State,Pac-12,5,1,40,40.0,,chance-nolan-1
149,Mackenzie Morgan,Temple,American,12,58,2320,40.0,,mackenzie-morgan-1
150,Jordy Sandy*,Texas Christian,Big 12,15,63,2512,39.9,,jordy-sandy-1
151,Reis Vernon*,Kansas,Big 12,12,34,1357,39.9,,reis-vernon-1
152,Andrew Osteen*,UCF,American,14,12,477,39.8,,andrew-osteen-1
153,George Caratan*,Connecticut,Ind,13,65,2589,39.8,,george-caratan-2
154,Hugh Robertson*,Illinois,Big Ten,13,60,2388,39.8,,hugh-robertson-1
155,Max Von Marburg*,Syracuse,ACC,12,52,2071,39.8,,max-von-marburg-1
156,Travis Benham*,San Jose State,MWC,12,28,1115,39.8,,travis-benham-1
157,Sean Koetting*,Missouri,SEC,13,18,714,39.7,,sean-koetting-1
158,Zach Murphy*,Wake Forest,ACC,13,6,238,39.7,,zach-murphy-1
159,Patrick Rea,Louisiana Tech,CUSA,4,10,396,39.6,,patrick-rea-1
160,Jack Bouwmeester*,Utah,Pac-12,14,39,1528,39.2,,jack-bouwmeester-1
161,Paddy Turner,Colorado State,MWC,12,66,2581,39.1,,paddy-turner-1
162,Paxton Brooks*,Tennessee,SEC,13,38,1486,39.1,,paxton-brooks-1
163,Chase Barry*,UCLA,Pac-12,1,1,39,39.0,,chase-barry-1
164,Jonathon Batzke*,Toledo,MAC,14,66,2577,39.0,,jonathon-batzke-1
165,John McConnell*,Marshall,Sun Belt,13,69,2685,38.9,,john-mcconnell-2
166,Clayton Howell,Appalachian State,Sun Belt,12,42,1631,38.8,,clayton-howell-1
167,Evan Crenshaw*,Coastal Carolina,Sun Belt,13,51,1975,38.7,,evan-crenshaw-1
168,Jonah Wieland*,Ohio,MAC,14,15,579,38.6,,jonah-wieland-1
169,Sam Vander Haar*,Pitt,ACC,11,30,1156,38.5,,sam-vander-haar-1
170,Sami Sir*,Bowling Green,MAC,13,68,2621,38.5,,sami-sir-1
171,Billy Boehlke,Army,Ind,12,42,1603,38.2,,billy-boehlke-1
172,Anthony Pecorella*,Maryland,Big Ten,5,5,189,37.8,,anthony-pecorella-1
173,Carson Bay*,Air Force,MWC,13,31,1167,37.6,,carson-bay-1
174,Max Fletcher*,Arkansas,SEC,9,38,1424,37.5,,max-fletcher-1
175,Hunter Renner,Northwestern,Big Ten,4,11,410,37.3,,hunter-renner-1
176,Jack Wilson*,Ohio,MAC,13,42,1566,37.3,,jack-wilson-4
177,Grayden Addison*,Kansas,Big 12,3,5,186,37.2,,grayden-addison-1
178,Jace Feely,Arizona State,Pac-12,4,1,37,37.0,,jace-feely-1
179,Kevin Ryan*,Washington,Pac-12,1,1,37,37.0,,kevin-ryan-3
180,Sam Candotti,Boston College,ACC,11,13,477,36.7,,sam-candotti-1
181,CJ Kolodziey,Massachusetts,Ind,12,79,2873,36.4,,cj-kolodziey-1
182,Alex Bales*,Oregon,Pac-12,5,7,252,36.0,,alex-bales-2
183,Andrew Boyle*,Oregon,Pac-12,12,2,72,36.0,,andrew-boyle-1
184,Nicholas Woolfolk*,Troy,Sun Belt,2,1,36,36.0,,nicholas-woolfolk-1
185,Ben Garbarini,Iowa State,Big 12,3,2,71,35.5,,ben-garbarini-1
186,Cam Guess*,Pitt,ACC,13,12,426,35.5,,cam-guess-1
187,Will Ferrin*,Boise State,MWC,7,2,71,35.5,,will-ferrin-1
188,Cameron Rising*,Utah,Pac-12,13,1,35,35.0,,cameron-rising-1
189,Gabe Nwosu*,Penn State,Big Ten,8,2,68,34.0,,gabe-nwosu-1
190,Harry Webster,Nevada,MWC,6,23,775,33.7,,harry-webster-1
191,Bo Nix*,Oregon,Pac-12,13,2,67,33.5,,bo-nix-1
192,Kriston Esnard*,Tulane,American,6,1,33,33.0,,kriston-esnard-1
193,George Eberle*,New Mexico State,Ind,2,3,95,31.7,,george-eberle-1
194,Brendan Farrell,Virginia,ACC,10,3,90,30.0,,brendan-farrell-1
195,Jordan Doelling,Florida International,CUSA,1,1,30,30.0,,jordan-doelling-1
196,Matthew Dennis*,Wake Forest,ACC,13,4,120,30.0,,matthew-dennis-1
197,Walker Bradberry*,Georgia Southern,Sun Belt,1,1,30,30.0,,walker-bradberry-1
198,Brennan Armstrong,Virginia,ACC,10,2,58,29.0,,brennan-armstrong-1
199,Mack West*,Coastal Carolina,Sun Belt,13,4,99,24.8,,mack-west-1
200,Bruno Perlicki*,Connecticut,Ind,1,2,46,23.0,,bruno-perlicki-1
201,Nick Pawlak*,Toledo,MAC,2,1,19,19.0,,nick-pawlak-1
202,Chase Wyatt,Ball State,MAC,12,1,16,16.0,,chase-wyatt-1
203,Isaac Pearson*,Texas,Big 12,1,1,15,15.0,,isaac-pearson-1
204,Cole Maynard*,North Carolina,ACC,14,1,14,14.0,,cole-maynard-1
205,Noah Rauschenberg*,Baylor,Big 12,13,1,14,14.0,,noah-rauschenberg-1
206,Justin Lynch,Northern Illinois,MAC,9,1,10,10.0,,justin-lynch-1
207,Matthew Rhodes,Army,Ind,3,1,7,7.0,,matthew-rhodes-2
