Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
1068,Henry Rutledge,Charlotte,American,12,10,82,8.2,1,6.8,11,72,6.5,0,6.0,21,154,7.3,1,,henry-rutledge-1
1069,Kejon Owens,Florida International,CUSA,11,9,82,9.1,0,7.5,92,392,4.3,5,35.6,101,474,4.7,5,,kejon-owens-1
1070,Kiefer Sibley*,North Texas,American,8,15,82,5.5,1,10.3,44,206,4.7,0,25.8,59,288,4.9,1,,kiefer-sibley-1
1071,Tucker Ashcraft,Wisconsin,Big Ten,12,12,82,6.8,1,6.8,0,0,,0,0.0,12,82,6.8,1,,tucker-ashcraft-1
1072,Bhayshul Tuten*,Virginia Tech,ACC,11,23,81,3.5,2,7.4,183,1159,6.3,15,105.4,206,1240,6.0,17,,bhayshul-tuten-1
1073,Daniel Blood*,Missouri,SEC,13,8,81,10.1,0,6.2,0,0,,0,0.0,8,81,10.1,0,,daniel-blood-1
1074,Dom Henry,Florida Atlantic,American,12,6,80,13.3,0,6.7,0,0,,0,0.0,6,80,13.3,0,,dom-henry-1
1075,Drayden Dickman,Rice,American,12,10,80,8.0,1,6.7,1,4,4.0,0,0.3,11,84,7.6,1,,drayden-dickman-1
1076,Jacob Emmers,Tulsa,American,8,5,80,16.0,0,10.0,2,19,9.5,0,2.4,7,99,14.1,0,,jacob-emmers-1
1077,Jamar Taylor,Temple,American,8,11,80,7.3,0,10.0,0,0,,0,0.0,11,80,7.3,0,,jamar-taylor-3
1078,James Jones,Louisiana-Monroe,Sun Belt,10,4,80,20.0,2,8.0,78,336,4.3,1,33.6,82,416,5.1,3,,james-jones-17
1079,Kanye Roberts,Appalachian State,Sun Belt,8,8,80,10.0,1,10.0,82,332,4.0,1,41.5,90,412,4.6,2,,kanye-roberts-1
1080,Karsyn Pupunu,Hawaii,MWC,12,6,80,13.3,0,6.7,0,0,,0,0.0,6,80,13.3,0,,karsyn-pupunu-1
1081,LJ Johnson Jr.,SMU,ACC,13,11,80,7.3,0,6.2,74,303,4.1,5,23.3,85,383,4.5,5,,lj-johnson-jr-2
1082,Max Rodarte*,Ohio,MAC,11,6,80,13.3,1,7.3,0,0,,0,0.0,6,80,13.3,1,,max-rodarte-1
1083,Ross Fournet,Florida International,CUSA,12,7,80,11.4,0,6.7,3,48,16.0,0,4.0,10,128,12.8,0,,ross-fournet-1
1084,David Wells Jr.,Oregon State,Ind,9,6,79,13.2,1,8.8,0,0,,0,0.0,6,79,13.2,1,,david-wells-jr-1
1085,Ezeriah Anderson*,Connecticut,Ind,11,5,79,15.8,1,7.2,0,0,,0,0.0,5,79,15.8,1,,ezeriah-anderson-1
1086,Jace Wilson*,UTSA,American,12,9,79,8.8,0,6.6,0,0,,0,0.0,9,79,8.8,0,,jace-wilson-1
1087,Kahlil Brantley,Florida Atlantic,American,9,7,79,11.3,2,8.8,0,0,,0,0.0,7,79,11.3,2,,kahlil-brantley-1
1088,Ka'Morreun Pimpton*,LSU,SEC,11,6,79,13.2,0,7.2,0,0,,0,0.0,6,79,13.2,0,,kamorreun-pimpton-1
1089,Miller McCrumby*,Arkansas State,Sun Belt,10,11,79,7.2,0,7.9,0,0,,0,0.0,11,79,7.2,0,,miller-mccrumby-1
1090,Dakota Twitty,Virginia,ACC,11,10,78,7.8,1,7.1,0,0,,0,0.0,10,78,7.8,1,,dakota-twitty-1
1091,Emanuel Ross*,Syracuse,ACC,4,5,78,15.6,0,19.5,0,0,,0,0.0,5,78,15.6,0,,emanuel-ross-1
1092,Hogan Hansen*,Michigan,Big Ten,10,7,78,11.1,1,7.8,0,0,,0,0.0,7,78,11.1,1,,hogan-hansen-1
1093,Jay Fair*,USC,Big Ten,8,8,78,9.8,1,9.8,0,0,,0,0.0,8,78,9.8,1,,jay-fair-1
1094,J.J. Sparkman*,UTSA,American,13,7,78,11.1,0,6.0,0,0,,0,0.0,7,78,11.1,0,,jj-sparkman-1
1095,Kyre Duplessis*,Coastal Carolina,Sun Belt,12,5,78,15.6,0,6.5,1,1,1.0,0,0.1,6,79,13.2,0,,kyre-duplessis-1
1096,Tre Roberson,Air Force,MWC,9,4,78,19.5,1,8.7,0,0,,0,0.0,4,78,19.5,1,,tre-roberson-2
1097,Anthony Brown,Kentucky,SEC,12,5,77,15.4,2,6.4,7,31,4.4,0,2.6,12,108,9.0,2,,anthony-brown-15
1098,Chase Curtis*,Texas Christian,Big 12,4,7,77,11.0,1,19.3,1,3,3.0,0,0.8,8,80,10.0,1,,chase-curtis-1
1099,Connor Walendzak*,Toledo,MAC,13,14,77,5.5,0,5.9,128,458,3.6,1,35.2,142,535,3.8,1,,connor-walendzak-1
1100,Jaden Nixon*,Western Michigan,MAC,13,10,77,7.7,0,5.9,143,919,6.4,12,70.7,153,996,6.5,12,,jaden-nixon-1
1101,Jordan Brown*,Fresno State,MWC,13,9,77,8.6,0,5.9,0,0,,0,0.0,9,77,8.6,0,,jordan-brown-2
1102,Josh Kattus,Kentucky,SEC,11,6,77,12.8,2,7.0,0,2,,1,0.2,6,79,13.2,3,,josh-kattus-1
1103,Justin Ball,Mississippi State,SEC,12,9,77,8.6,0,6.4,0,0,,0,0.0,9,77,8.6,0,,justin-ball-1
1104,Malik Elzy*,Illinois,Big Ten,10,4,77,19.3,1,7.7,0,0,,0,0.0,4,77,19.3,1,,malik-elzy-1
1105,Noah Vaughn,Virginia,ACC,8,10,77,7.7,0,9.6,36,120,3.3,0,15.0,46,197,4.3,0,,noah-vaughn-1
1106,Walker Merrill,Wake Forest,ACC,4,9,77,8.6,0,19.3,0,0,,0,0.0,9,77,8.6,0,,walker-merrill-1
1107,Cooper Hoch*,San Jose State,MWC,13,10,76,7.6,0,5.8,0,0,,0,0.0,10,76,7.6,0,,cooper-hoch-1
1108,Hinckley Ropati*,BYU,Big 12,8,5,76,15.2,1,9.5,68,360,5.3,1,45.0,73,436,6.0,2,,hinckley-ropati-1
1109,Jakobi Jackson*,Florida,SEC,13,7,76,10.9,0,5.8,95,509,5.4,7,39.2,102,585,5.7,7,,jakobi-jackson-1
1110,Johnnie Daniels,Mississippi State,SEC,12,8,76,9.5,0,6.3,108,540,5.0,4,45.0,116,616,5.3,4,,johnnie-daniels-1
1111,Nik McMillan*,Buffalo,MAC,2,5,76,15.2,1,38.0,0,0,,0,0.0,5,76,15.2,1,,nik-mcmillan-1
1112,Nolan Ray,Maryland,Big Ten,12,11,76,6.9,0,6.3,75,374,5.0,2,31.2,86,450,5.2,2,,nolan-ray-1
1113,Vaughn Pemberton,Ball State,MAC,10,8,76,9.5,1,7.6,61,276,4.5,2,27.6,69,352,5.1,3,,vaughn-pemberton-1
1114,Braedan Wisloski,Maryland,Big Ten,11,5,75,15.0,0,6.8,0,0,,0,0.0,5,75,15.0,0,,braedan-wisloski-1
1115,Cam Cook*,Texas Christian,Big 12,12,18,75,4.2,0,6.3,119,460,3.9,9,38.3,137,535,3.9,9,,cam-cook-1
1116,Durell Robinson*,Connecticut,Ind,12,14,75,5.4,0,6.3,107,731,6.8,8,60.9,121,806,6.7,8,,durell-robinson-2
1117,Jalen Brown,Florida State,ACC,9,8,75,9.4,0,8.3,0,0,,0,0.0,8,75,9.4,0,,jalen-brown-4
1118,Kyle Monangai*,Rutgers,Big Ten,11,14,75,5.4,1,6.8,256,1279,5.0,13,116.3,270,1354,5.0,14,,kyle-monangai-1
1119,Stephan Bracey,Central Michigan,MAC,2,5,75,15.0,0,37.5,0,0,,0,0.0,5,75,15.0,0,,stephan-bracey-1
1120,Andre Greene Jr.,Virginia,ACC,11,9,74,8.2,0,6.7,0,0,,0,0.0,9,74,8.2,0,,andre-greene-jr-1
1121,Cameron Hite,Wake Forest,ACC,11,12,74,6.2,0,6.7,0,-9,,0,-0.8,12,65,5.4,0,,cameron-hite-1
1122,Drae McCray*,Texas Tech,Big 12,10,12,74,6.2,0,7.4,1,13,13.0,0,1.3,13,87,6.7,0,,drae-mccray-1
1123,Jake Taylor*,Duke,ACC,13,11,74,6.7,0,5.7,0,0,,0,0.0,11,74,6.7,0,,jake-taylor-2
1124,Joshua Thompson*,Georgia Southern,Sun Belt,12,3,74,24.7,1,6.2,0,0,,0,0.0,3,74,24.7,1,,joshua-thompson-3
1125,Mike Washington,New Mexico State,CUSA,12,9,74,8.2,1,6.2,157,725,4.6,8,60.4,166,799,4.8,9,,mike-washington-5
1126,Ray Ray Joseph*,Miami (FL),ACC,13,6,74,12.3,0,5.7,0,0,,0,0.0,6,74,12.3,0,,ray-ray-joseph-1
1127,Riley Nowakowski,Wisconsin,Big Ten,12,11,74,6.7,0,6.2,0,0,,0,0.0,11,74,6.7,0,,riley-nowakowski-1
1128,Sam Scott,Wyoming,MWC,10,12,74,6.2,1,7.4,92,435,4.7,3,43.5,104,509,4.9,4,,sam-scott-1
1129,Samario Rudolph*,Jacksonville State,CUSA,14,9,74,8.2,0,5.3,2,13,6.5,0,0.9,11,87,7.9,0,,samario-rudolph-1
1130,Savion Red,Nevada,MWC,12,16,74,4.6,0,6.2,119,687,5.8,8,57.3,135,761,5.6,8,,savion-red-1
1131,Sean Dollars,Nevada,MWC,11,11,74,6.7,0,6.7,47,165,3.5,0,15.0,58,239,4.1,0,,sean-dollars-1
1132,Stephon Daily*,Colorado State,MWC,5,4,74,18.5,1,14.8,0,0,,0,0.0,4,74,18.5,1,,stephon-daily-1
1133,Braylin Presley,Tulsa,American,11,9,73,8.1,0,6.6,3,27,9.0,1,2.5,12,100,8.3,1,,braylin-presley-1
1134,Bryce Childress*,Western Kentucky,CUSA,12,6,73,12.2,0,6.1,2,3,1.5,0,0.3,8,76,9.5,0,,bryce-childress-2
1135,Jaydon Johnson*,Louisiana,Sun Belt,13,5,73,14.6,0,5.6,0,0,,0,0.0,5,73,14.6,0,,jaydon-johnson-1
1136,Ahmad Hardy,Louisiana-Monroe,Sun Belt,12,8,72,9.0,0,6.0,237,1351,5.7,13,112.6,245,1423,5.8,13,,ahmad-hardy-1
1137,Chris Johnson Jr.*,Miami (FL),ACC,12,8,72,9.0,2,6.0,6,31,5.2,0,2.6,14,103,7.4,2,,chris-johnson-jr-1
1138,Leland Smith,Purdue,Big Ten,12,6,72,12.0,2,6.0,0,0,,0,0.0,6,72,12.0,2,,leland-smith-1
1139,PJ Wells*,Jacksonville State,CUSA,13,12,72,6.0,0,5.5,0,0,,0,0.0,12,72,6.0,0,,pj-wells-2
1140,Aaron Young,Old Dominion,Sun Belt,11,9,71,7.9,0,6.5,172,887,5.2,8,80.6,181,958,5.3,8,,aaron-young-5
1141,Ahmani Marshall,Appalachian State,Sun Belt,11,11,71,6.5,0,6.5,149,713,4.8,7,64.8,160,784,4.9,7,,ahmani-marshall-1
1142,Amaree Williams,Florida State,ACC,8,5,71,14.2,2,8.9,0,0,,0,0.0,5,71,14.2,2,,amaree-williams-1
1143,Beau Johnson*,Georgia Southern,Sun Belt,13,9,71,7.9,1,5.5,0,0,,0,0.0,9,71,7.9,1,,beau-johnson-2
1144,Brock Spalding*,East Carolina,American,7,5,71,14.2,0,10.1,1,0,0.0,0,0.0,6,71,11.8,0,,brock-spalding-1
1145,C'Quan Jnopierre,Florida International,CUSA,11,10,71,7.1,0,6.5,6,7,1.2,0,0.6,16,78,4.9,0,,cquan-jnopierre-1
1146,Darion Williamson,Florida State,ACC,12,5,71,14.2,0,5.9,0,0,,0,0.0,5,71,14.2,0,,darion-williamson-1
1147,Herschel Turner Jr.,Utah State,MWC,12,12,71,5.9,0,5.9,79,405,5.1,4,33.8,91,476,5.2,4,,herschel-turner-jr-1
1148,Javon Ivory*,South Alabama,Sun Belt,11,2,71,35.5,0,6.5,0,0,,0,0.0,2,71,35.5,0,,javon-ivory-1
1149,Jayden Limar,Oregon,Big Ten,14,2,71,35.5,1,5.1,25,71,2.8,0,5.1,27,142,5.3,1,,jayden-limar-1
1150,Jordan Dingle,Kentucky,SEC,11,9,71,7.9,1,6.5,0,0,,0,0.0,9,71,7.9,1,,jordan-dingle-1
1151,Nate Burleson II,Nevada,MWC,9,3,71,23.7,1,7.9,0,0,,0,0.0,3,71,23.7,1,,nate-burleson-ii-1
1152,Andison Coby,Indiana,Big Ten,13,3,70,23.3,1,5.4,0,0,,0,0.0,3,70,23.3,1,,andison-coby-1
1153,Jacob Barrick*,Jacksonville State,CUSA,14,6,70,11.7,0,5.0,0,0,,0,0.0,6,70,11.7,0,,jacob-barrick-1
1154,Kendrick Bell*,Michigan,Big Ten,13,7,70,10.0,0,5.4,1,-13,-13.0,0,-1.0,8,57,7.1,0,,kendrick-bell-3
1155,Ryland Goede*,Georgia Tech,ACC,11,6,70,11.7,1,6.4,0,0,,0,0.0,6,70,11.7,1,,ryland-goede-1
1156,Ahmonte Watkins,New Mexico State,CUSA,6,2,69,34.5,1,11.5,16,66,4.1,0,11.0,18,135,7.5,1,,ahmonte-watkins-1
1157,C.J. Smith,Purdue,Big Ten,3,6,69,11.5,0,23.0,0,0,,0,0.0,6,69,11.5,0,,cj-smith-4
1158,Colby Bowman,Utah State,MWC,12,7,69,9.9,0,5.8,0,0,,0,0.0,7,69,9.9,0,,colby-bowman-1
1159,Jalen White*,Georgia Southern,Sun Belt,13,20,69,3.5,0,5.3,163,744,4.6,13,57.2,183,813,4.4,13,,jalen-white-1
1160,Marcus Burke*,Florida,SEC,11,7,69,9.9,2,6.3,1,5,5.0,0,0.5,8,74,9.3,2,,marcus-burke-1
1161,Quinton Jackson,Rice,American,12,11,69,6.3,1,5.8,48,275,5.7,1,22.9,59,344,5.8,2,,quinton-jackson-1
1162,Terry Wilkins,Middle Tennessee State,CUSA,12,13,69,5.3,1,5.8,54,214,4.0,1,17.8,67,283,4.2,2,,terry-wilkins-1
1163,Ty Robinson,Ball State,MAC,3,5,69,13.8,1,23.0,0,0,,0,0.0,5,69,13.8,1,,ty-robinson-2
1164,Xavier Townsend,UCF,Big 12,4,10,69,6.9,1,17.3,12,88,7.3,0,22.0,22,157,7.1,1,,xavier-townsend-1
1165,A.J. Turner,Marshall,Sun Belt,11,8,68,8.5,2,6.2,104,864,8.3,6,78.5,112,932,8.3,8,,aj-turner-3
1166,Jake Schultz,Oklahoma State,Big 12,12,3,68,22.7,0,5.7,1,0,0.0,0,0.0,4,68,17.0,0,,jake-schultz-1
1167,Miles Davis*,BYU,Big 12,8,5,68,13.6,1,8.5,18,76,4.2,0,9.5,23,144,6.3,1,,miles-davis-1
1168,Rodney Hill*,Arkansas,SEC,10,8,68,8.5,0,6.8,28,184,6.6,2,18.4,36,252,7.0,2,,rodney-hill-1
1169,Sav'ell Smalls*,Colorado,Big 12,13,9,68,7.6,1,5.2,0,0,,0,0.0,9,68,7.6,1,,savell-smalls-1
1170,Zion Ragins*,Oklahoma,SEC,13,10,68,6.8,0,5.2,2,6,3.0,0,0.5,12,74,6.2,0,,zion-ragins-1
1171,Brandon Campbell,Massachusetts,Ind,11,8,67,8.4,0,6.1,64,239,3.7,3,21.7,72,306,4.3,3,,brandon-campbell-4
1172,Cameron Bates,Boise State,MWC,13,9,67,7.4,0,5.2,4,43,10.8,1,3.3,13,110,8.5,1,,cameron-bates-1
1173,Janiran Bonner*,Nebraska,Big Ten,13,11,67,6.1,1,5.2,2,11,5.5,1,0.8,13,78,6.0,2,,janiran-bonner-1
1174,Michael Hetzel,Appalachian State,Sun Belt,11,5,67,13.4,0,6.1,0,0,,0,0.0,5,67,13.4,0,,michael-hetzel-1
1175,Navelle Dean,Kennesaw State,CUSA,12,5,67,13.4,0,5.6,1,6,6.0,0,0.5,6,73,12.2,0,,navelle-dean-1
1176,Tiger Bachmeier,Stanford,ACC,12,10,67,6.7,0,5.6,1,-1,-1.0,0,-0.1,11,66,6.0,0,,tiger-bachmeier-1
1177,D.C. Temple,Central Michigan,MAC,11,5,66,13.2,0,6.0,0,0,,0,0.0,5,66,13.2,0,,dc-temple-1
1178,E.J. Smith*,Texas A&M,SEC,12,8,66,8.3,0,5.5,54,207,3.8,0,17.3,62,273,4.4,0,,ej-smith-2
1179,Marcus Carroll*,Missouri,SEC,13,9,66,7.3,0,5.1,140,595,4.3,12,45.8,149,661,4.4,12,,marcus-carroll-1
1180,Myles Montgomery,UCF,Big 12,10,3,66,22.0,1,6.6,51,293,5.7,3,29.3,54,359,6.6,4,,myles-montgomery-1
1181,Will Swanson*,Kansas State,Big 12,13,9,66,7.3,3,5.1,0,0,,0,0.0,9,66,7.3,3,,will-swanson-1
1182,Caleb Odom*,Alabama,SEC,12,7,65,9.3,0,5.4,0,0,,0,0.0,7,65,9.3,0,,caleb-odom-1
1183,Creed Whittemore,Mississippi State,SEC,4,4,65,16.3,0,16.3,1,41,41.0,1,10.3,5,106,21.2,1,,creed-whittemore-1
1184,Drew Donley*,Texas State,Sun Belt,11,2,65,32.5,1,5.9,0,0,,0,0.0,2,65,32.5,1,,drew-donley-1
1185,Ethan Davies,Virginia,ACC,8,1,65,65.0,1,8.1,0,0,,0,0.0,1,65,65.0,1,,ethan-davies-1
1186,Jonathan Bibbs,Louisiana-Monroe,Sun Belt,4,1,65,65.0,1,16.3,0,0,,0,0.0,1,65,65.0,1,,jonathan-bibbs-1
1187,Jordyn Williams,Central Michigan,MAC,8,6,65,10.8,0,8.1,0,0,,0,0.0,6,65,10.8,0,,jordyn-williams-2
1188,Joseph McVay*,Vanderbilt,SEC,5,1,65,65.0,1,13.0,0,0,,0,0.0,1,65,65.0,1,,joseph-mcvay-1
1189,Nathan Acevedo*,Fresno State,MWC,7,9,65,7.2,0,9.3,2,18,9.0,0,2.6,11,83,7.5,0,,nathan-acevedo-1
1190,Terrez Worthy,Temple,American,12,16,65,4.1,0,5.4,79,425,5.4,4,35.4,95,490,5.2,4,,terrez-worthy-1
1191,Clay Nanke,Wyoming,MWC,12,4,64,16.0,0,5.3,0,0,,0,0.0,4,64,16.0,0,,clay-nanke-1
1192,Derek Eusebio,Arizona State,Big 12,4,1,64,64.0,1,16.0,2,7,3.5,0,1.8,3,71,23.7,1,,derek-eusebio-1
1193,Elijah Jackson-Anderson,Eastern Michigan,MAC,12,4,64,16.0,1,5.3,54,218,4.0,2,18.2,58,282,4.9,3,,elijah-jackson-anderson-1
1194,Miles Burris,Charlotte,American,11,2,64,32.0,0,5.8,0,0,,0,0.0,2,64,32.0,0,,miles-burris-2
1195,Montrell Johnson*,Florida,SEC,10,13,64,4.9,0,6.4,100,593,5.9,6,59.3,113,657,5.8,6,,montrell-johnson-1
1196,Brennan Parachek,Michigan State,Big Ten,12,8,63,7.9,0,5.3,0,0,,0,0.0,8,63,7.9,0,,brennan-parachek-1
1197,Duane Thomas Jr.,Charlotte,American,8,6,63,10.5,1,7.9,2,18,9.0,0,2.3,8,81,10.1,1,,duane-thomas-jr-1
1198,Hayden Reed*,Army,American,14,6,63,10.5,1,4.5,40,207,5.2,1,14.8,46,270,5.9,2,,hayden-reed-1
1199,Joe Jackson*,Kansas State,Big 12,10,6,63,10.5,1,6.3,39,227,5.8,1,22.7,45,290,6.4,2,,joe-jackson-4
1200,Josh Sapp,Clemson,ACC,13,6,63,10.5,0,4.8,0,0,,0,0.0,6,63,10.5,0,,josh-sapp-1
1201,Kaevion Mack*,Western Michigan,MAC,13,5,63,12.6,2,4.8,0,0,,0,0.0,5,63,12.6,2,,kaevion-mack-1
1202,Sam Jackson,Auburn,SEC,9,2,63,31.5,1,7.0,2,0,0.0,0,0.0,4,63,15.8,1,,sam-jackson-3
1203,Tahj Bullock,Akron,MAC,12,10,63,6.3,0,5.3,54,142,2.6,8,11.8,64,205,3.2,8,,tahj-bullock-1
1204,Ty Bowman*,Kansas State,Big 12,13,6,63,10.5,0,4.8,1,6,6.0,0,0.5,7,69,9.9,0,,ty-bowman-1
1205,Christian Francisco,Rice,American,8,8,62,7.8,1,7.8,19,78,4.1,0,9.8,27,140,5.2,1,,christian-francisco-1
1206,CJ Brown*,Arkansas,SEC,8,5,62,12.4,0,7.8,0,0,,0,0.0,5,62,12.4,0,,cj-brown-4
1207,Dayton Howard*,Iowa,Big Ten,12,4,62,15.5,1,5.2,0,0,,0,0.0,4,62,15.5,1,,dayton-howard-1
1208,Devin Boddie Jr.,Wyoming,MWC,4,5,62,12.4,1,15.5,1,2,2.0,0,0.5,6,64,10.7,1,,devin-boddie-jr-1
1209,Donald Chaney Jr.*,Louisville,ACC,11,7,62,8.9,0,5.6,50,178,3.6,3,16.2,57,240,4.2,3,,donald-chaney-jr-1
1210,Dylan Williams*,James Madison,Sun Belt,12,7,62,8.9,2,5.2,0,0,,0,0.0,7,62,8.9,2,,dylan-williams-2
1211,Isaiah Augustave*,Colorado,Big 12,11,11,62,5.6,0,5.6,85,384,4.5,4,34.9,96,446,4.6,4,,isaiah-augustave-1
1212,Ja'Varrius Johnson,UCF,Big 12,9,10,62,6.2,0,6.9,4,40,10.0,0,4.4,14,102,7.3,0,,javarrius-johnson-1
1213,Jordan Ford,Georgia State,Sun Belt,5,6,62,10.3,1,12.4,15,45,3.0,0,9.0,21,107,5.1,1,,jordan-ford-2
1214,Justin Marshall*,Colorado State,MWC,13,8,62,7.8,0,4.8,154,746,4.8,4,57.4,162,808,5.0,4,,justin-marshall-2
1215,Levi Gazarek*,Bowling Green,MAC,13,8,62,7.8,2,4.8,0,0,,0,0.0,8,62,7.8,2,,levi-gazarek-1
1216,Lloyd Avant,Tulsa,American,12,12,62,5.2,0,5.2,76,259,3.4,1,21.6,88,321,3.6,1,,lloyd-avant-1
1217,Marshaun Brown,Nevada,MWC,8,5,62,12.4,0,7.8,0,0,,0,0.0,5,62,12.4,0,,marshaun-brown-1
1218,Matthew Klopfenstein*,Baylor,Big 12,11,6,62,10.3,1,5.6,0,0,,0,0.0,6,62,10.3,1,,matthew-klopfenstein-1
1219,Myles Bailey,Central Michigan,MAC,11,11,62,5.6,0,5.6,51,292,5.7,3,26.5,62,354,5.7,3,,myles-bailey-1
1220,Turbo Richard*,Boston College,ACC,8,2,62,31.0,0,7.8,55,278,5.1,2,34.8,57,340,6.0,2,,turbo-richard-1
1221,Will Anciaux*,Kansas State,Big 12,13,7,62,8.9,3,4.8,0,0,,0,0.0,7,62,8.9,3,,will-anciaux-1
1222,Bennett Christian*,Ohio State,Big Ten,15,2,61,30.5,1,4.1,0,0,,0,0.0,2,61,30.5,1,,bennett-christian-1
1223,Camden Brown,Auburn,SEC,12,7,61,8.7,1,5.1,0,0,,0,0.0,7,61,8.7,1,,camden-brown-1
1224,Kevorian Barnes*,UTSA,American,12,7,61,8.7,0,5.1,78,221,2.8,2,18.4,85,282,3.3,2,,kevorian-barnes-1
1225,Ty Stamey*,Louisiana,Sun Belt,9,7,61,8.7,0,6.8,0,0,,0,0.0,7,61,8.7,0,,ty-stamey-1
1226,Amari Daniels*,Texas A&M,SEC,12,7,60,8.6,0,5.0,139,661,4.8,8,55.1,146,721,4.9,8,,amari-daniels-1
1227,Cody Howard*,Navy,American,9,4,60,15.0,1,6.7,0,0,,0,0.0,4,60,15.0,1,,cody-howard-1
1228,Corey Thompson Jr.*,Nevada-Las Vegas,MWC,13,4,60,15.0,0,4.6,0,0,,0,0.0,4,60,15.0,0,,corey-thompson-jr-1
1229,Duke Watson*,Louisville,ACC,12,5,60,12.0,1,5.0,67,597,8.9,7,49.8,72,657,9.1,8,,duke-watson-1
1230,Gemari Sands,Florida Atlantic,American,11,3,60,20.0,0,5.5,31,117,3.8,2,10.6,34,177,5.2,2,,gemari-sands-1
1231,Nick Miles,Wyoming,MWC,12,9,60,6.7,0,5.0,0,0,,0,0.0,9,60,6.7,0,,nick-miles-2
1232,Rico Scott*,Alabama,SEC,4,5,60,12.0,1,15.0,1,28,28.0,0,7.0,6,88,14.7,1,,rico-scott-1
1233,Tyler Moore*,Iowa State,Big 12,9,6,60,10.0,1,6.7,0,0,,0,0.0,6,60,10.0,1,,tyler-moore-4
1234,Tyler Stewart,Temple,American,8,5,60,12.0,0,7.5,3,28,9.3,0,3.5,8,88,11.0,0,,tyler-stewart-2
1235,Zy'marion Lang*,Toledo,MAC,10,4,60,15.0,2,6.0,1,1,1.0,0,0.1,5,61,12.2,2,,zymarion-lang-1
1236,Alex Honig*,Connecticut,Ind,11,6,59,9.8,3,5.4,0,0,,0,0.0,6,59,9.8,3,,alex-honig-1
1237,Chance Morrow*,Buffalo,MAC,12,4,59,14.8,0,4.9,0,0,,0,0.0,4,59,14.8,0,,chance-morrow-1
1238,Connor Vaughn,Tulsa,American,11,7,59,8.4,3,5.4,0,0,,0,0.0,7,59,8.4,3,,connor-vaughn-1
1239,Jalen Berger,UCLA,Big Ten,8,10,59,5.9,2,7.4,48,178,3.7,0,22.3,58,237,4.1,2,,jalen-berger-1
1240,Jonathan Echols*,South Florida,American,2,1,59,59.0,1,29.5,0,0,,0,0.0,1,59,59.0,1,,jonathan-echols-1
1241,Lamar Sperling*,Buffalo,MAC,12,5,59,11.8,1,4.9,39,150,3.8,1,12.5,44,209,4.8,2,,lamar-sperling-1
1242,Troy Omeire,Arizona State,Big 12,12,5,59,11.8,0,4.9,0,0,,0,0.0,5,59,11.8,0,,troy-omeire-1
1243,Abu Sama*,Iowa State,Big 12,14,8,58,7.3,0,4.1,124,587,4.7,2,41.9,132,645,4.9,2,,abu-sama-1
1244,Adam Parks,New Mexico State,CUSA,12,2,58,29.0,0,4.8,0,0,,0,0.0,2,58,29.0,0,,adam-parks-1
1245,Brandon High*,UTSA,American,12,6,58,9.7,0,4.8,93,495,5.3,8,41.3,99,553,5.6,8,,brandon-high-1
1246,Bryce Duke,Old Dominion,Sun Belt,10,9,58,6.4,1,5.8,46,285,6.2,0,28.5,55,343,6.2,1,,bryce-duke-1
1247,CJ Hester,Massachusetts,Ind,11,14,58,4.1,0,5.3,119,529,4.4,4,48.1,133,587,4.4,4,,cj-hester-1
1248,Jalil Farooq*,Oklahoma,SEC,2,3,58,19.3,0,29.0,0,0,,0,0.0,3,58,19.3,0,,jalil-farooq-1
1249,Jonah Wilson,Houston,Big 12,11,9,58,6.4,0,5.3,0,0,,0,0.0,9,58,6.4,0,,jonah-wilson-1
1250,Treylan Davis*,West Virginia,Big 12,13,6,58,9.7,0,4.5,0,0,,0,0.0,6,58,9.7,0,,treylan-davis-1
1251,Dan Villari*,Syracuse,ACC,12,6,57,9.5,0,4.8,12,29,2.4,1,2.4,18,86,4.8,1,,dan-villari-1
1252,Dylan Goffney*,Colorado State,MWC,4,6,57,9.5,0,14.3,0,0,,0,0.0,6,57,9.5,0,,dylan-goffney-1
1253,Floyd Chalk*,San Jose State,MWC,13,7,57,8.1,0,4.4,154,721,4.7,10,55.5,161,778,4.8,10,,floyd-chalk-1
1254,George Dimopoulus*,Northern Illinois,MAC,13,6,57,9.5,0,4.4,2,11,5.5,0,0.8,8,68,8.5,0,,george-dimopoulus-1
1255,Jack Griese,Virginia,ACC,4,1,57,57.0,1,14.3,15,55,3.7,0,13.8,16,112,7.0,1,,jack-griese-1
1256,Micah Davis*,Ole Miss,SEC,13,5,57,11.4,0,4.4,19,45,2.4,0,3.5,24,102,4.3,0,,micah-davis-1
1257,Shaadie Clayton-Johnson*,Tulane,American,11,8,57,7.1,0,5.2,34,227,6.7,1,20.6,42,284,6.8,1,,shaadie-clayton-1
1258,Shane Calhoun*,Texas A&M,SEC,13,3,57,19.0,0,4.4,0,0,,0,0.0,3,57,19.0,0,,shane-calhoun-1
1259,Ashton Nickelberry,UTEP,CUSA,10,5,56,11.2,0,5.6,0,0,,0,0.0,5,56,11.2,0,,ashton-nickelberry-1
1260,Demick Starling*,Western Kentucky,CUSA,8,3,56,18.7,0,7.0,0,0,,0,0.0,3,56,18.7,0,,demick-starling-1
