Rk,Player,Team,Conf,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds,Y/A,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
1843,Max Drag,Appalachian State,Sun Belt,11,1,11,11.0,1,1.0,0,0,,0,0.0,1,11,11.0,1,,max-drag-1
1844,Maxwell Moss*,James Madison,Sun Belt,12,1,11,11.0,0,0.9,0,0,,0,0.0,1,11,11.0,0,,maxwell-moss-1
1845,Pat Coogan*,Notre Dame,Ind,16,1,11,11.0,0,0.7,0,0,,0,0.0,1,11,11.0,0,,pat-coogan-1
1846,Roman Mangini*,Nebraska,Big Ten,4,1,11,11.0,0,2.8,0,0,,0,0.0,1,11,11.0,0,,roman-mangini-1
1847,Ryan Butler,Stanford,ACC,8,2,11,5.5,0,1.4,7,44,6.3,0,5.5,9,55,6.1,0,,ryan-butler-1
1848,Samari Howard*,Army,American,14,2,11,5.5,0,0.8,23,128,5.6,0,9.1,25,139,5.6,0,,samari-howard-1
1849,Tripp Walsh*,Iowa State,Big 12,13,1,11,11.0,0,0.8,0,0,,0,0.0,1,11,11.0,0,,tripp-walsh-1
1850,Tyson Thompson,Rice,American,12,3,11,3.7,0,0.9,0,0,,0,0.0,3,11,3.7,0,,tyson-thompson-3
1851,Ashton Hayes,Nevada,MWC,11,1,10,10.0,0,0.9,3,19,6.3,0,1.7,4,29,7.3,0,,ashton-hayes-1
1852,Carter Campbell,SMU,ACC,9,2,10,5.0,0,1.1,1,6,6.0,0,0.7,3,16,5.3,0,,carter-campbell-1
1853,Chubba Purdy,Nevada,MWC,7,2,10,5.0,0,1.4,13,60,4.6,0,8.6,15,70,4.7,0,,chubba-purdy-1
1854,David Adolph*,Ohio State,Big Ten,16,1,10,10.0,0,0.6,0,0,,0,0.0,1,10,10.0,0,,david-adolph-1
1855,DeMarcus Harris,Marshall,Sun Belt,11,1,10,10.0,0,0.9,0,0,,0,0.0,1,10,10.0,0,,demarcus-harris-1
1856,DeSean Bishop,Tennessee,SEC,10,1,10,10.0,0,1.0,74,455,6.1,3,45.5,75,465,6.2,3,,desean-bishop-1
1857,Evan Morris,UCF,Big 12,12,2,10,5.0,0,0.8,0,0,,0,0.0,2,10,5.0,0,,evan-morris-1
1858,Hunter Krepp*,Texas Christian,Big 12,2,1,10,10.0,0,5.0,0,0,,0,0.0,1,10,10.0,0,,hunter-krepp-1
1859,Isaiah Garcia-Castaneda*,Nebraska,Big Ten,13,1,10,10.0,0,0.8,0,0,,0,0.0,1,10,10.0,0,,isaiah-garcia-castaneda-1
1860,Jackson Wade*,Florida,SEC,4,1,10,10.0,0,2.5,0,0,,0,0.0,1,10,10.0,0,,jackson-wade-1
1861,Jadarian Price*,Notre Dame,Ind,16,4,10,2.5,0,0.6,120,746,6.2,7,46.6,124,756,6.1,7,,jadarian-price-1
1862,JayShon Ridgle,Houston,Big 12,11,2,10,5.0,0,0.9,1,3,3.0,0,0.3,3,13,4.3,0,,jayshon-ridgle-1
1863,Jediyah Willoughby*,Toledo,MAC,12,1,10,10.0,0,0.8,0,0,,0,0.0,1,10,10.0,0,,jediyah-willoughby-1
1864,Joey Beljan,Cincinnati,Big 12,2,1,10,10.0,0,5.0,0,0,,0,0.0,1,10,10.0,0,,joey-beljan-1
1865,John Emery Jr.*,LSU,SEC,1,1,10,10.0,0,10.0,10,61,6.1,0,61.0,11,71,6.5,0,,john-emery-jr-1
1866,Michael Jackson III,Georgia,SEC,5,1,10,10.0,0,2.0,0,0,,0,0.0,1,10,10.0,0,,michael-jackson-iii-1
1867,Nathan Jones*,Minnesota,Big Ten,5,1,10,10.0,0,2.0,0,0,,0,0.0,1,10,10.0,0,,nathan-jones-4
1868,Owen Chambliss,San Diego State,MWC,7,1,10,10.0,0,1.4,0,0,,0,0.0,1,10,10.0,0,,owen-chambliss-1
1869,Rodney Hammond Jr.*,Pitt,ACC,4,2,10,5.0,0,2.5,12,35,2.9,0,8.8,14,45,3.2,0,,rodney-hammond-jr-1
1870,Xavier Gayten,Mississippi State,SEC,11,1,10,10.0,0,0.9,8,115,14.4,1,10.5,9,125,13.9,1,,xavier-gayten-1
1871,Zach Evans*,North Texas,American,2,4,10,2.5,0,5.0,9,58,6.4,0,29.0,13,68,5.2,0,,zach-evans-2
1872,Zeke Moore,Florida Atlantic,American,10,5,10,2.0,0,1.0,0,0,,0,0.0,5,10,2.0,0,,zeke-moore-2
1873,Andre Davis*,Kansas State,Big 12,1,1,9,9.0,0,9.0,0,0,,0,0.0,1,9,9.0,0,,andre-davis-8
1874,Andrew Schnackenberg*,Buffalo,MAC,13,1,9,9.0,0,0.7,0,0,,0,0.0,1,9,9.0,0,,andrew-schnackenberg-1
1875,Charlie Vincent,Utah,Big 12,12,2,9,4.5,0,0.8,14,44,3.1,0,3.7,16,53,3.3,0,,charlie-vincent-1
1876,Cole Tabb,Stanford,ACC,3,2,9,4.5,0,3.0,27,130,4.8,0,43.3,29,139,4.8,0,,cole-tabb-1
1877,Connor Cox*,South Carolina,SEC,4,1,9,9.0,1,2.3,0,0,,0,0.0,1,9,9.0,1,,connor-cox-1
1878,David Washington Jr.,Kentucky,SEC,12,1,9,9.0,0,0.8,0,0,,0,0.0,1,9,9.0,0,,david-washington-jr-1
1879,Dominic Overby*,Iowa State,Big 12,6,1,9,9.0,0,1.5,0,0,,0,0.0,1,9,9.0,0,,dominic-overby-1
1880,Elvin Fofanah*,Western Kentucky,CUSA,4,2,9,4.5,0,2.3,0,0,,0,0.0,2,9,4.5,0,,elvin-fofanah-1
1881,Gus McGee,Charlotte,American,12,2,9,4.5,0,0.8,0,0,,0,0.0,2,9,4.5,0,,gus-mcgee-1
1882,Jake Reichle,Oregon State,Ind,12,1,9,9.0,0,0.8,6,21,3.5,1,1.8,7,30,4.3,1,,jake-reichle-1
1883,Jaylen Anderson*,West Virginia,Big 12,9,1,9,9.0,0,1.0,9,34,3.8,0,3.8,10,43,4.3,0,,jaylen-anderson-2
1884,J.C. Sivley,UAB,American,7,1,9,9.0,0,1.3,0,0,,0,0.0,1,9,9.0,0,,jc-sivley-1
1885,Jett Coolman,Florida Atlantic,American,5,1,9,9.0,0,1.8,0,0,,0,0.0,1,9,9.0,0,,jett-coolman-1
1886,Joe Taylor*,Michigan,Big Ten,11,1,9,9.0,0,0.8,0,0,,0,0.0,1,9,9.0,0,,joe-taylor-4
1887,Kavon Pointer*,Army,American,11,1,9,9.0,0,0.8,0,0,,0,0.0,1,9,9.0,0,,kavon-pointer-1
1888,Kevin Riley*,Alabama,SEC,2,2,9,4.5,0,4.5,10,30,3.0,0,15.0,12,39,3.3,0,,kevin-riley-2
1889,Kewan Lacy*,Missouri,SEC,6,2,9,4.5,0,1.5,23,104,4.5,0,17.3,25,113,4.5,0,,kewan-lacy-1
1890,Maximus Webster,Ball State,MAC,1,1,9,9.0,0,9.0,0,0,,0,0.0,1,9,9.0,0,,maximus-webster-1
1891,Michael Frogge,Wake Forest,ACC,7,2,9,4.5,1,1.3,0,0,,0,0.0,2,9,4.5,1,,michael-frogge-1
1892,Peny Boone,UCF,Big 12,6,1,9,9.0,0,1.5,34,208,6.1,2,34.7,35,217,6.2,2,,peny-boone-1
1893,Quinn Fracassi,Eastern Michigan,MAC,9,3,9,3.0,0,1.0,0,0,,0,0.0,3,9,3.0,0,,quinn-fracassi-1
1894,Quinton Cooley*,Liberty,CUSA,11,1,9,9.0,0,0.8,205,1254,6.1,13,114.0,206,1263,6.1,13,,quinton-cooley-1
1895,Rahji Dennis*,Louisiana,Sun Belt,6,1,9,9.0,0,1.5,0,0,,0,0.0,1,9,9.0,0,,rahji-dennis-1
1896,Ricky Johnson,Mississippi State,SEC,4,2,9,4.5,0,2.3,0,0,,0,0.0,2,9,4.5,0,,ricky-johnson-6
1897,Romelo Ware*,Northern Illinois,MAC,1,1,9,9.0,0,9.0,0,0,,0,0.0,1,9,9.0,0,,romelo-ware-1
1898,Trelain Maddox*,Georgia Tech,ACC,2,1,9,9.0,0,4.5,17,67,3.9,1,33.5,18,76,4.2,1,,trelain-maddox-1
1899,Adam Hopkins,Charlotte,American,8,3,8,2.7,0,1.0,0,0,,0,0.0,3,8,2.7,0,,adam-hopkins-1
1900,Baron Tipton*,North Texas,American,3,1,8,8.0,0,2.7,0,0,,0,0.0,1,8,8.0,0,,baron-tipton-1
1901,Billy Riviere*,Washington State,Ind,10,1,8,8.0,0,0.8,0,0,,0,0.0,1,8,8.0,0,,billy-riviere-1
1902,Caleb Komolafe,Northwestern,Big Ten,10,2,8,4.0,0,0.8,50,139,2.8,0,13.9,52,147,2.8,0,,caleb-komolafe-1
1903,Cooper Rusk*,Toledo,MAC,13,2,8,4.0,0,0.6,0,0,,0,0.0,2,8,4.0,0,,cooper-rusk-1
1904,Dariyan Wiley*,Vanderbilt,SEC,6,1,8,8.0,0,1.3,0,0,,0,0.0,1,8,8.0,0,,dariyan-wiley-1
1905,Isaac Gifford*,Nebraska,Big Ten,13,1,8,8.0,0,0.6,0,0,,0,0.0,1,8,8.0,0,,isaac-gifford-1
1906,Kevin Bauman*,Notre Dame,Ind,14,1,8,8.0,1,0.6,0,0,,0,0.0,1,8,8.0,1,,kevin-bauman-1
1907,Khalifa Keith,Tennessee,SEC,4,1,8,8.0,0,2.0,21,100,4.8,1,25.0,22,108,4.9,1,,khalifa-keith-1
1908,Kojo Antwi*,Ohio State,Big Ten,6,1,8,8.0,0,1.3,0,0,,0,0.0,1,8,8.0,0,,kojo-antwi-1
1909,Ky Woods,Nevada,MWC,13,3,8,2.7,0,0.6,7,25,3.6,0,1.9,10,33,3.3,0,,ky-woods-1
1910,Landon Baptiste*,Louisiana,Sun Belt,13,1,8,8.0,0,0.6,0,0,,0,0.0,1,8,8.0,0,,landon-baptiste-1
1911,Maurice Turner*,Louisville,ACC,4,1,8,8.0,0,2.0,27,136,5.0,1,34.0,28,144,5.1,1,,maurice-turner-2
1912,Ny Carr*,Miami (FL),ACC,3,1,8,8.0,0,2.7,0,0,,0,0.0,1,8,8.0,0,,ny-carr-1
1913,Oakie Salave'a,Hawaii,MWC,5,1,8,8.0,0,1.6,0,0,,0,0.0,1,8,8.0,0,,oakie-salavea-1
1914,Robert Smith Jr.,Maryland,Big Ten,9,1,8,8.0,0,0.9,0,0,,0,0.0,1,8,8.0,0,,robert-smith-jr-1
1915,Shawn Miller,New Mexico,MWC,12,1,8,8.0,0,0.7,0,0,,0,0.0,1,8,8.0,0,,shawn-miller-2
1916,Terron Kellman,Charlotte,American,9,1,8,8.0,0,0.9,48,242,5.0,0,26.9,49,250,5.1,0,,terron-kellman-1
1917,Trevor Borland*,Western Kentucky,CUSA,11,2,8,4.0,2,0.7,0,0,,0,0.0,2,8,4.0,2,,trevor-borland-1
1918,Tyler Williams*,Minnesota,Big Ten,2,1,8,8.0,1,4.0,0,0,,0,0.0,1,8,8.0,1,,tyler-williams-12
1919,Tyrei Washington,Temple,American,4,2,8,4.0,0,2.0,3,2,0.7,0,0.5,5,10,2.0,0,,tyrei-washington-1
1920,Wyatt Smalley*,Ole Miss,SEC,5,1,8,8.0,0,1.6,0,0,,0,0.0,1,8,8.0,0,,wyatt-smalley-1
1921,Benny Haselrig*,Pitt,ACC,2,1,7,7.0,0,3.5,0,0,,0,0.0,1,7,7.0,0,,benny-haselrig-1
1922,Brady Boyd*,Texas Tech,Big 12,11,1,7,7.0,0,0.6,0,0,,0,0.0,1,7,7.0,0,,brady-boyd-1
1923,Brandon Young Jr.*,North Texas,American,10,3,7,2.3,0,0.7,0,0,,0,0.0,3,7,2.3,0,,brandon-young-jr-1
1924,Brian Brewton,Middle Tennessee State,CUSA,4,2,7,3.5,0,1.8,0,0,,0,0.0,2,7,3.5,0,,brian-brewton-1
1925,Bryce Butler*,Ohio,MAC,14,1,7,7.0,1,0.5,0,0,,0,0.0,1,7,7.0,1,,bryce-butler-1
1926,Cameron Ward*,Miami (FL),ACC,13,1,7,7.0,1,0.5,60,204,3.4,4,15.7,61,211,3.5,5,H-4AA,cameron-ward-1
1927,Christian Bentancur,Clemson,ACC,6,1,7,7.0,0,1.2,0,0,,0,0.0,1,7,7.0,0,,christian-bentancur-1
1928,Coben Bourguet,Arizona State,Big 12,1,1,7,7.0,0,7.0,0,0,,0,0.0,1,7,7.0,0,,coben-bourguet-1
1929,Damashja Harris*,North Texas,American,3,4,7,1.8,0,2.3,22,193,8.8,1,64.3,26,200,7.7,1,,damashja-harris-1
1930,DeCarlos Brooks,Arizona State,Big 12,12,1,7,7.0,0,0.6,37,148,4.0,1,12.3,38,155,4.1,1,,decarlos-brooks-1
1931,Devyn Zahursky,Cincinnati,Big 12,3,1,7,7.0,0,2.3,0,0,,0,0.0,1,7,7.0,0,,devyn-zahursky-1
1932,Dylan Lee*,Iowa State,Big 12,2,1,7,7.0,0,3.5,11,35,3.2,1,17.5,12,42,3.5,1,,dylan-lee-2
1933,Elijah Jackson,Purdue,Big Ten,11,2,7,3.5,0,0.6,6,97,16.2,1,8.8,8,104,13.0,1,,elijah-jackson-3
1934,Isaac Schoenfeld,Wyoming,MWC,12,1,7,7.0,0,0.6,0,0,,0,0.0,1,7,7.0,0,,isaac-schoenfeld-1
1935,Isaac Smith,Eastern Michigan,MAC,1,1,7,7.0,0,7.0,0,0,,0,0.0,1,7,7.0,0,,isaac-smith-2
1936,Jaren Mangham*,Minnesota,Big Ten,5,1,7,7.0,0,1.4,19,123,6.5,0,24.6,20,130,6.5,0,,jaren-mangham-1
1937,J'Marion Burnette,Houston,Big 12,8,1,7,7.0,0,0.9,43,182,4.2,0,22.8,44,189,4.3,0,,jmarion-burnette-1
1938,Josh Ringer*,Miami (OH),MAC,4,1,7,7.0,0,1.8,6,7,1.2,0,1.8,7,14,2.0,0,,josh-ringer-1
1939,Jurrion Dickey,Oregon,Big Ten,10,1,7,7.0,0,0.7,0,0,,0,0.0,1,7,7.0,0,,jurrion-dickey-1
1940,Kai Black*,Iowa State,Big 12,2,1,7,7.0,0,3.5,0,0,,0,0.0,1,7,7.0,0,,kai-black-1
1941,Kyler Pearson,Oklahoma State,Big 12,8,1,7,7.0,0,0.9,0,0,,0,0.0,1,7,7.0,0,,kyler-pearson-1
1942,L.T. Sanders*,Western Kentucky,CUSA,9,3,7,2.3,0,0.8,21,103,4.9,1,11.4,24,110,4.6,1,,lt-sanders-1
1943,Mack Moeller,Kansas,Big 12,6,1,7,7.0,0,1.2,0,0,,0,0.0,1,7,7.0,0,,mack-moeller-1
1944,Malachi Riley,Arizona,Big 12,3,1,7,7.0,0,2.3,1,15,15.0,0,5.0,2,22,11.0,0,,malachi-riley-1
1945,Marcus Brown,Stanford,ACC,3,1,7,7.0,0,2.3,0,0,,0,0.0,1,7,7.0,0,,marcus-brown-6
1946,Nahree Biggins,Central Michigan,MAC,6,3,7,2.3,0,1.2,19,136,7.2,0,22.7,22,143,6.5,0,,nahree-biggins-1
1947,Nick Devereaux,Eastern Michigan,MAC,11,1,7,7.0,0,0.6,0,0,,0,0.0,1,7,7.0,0,,nick-devereaux-1
1948,Parker Jenkins,Houston,Big 12,6,3,7,2.3,0,1.2,17,34,2.0,0,5.7,20,41,2.1,0,,parker-jenkins-1
1949,Richard Young*,Alabama,SEC,7,1,7,7.0,0,1.0,27,146,5.4,2,20.9,28,153,5.5,2,,richard-young-2
1950,Simeon Price*,Coastal Carolina,Sun Belt,9,2,7,3.5,0,0.8,44,136,3.1,0,15.1,46,143,3.1,0,,simeon-price-1
1951,Trent Howland,Oklahoma State,Big 12,10,3,7,2.3,0,0.7,41,230,5.6,1,23.0,44,237,5.4,1,,trent-howland-1
1952,Trey Johnson*,Bowling Green,MAC,13,1,7,7.0,0,0.5,0,0,,0,0.0,1,7,7.0,0,,trey-johnson-3
1953,Wondame Davis Jr.,UTEP,CUSA,1,1,7,7.0,0,7.0,0,0,,0,0.0,1,7,7.0,0,,wondame-davis-jr-1
1954,Aiden Flora*,Iowa State,Big 12,7,1,6,6.0,0,0.9,11,53,4.8,1,7.6,12,59,4.9,1,,aiden-flora-1
1955,Brady Simmons,Indiana,Big Ten,3,1,6,6.0,0,2.0,0,0,,0,0.0,1,6,6.0,0,,brady-simmons-1
1956,Brandon Henderson*,Illinois,Big Ten,13,1,6,6.0,1,0.5,0,0,,0,0.0,1,6,6.0,1,,brandon-henderson-4
1957,Brayden Fowler-Nicolosi*,Colorado State,MWC,13,1,6,6.0,1,0.5,43,75,1.7,4,5.8,44,81,1.8,5,,brayden-fowler-nicolosi-1
1958,Bubba Hampton*,Alabama,SEC,3,1,6,6.0,0,2.0,0,0,,0,0.0,1,6,6.0,0,,bubba-hampton-1
1959,Cam Davis,San Diego State,MWC,8,4,6,1.5,0,0.8,14,76,5.4,0,9.5,18,82,4.6,0,,cam-davis-1
1960,Chase Gillespie*,Vanderbilt,SEC,11,1,6,6.0,0,0.5,15,51,3.4,0,4.6,16,57,3.6,0,,chase-gillespie-1
1961,Chris Johnson,San Diego State,MWC,12,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,chris-johnson-26
1962,C.J. Stokes,Charlotte,American,3,1,6,6.0,0,2.0,7,33,4.7,1,11.0,8,39,4.9,1,,cj-stokes-1
1963,Corey Wren,UTEP,CUSA,8,1,6,6.0,0,0.8,10,24,2.4,0,3.0,11,30,2.7,0,,corey-wren-1
1964,Devyn Ford*,Notre Dame,Ind,13,2,6,3.0,0,0.5,13,55,4.2,0,4.2,15,61,4.1,0,,devyn-ford-1
1965,Duke Olges,Northwestern,Big Ten,12,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,duke-olges-1
1966,Grant Stevens,UCF,Big 12,7,1,6,6.0,0,0.9,0,0,,0,0.0,1,6,6.0,0,,grant-stevens-1
1967,Jack Nickel,UAB,American,12,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,jack-nickel-1
1968,Jack Reynolds,Charlotte,American,10,1,6,6.0,0,0.6,0,0,,0,0.0,1,6,6.0,0,,jack-reynolds-2
1969,Jackson Manning,Kennesaw State,CUSA,12,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,jackson-manning-1
1970,Jake Arthurs,Northwestern,Big Ten,12,2,6,3.0,0,0.5,2,10,5.0,1,0.8,4,16,4.0,1,,jake-arthurs-1
1971,Jamaal Bell*,Baylor,Big 12,13,2,6,3.0,0,0.5,5,27,5.4,0,2.1,7,33,4.7,0,,jamaal-bell-1
1972,Jaylon Armstead,San Diego State,MWC,3,1,6,6.0,0,2.0,13,42,3.2,0,14.0,14,48,3.4,0,,jaylon-armstead-1
1973,Jobi Malary*,James Madison,Sun Belt,13,1,6,6.0,0,0.5,45,269,6.0,2,20.7,46,275,6.0,2,,jobi-malary-1
1974,Jovoni Johnson,Rice,American,5,1,6,6.0,0,1.2,0,0,,0,0.0,1,6,6.0,0,,jovoni-johnson-1
1975,Kaelon Black,Indiana,Big Ten,13,4,6,1.5,0,0.5,46,251,5.5,2,19.3,50,257,5.1,2,,kaelon-black-1
1976,Kamrean Johnson*,Vanderbilt,SEC,13,1,6,6.0,1,0.5,0,0,,0,0.0,1,6,6.0,1,,kamrean-johnson-1
1977,Kayden Chan,Boise State,MWC,3,1,6,6.0,0,2.0,0,0,,0,0.0,1,6,6.0,0,,kayden-chan-1
1978,Kitan Crawford,Nevada,MWC,13,1,6,6.0,0,0.5,1,-4,-4.0,0,-0.3,2,2,1.0,0,,kitan-crawford-1
1979,Logan Blake*,Rutgers,Big Ten,9,2,6,3.0,0,0.7,0,0,,0,0.0,2,6,3.0,0,,logan-blake-1
1980,Logan Diggs*,Ole Miss,SEC,1,1,6,6.0,0,6.0,1,15,15.0,0,15.0,2,21,10.5,0,,logan-diggs-1
1981,Logan Muckey*,Missouri,SEC,13,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,logan-muckey-1
1982,Luke Deal,Auburn,SEC,12,3,6,2.0,1,0.5,0,0,,0,0.0,3,6,2.0,1,,luke-deal-1
1983,Nick Presley,Ball State,MAC,10,1,6,6.0,0,0.6,0,0,,0,0.0,1,6,6.0,0,,nick-presley-1
1984,Patrick Gurd*,Ohio State,Big Ten,14,1,6,6.0,0,0.4,0,0,,0,0.0,1,6,6.0,0,,patrick-gurd-1
1985,Raleek Brown,Arizona State,Big 12,2,3,6,2.0,0,3.0,9,42,4.7,0,21.0,12,48,4.0,0,,raleek-brown-1
1986,Rueben Owens*,Texas A&M,SEC,2,1,6,6.0,0,3.0,16,66,4.1,0,33.0,17,72,4.2,0,,rueben-owens-1
1987,Salahadin Allah,Oregon State,Ind,12,2,6,3.0,0,0.5,55,258,4.7,1,21.5,57,264,4.6,1,,salahadin-allah-1
1988,Sanfrisco Magee,Mississippi State,SEC,2,1,6,6.0,0,3.0,0,0,,0,0.0,1,6,6.0,0,,sanfrisco-magee-1
1989,Stone Eby,SMU,ACC,14,1,6,6.0,0,0.4,0,0,,0,0.0,1,6,6.0,0,,stone-eby-1
1990,TJ Horton,Ball State,MAC,8,4,6,1.5,0,0.8,23,107,4.7,0,13.4,27,113,4.2,0,,tj-horton-2
1991,Adam Rammouni,Eastern Michigan,MAC,1,1,5,5.0,0,5.0,0,0,,0,0.0,1,5,5.0,0,,adam-rammouni-1
1992,Allen Bryant*,Pitt,ACC,4,1,5,5.0,0,1.3,0,0,,0,0.0,1,5,5.0,0,,allen-bryant-1
1993,Bryson Donnell*,UTSA,American,12,4,5,1.3,0,0.4,35,172,4.9,0,14.3,39,177,4.5,0,,bryson-donnell-1
1994,Cadarrius Thompson,Georgia State,Sun Belt,7,1,5,5.0,0,0.7,0,0,,0,0.0,1,5,5.0,0,,cadarrius-thompson-1
1995,Colin Giffen,Rice,American,6,1,5,5.0,1,0.8,0,0,,0,0.0,1,5,5.0,1,,colin-giffen-2
1996,Connor Briggs*,Miami (OH),MAC,12,1,5,5.0,1,0.4,0,0,,0,0.0,1,5,5.0,1,,connor-briggs-1
1997,Deuce Spann,Florida State,ACC,4,1,5,5.0,0,1.3,0,0,,0,0.0,1,5,5.0,0,,deuce-spann-1
1998,DJ Epps,Troy,Sun Belt,6,1,5,5.0,0,0.8,0,0,,0,0.0,1,5,5.0,0,,dj-epps-1
1999,Harrison Waylee,Wyoming,MWC,4,2,5,2.5,0,1.3,63,323,5.1,1,80.8,65,328,5.0,1,,harrison-waylee-1
2000,Isaiah Bryant*,Navy,American,13,1,5,5.0,0,0.4,7,23,3.3,0,1.8,8,28,3.5,0,,isaiah-bryant-2
2001,Jackson Harper*,Connecticut,Ind,5,1,5,5.0,0,1.0,0,0,,0,0.0,1,5,5.0,0,,jackson-harper-1
2002,Jacob Harris*,Bowling Green,MAC,10,2,5,2.5,0,0.5,0,0,,0,0.0,2,5,2.5,0,,jacob-harris-1
2003,Jawarn Howell*,South Carolina,SEC,5,1,5,5.0,0,1.0,19,123,6.5,2,24.6,20,128,6.4,2,,jawarn-howell-1
2004,Jay Lindsey*,Alabama,SEC,3,1,5,5.0,0,1.7,0,0,,0,0.0,1,5,5.0,0,,jay-lindsey-1
2005,Josiah Robinson,Georgia State,Sun Belt,12,1,5,5.0,0,0.4,0,0,,0,0.0,1,5,5.0,0,,josiah-robinson-1
2006,Kyle Koch*,North Texas,American,3,1,5,5.0,0,1.7,1,9,9.0,0,3.0,2,14,7.0,0,,kyle-koch-1
2007,Lamar Seymore*,Pitt,ACC,1,1,5,5.0,0,5.0,0,0,,0,0.0,1,5,5.0,0,,lamar-seymore-1
2008,Marquis Crosby*,Louisiana Tech,CUSA,11,2,5,2.5,0,0.5,57,224,3.9,1,20.4,59,229,3.9,1,,marquis-crosby-1
2009,Maximilian Mang*,Syracuse,ACC,12,1,5,5.0,0,0.4,0,0,,0,0.0,1,5,5.0,0,,maximilian-mang-1
2010,Mike Mitchell,Utah,Big 12,11,1,5,5.0,0,0.5,47,158,3.4,1,14.4,48,163,3.4,1,,mike-mitchell-8
2011,Mike Sharpe II*,Arkansas State,Sun Belt,11,1,5,5.0,0,0.5,4,22,5.5,0,2.0,5,27,5.4,0,,mike-sharpe-ii-1
2012,Parker Titsworth*,Ohio,MAC,14,1,5,5.0,0,0.4,0,0,,0,0.0,1,5,5.0,0,,parker-titsworth-1
2013,Ron Wiggins*,Jacksonville State,CUSA,2,1,5,5.0,0,2.5,6,29,4.8,0,14.5,7,34,4.9,0,,ron-wiggins-1
2014,Shadre Hurst*,Tulane,American,14,1,5,5.0,0,0.4,0,0,,0,0.0,1,5,5.0,0,,shadre-hurst-1
2015,Takye Heath*,Virginia Tech,ACC,7,1,5,5.0,0,0.7,1,6,6.0,0,0.9,2,11,5.5,0,,takye-heath-1
2016,Trent Thomas*,South Alabama,Sun Belt,13,1,5,5.0,0,0.4,0,0,,0,0.0,1,5,5.0,0,,trent-thomas-3
2017,Ty Lockwood*,Alabama,SEC,5,1,5,5.0,0,1.0,0,0,,0,0.0,1,5,5.0,0,,ty-lockwood-1
2018,Tyce Ferrell,Ball State,MAC,12,2,5,2.5,0,0.4,0,0,,0,0.0,2,5,2.5,0,,tyce-ferrell-1
2019,Zach Hrbacek*,Sam Houston,CUSA,13,2,5,2.5,0,0.4,12,30,2.5,0,2.3,14,35,2.5,0,,zach-hrbacek-1
2020,Andrel Anthony*,Oklahoma,SEC,1,1,4,4.0,0,4.0,0,0,,0,0.0,1,4,4.0,0,,andrel-anthony-1
2021,Anthony Miller*,Tulane,American,9,1,4,4.0,0,0.4,0,0,,0,0.0,1,4,4.0,0,,anthony-miller-7
2022,Chauncy Cobb*,Arkansas State,Sun Belt,2,1,4,4.0,0,2.0,0,0,,0,0.0,1,4,4.0,0,,chauncy-cobb-1
2023,Clay Swinney,Clemson,ACC,14,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,clay-swinney-1
2024,Cole Sprague,Temple,American,7,1,4,4.0,0,0.6,0,0,,0,0.0,1,4,4.0,0,,cole-sprague-1
2025,Connor Shay,Wyoming,MWC,12,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,connor-shay-1
2026,Cooper Sheehan,New Mexico State,CUSA,8,1,4,4.0,1,0.5,0,0,,0,0.0,1,4,4.0,1,,cooper-sheehan-1
2027,David Clerk*,Army,American,5,1,4,4.0,0,0.8,4,37,9.3,0,7.4,5,41,8.2,0,,david-clerk-1
2028,Dedrick Latulas*,Louisiana Tech,CUSA,4,1,4,4.0,0,1.0,1,0,0.0,0,0.0,2,4,2.0,0,,dedrick-latulas-1
2029,Jack Sammarco*,West Virginia,Big 12,13,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,jack-sammarco-1
2030,Jaleel Skinner*,Louisville,ACC,12,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,jaleel-skinner-1
2031,Jamarien Wheeler,Eastern Michigan,MAC,10,1,4,4.0,0,0.4,0,0,,0,0.0,1,4,4.0,0,,jamarien-wheeler-1
2032,Jaquez Moore*,Duke,ACC,5,3,4,1.3,0,0.8,32,86,2.7,1,17.2,35,90,2.6,1,,jaquez-moore-1
2033,Javon Rogers,Kennesaw State,CUSA,1,1,4,4.0,0,4.0,0,0,,0,0.0,1,4,4.0,0,,javon-rogers-1
2034,Juan Powell*,Coastal Carolina,Sun Belt,13,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,juan-powell-1
2035,Kaden Cloud,Air Force,MWC,8,1,4,4.0,0,0.5,5,19,3.8,0,2.4,6,23,3.8,0,,kaden-cloud-1
2036,Keegan Holles*,Colorado State,MWC,3,1,4,4.0,0,1.3,15,97,6.5,1,32.3,16,101,6.3,1,,keegan-holles-1
2037,Keelan Smith*,Nebraska,Big Ten,1,1,4,4.0,0,4.0,0,0,,0,0.0,1,4,4.0,0,,keelan-smith-1
