Rk,Player,Team,Conf,G,Rush,Rec,PRTD,KRTD,FRTD,IntTD,OthTD,TD,XPM,XPA,FGM,FGA,2PM,Sfty,Pts,Pts/G,Awards,-9999
58,Brooks Buce*,Troy,Sun Belt,14,0,0,0,0,0,0,0,0,41,42,17,19,0,0,92,6.6,,brooks-buce-2
59,Matthew Dennis*,Wake Forest,ACC,13,0,0,0,0,0,0,0,0,56,57,12,14,0,0,92,7.1,,matthew-dennis-1
60,Tyler Loop,Arizona,Pac-12,12,0,0,0,0,0,0,0,0,38,38,18,21,0,0,92,7.7,,tyler-loop-1
61,Will Shipley*,Clemson,ACC,14,15,0,0,0,0,0,0,15,0,0,0,0,1,0,92,6.6,,will-shipley-1
62,Zakhari Franklin*,UTSA,CUSA,14,0,15,0,0,0,0,0,15,0,0,0,0,1,0,92,6.6,,zakhari-franklin-1
63,Blake Grupe*,Notre Dame,Ind,13,0,0,0,0,0,0,0,0,49,49,14,19,0,0,91,7.0,,blake-grupe-1
64,Matthew Trickett*,Minnesota,Big Ten,13,0,0,0,0,0,0,0,0,46,46,15,18,0,0,91,7.0,,matthew-trickett-1
65,Thomas Cluckey*,Toledo,MAC,14,0,0,0,0,0,0,0,0,52,52,13,17,0,0,91,6.5,,thomas-cluckey-1
66,Briggs Bourgeois*,Southern Mississippi,Sun Belt,13,0,0,0,0,0,0,0,0,36,37,18,19,0,0,90,6.9,,briggs-bourgeois-1
67,Carson Steele,Ball State,MAC,12,14,1,0,0,0,0,0,15,0,0,0,0,0,0,90,7.5,,carson-steele-1
68,Jabari Small*,Tennessee,SEC,13,13,2,0,0,0,0,0,15,0,0,0,0,0,0,90,6.9,,jabari-small-1
69,Jack Browning*,San Diego State,MWC,13,0,0,0,0,0,0,0,0,30,30,20,25,0,0,90,6.9,,jack-browning-1
70,Jalin Hyatt*,Tennessee,SEC,12,0,15,0,0,0,0,0,15,0,0,0,0,0,0,90,7.5,AA,jalin-hyatt-1
71,La'Damian Webb*,South Alabama,Sun Belt,12,13,2,0,0,0,0,0,15,0,0,0,0,0,0,90,7.5,,ladamian-webb-1
72,Samson Evans*,Eastern Michigan,MAC,12,15,0,0,0,0,0,0,15,0,0,0,0,0,0,90,7.5,,samson-evans-1
73,Sieh Bangura*,Ohio,MAC,12,13,2,0,0,0,0,0,15,0,0,0,0,0,0,90,7.5,,sieh-bangura-1
74,Cam Little*,Arkansas,SEC,13,0,0,0,0,0,0,0,0,50,50,13,16,0,0,89,6.8,,cam-little-1
75,Jesus Gomez*,Eastern Michigan,MAC,13,0,0,0,0,0,0,0,0,47,47,14,17,0,0,89,6.8,,jesus-gomez-1
76,Daniel Gutierrez,Nevada-Las Vegas,MWC,12,0,0,0,0,0,0,0,0,34,34,18,19,0,0,88,7.3,,daniel-gutierrez-1
77,Matthew Quinn*,UAB,CUSA,13,0,0,0,0,0,0,0,0,45,45,14,19,0,0,87,6.7,,matthew-quinn-2
78,Damian Ramos*,LSU,SEC,14,0,0,0,0,0,0,0,0,55,57,10,14,0,0,85,6.1,,damian-ramos-1
79,John Richardson,Northern Illinois,MAC,12,0,0,0,0,0,0,0,0,31,31,18,23,0,0,85,7.1,,john-richardson-1
80,Matthew Dapore*,Air Force,MWC,13,0,0,0,0,0,0,0,0,37,38,16,21,0,0,85,6.5,,matthew-dapore-1
81,Adam Mihalek*,Florida,SEC,13,0,0,0,0,0,0,0,0,42,43,14,21,0,0,84,6.5,,adam-mihalek-1
82,Colton Boomer*,UCF,American,12,0,0,0,0,0,0,0,0,42,43,14,15,0,0,84,7.0,,colton-boomer-1
83,Marvin Harrison Jr.*,Ohio State,Big Ten,13,0,14,0,0,0,0,0,14,0,0,0,0,0,0,84,6.5,AA,marvin-harrison-jr-1
84,Miyan Williams*,Ohio State,Big Ten,11,14,0,0,0,0,0,0,14,0,0,0,0,0,0,84,7.6,,miyan-williams-1
85,Nicholas Singleton*,Penn State,Big Ten,13,12,1,0,1,0,0,0,14,0,0,0,0,0,0,84,6.5,,nicholas-singleton-1
86,Richard Reese*,Baylor,Big 12,13,14,0,0,0,0,0,0,14,0,0,0,0,0,0,84,6.5,,richard-reese-1
87,Zach Charbonnet*,UCLA,Pac-12,10,14,0,0,0,0,0,0,14,0,0,0,0,0,0,84,8.4,,zach-charbonnet-1
88,Andres Borregales,Miami (FL),ACC,12,0,0,0,0,0,0,0,0,32,32,17,20,0,0,83,6.9,,andres-borregales-1
89,Camden Wise,James Madison,Sun Belt,11,0,0,0,0,0,0,0,0,50,52,11,16,0,0,83,7.5,,camden-wise-1
90,Andrew Glass,Kent State,MAC,12,0,0,0,0,0,0,0,0,31,31,17,26,0,0,82,6.8,,andrew-glass-1
91,Dominic Zvada,Arkansas State,Sun Belt,12,0,0,0,0,0,0,0,0,30,31,17,18,0,0,81,6.8,,dominic-zvada-1
92,Graham Nicholson*,Miami (OH),MAC,13,0,0,0,0,0,0,0,0,26,27,18,23,0,0,80,6.2,,graham-nicholson-1
93,Ben VonGunten,Ball State,MAC,12,0,0,0,0,0,0,0,0,28,29,17,21,0,0,79,6.6,,ben-vongunten-1
94,Casey Legg,West Virginia,Big 12,12,0,0,0,0,0,0,0,0,37,39,14,15,0,0,79,6.6,,casey-legg-1
95,Cameron Davis*,Washington,Pac-12,11,13,0,0,0,0,0,0,13,0,0,0,0,0,0,78,7.1,,cameron-davis-3
96,Chase Brown*,Illinois,Big Ten,12,10,3,0,0,0,0,0,13,0,0,0,0,0,0,78,6.5,,chase-brown-3
97,George Holani*,Boise State,MWC,13,10,3,0,0,0,0,0,13,0,0,0,0,0,0,78,6.0,,george-holani-1
98,Joshua Karty,Stanford,Pac-12,12,0,0,0,0,0,0,0,0,24,25,18,18,0,0,78,6.5,,joshua-karty-1
99,Marquez Cooper,Kent State,MAC,12,13,0,0,0,0,0,0,13,0,0,0,0,0,0,78,6.5,,marquez-cooper-1
100,Nakia Watson*,Washington State,Pac-12,11,9,4,0,0,0,0,0,13,0,0,0,0,0,0,78,7.1,,nakia-watson-1
101,Riley Leonard*,Duke,ACC,13,13,0,0,0,0,0,0,13,0,0,0,0,0,0,78,6.0,,riley-leonard-1
102,Sean Tucker*,Syracuse,ACC,12,11,2,0,0,0,0,0,13,0,0,0,0,0,0,78,6.5,,sean-tucker-2
103,Jacob Barnes,Louisiana Tech,CUSA,12,0,0,0,0,0,0,0,0,38,39,13,18,0,0,77,6.4,,jacob-barnes-1
104,Kenneth Almendares*,Louisiana,Sun Belt,9,0,0,0,0,0,0,0,0,23,24,18,23,0,0,77,8.6,,kenneth-almendares-1
105,Michael Hughes,Appalachian State,Sun Belt,12,0,0,0,0,0,0,0,0,50,50,9,12,0,0,77,6.4,,michael-hughes-3
106,Valentino Ambrosio*,Tulane,American,9,0,0,0,0,0,0,0,0,43,43,11,12,0,0,76,8.4,,valentino-ambrosio-2
107,Connor Coles*,Utah State,MWC,12,1,0,0,0,0,0,0,1,33,33,12,17,0,0,75,6.3,,connor-coles-1
108,Matthew Shipley,Hawaii,MWC,13,0,0,0,0,0,0,0,0,27,28,16,20,0,0,75,5.8,,matthew-shipley-1
109,Mitch Jeter*,South Carolina,SEC,13,0,0,0,0,0,0,0,0,42,44,11,11,0,0,75,5.8,,mitch-jeter-1
110,Caleb Griffin*,Illinois,Big Ten,11,0,0,0,0,0,0,0,0,32,32,14,19,0,0,74,6.7,,caleb-griffin-1
111,Christian VanSickle*,Rice,CUSA,13,0,0,0,0,0,0,0,0,38,38,12,16,0,0,74,5.7,,christian-vansickle-1
112,Michael Hayes,Georgia State,Sun Belt,12,0,0,0,0,0,0,0,0,41,42,11,14,0,0,74,6.2,,michael-hayes-4
113,Raheim Sanders*,Arkansas,SEC,13,10,2,0,0,0,0,0,12,0,0,0,0,1,0,74,5.7,,raheim-sanders-1
114,Dean Janikowski*,Washington State,Pac-12,12,0,0,0,0,0,0,0,0,40,41,11,14,0,0,73,6.1,,dean-janikowski-1
115,Matt Ruffolo*,Kentucky,SEC,12,0,0,0,0,0,0,0,0,25,27,16,24,0,0,73,6.1,,matt-ruffolo-1
116,Nick Brown*,Liberty,Ind,13,0,0,0,0,0,0,0,0,40,41,11,19,0,0,73,5.6,,nick-brown-3
117,Taren Schive*,San Jose State,MWC,12,0,0,0,0,0,0,0,0,37,40,12,18,0,0,73,6.1,,taren-schive-1
118,Audric Estime*,Notre Dame,Ind,13,11,1,0,0,0,0,0,12,0,0,0,0,0,0,72,5.5,,audric-estime-1
119,Charlie Jones*,Purdue,Big Ten,13,0,12,0,0,0,0,0,12,0,0,0,0,0,0,72,5.5,,charlie-jones-7
120,Dedrick Parson,Hawaii,MWC,13,11,1,0,0,0,0,0,12,0,0,0,0,0,0,72,5.5,,dedrick-parson-1
121,Deuce Vaughn*,Kansas State,Big 12,14,9,3,0,0,0,0,0,12,0,0,0,0,0,0,72,5.1,AA,deuce-vaughn-1
122,Devon Achane,Texas A&M,SEC,10,8,3,0,1,0,0,0,12,0,0,0,0,0,0,72,7.2,,devon-achane-1
123,Devontez Walker,Kent State,MAC,12,1,11,0,0,0,0,0,12,0,0,0,0,0,0,72,6.0,,devontez-walker-1
124,Dorian Thompson-Robinson*,UCLA,Pac-12,13,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,5.5,,dorian-thompson-robinson-1
125,Drew Stevens*,Iowa,Big Ten,13,0,0,0,0,0,0,0,0,24,24,16,18,0,0,72,5.5,,drew-stevens-2
126,Emeka Egbuka*,Ohio State,Big Ten,13,2,10,0,0,0,0,0,12,0,0,0,0,0,0,72,5.5,,emeka-egbuka-1
127,Jake Oldroyd*,BYU,Ind,13,0,0,0,0,0,0,0,0,45,45,9,14,0,0,72,5.5,,jake-oldroyd-1
128,Jayden Daniels*,LSU,SEC,14,11,1,0,0,0,0,0,12,0,0,0,0,0,0,72,5.1,,jayden-daniels-1
129,Kenny McIntosh*,Georgia,SEC,15,10,2,0,0,0,0,0,12,0,0,0,0,0,0,72,4.8,,kenny-mcintosh-1
130,Malik Cunningham*,Louisville,ACC,10,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,7.2,,malik-cunningham-1
131,Rece Verhoff*,Marshall,Sun Belt,13,0,0,0,0,0,0,0,0,33,35,13,20,0,0,72,5.5,,rece-verhoff-1
132,Toa Taua,Nevada,MWC,12,11,1,0,0,0,0,0,12,0,0,0,0,0,0,72,6.0,,toa-taua-1
133,Tucker Gregg,Georgia State,Sun Belt,12,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,6.0,,tucker-gregg-1
134,Tyhier Tyler,Army,Ind,11,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,6.5,,tyhier-tyler-1
135,Wayne Taulapapa*,Washington,Pac-12,13,11,1,0,0,0,0,0,12,0,0,0,0,0,0,72,5.5,,wayne-taulapapa-1
136,Zay Flowers,Boston College,ACC,12,0,12,0,0,0,0,0,12,0,0,0,0,0,0,72,6.0,,zay-flowers-1
137,Abraham Montano*,Fresno State,MWC,12,0,0,0,0,0,0,0,0,34,35,12,19,0,0,70,5.8,,abraham-montano-1
138,Kade Hensley*,Coastal Carolina,Sun Belt,13,0,0,0,0,0,0,0,0,46,47,8,11,0,0,70,5.4,,kade-hensley-1
139,Seth Keller,Texas State,Sun Belt,12,0,0,0,0,0,0,0,0,28,28,14,16,0,0,70,5.8,,seth-keller-1
140,Charles Campbell,Indiana,Big Ten,12,0,0,0,0,0,0,0,0,27,27,14,20,0,0,69,5.8,,charles-campbell-3
141,Jacob Borcila*,Kansas,Big 12,11,0,0,0,0,0,0,0,0,48,48,7,13,0,0,69,6.3,,jacob-borcila-1
142,Jalen White*,Georgia Southern,Sun Belt,11,10,1,0,0,0,0,0,11,0,0,0,0,1,0,68,6.2,,jalen-white-1
143,Jaydn Ott,California,Pac-12,12,8,3,0,0,0,0,0,11,0,0,0,0,1,0,68,5.7,,jaydn-ott-1
144,Nate Van Zelst*,Wisconsin,Big Ten,11,0,0,0,0,0,0,0,0,35,35,11,14,0,0,68,6.2,,nate-van-zelst-1
145,Mason Lawler*,Bowling Green,MAC,13,0,0,0,0,0,0,0,0,34,34,11,16,0,0,67,5.2,,mason-lawler-1
146,A.T. Perry*,Wake Forest,ACC,13,0,11,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,at-perry-1
147,Braelon Allen*,Wisconsin,Big Ten,12,11,0,0,0,0,0,0,11,0,0,0,0,0,0,66,5.5,,braelon-allen-1
148,Carter Brown,Arizona State,Pac-12,12,0,0,0,0,0,0,0,0,33,33,11,14,0,0,66,5.5,,carter-brown-1
149,Eric Gray*,Oklahoma,Big 12,12,11,0,0,0,0,0,0,11,0,0,0,0,0,0,66,5.5,,eric-gray-2
150,Frank Peasant*,Middle Tennessee State,CUSA,13,9,2,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,frank-peasant-1
151,John Mayers*,Baylor,Big 12,12,0,0,0,0,0,0,0,0,42,44,8,11,0,0,66,5.5,,john-mayers-1
152,John Rhys Plumlee*,UCF,American,13,11,0,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,john-rhys-plumlee-1
153,Josh Downs*,North Carolina,ACC,11,0,11,0,0,0,0,0,11,0,0,0,0,0,0,66,6.0,,josh-downs-2
154,Jyaire Shorter*,North Texas,CUSA,13,0,11,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,jyaire-shorter-1
155,Kaytron Allen*,Penn State,Big Ten,13,10,1,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,kaytron-allen-1
156,Malachi Corley*,Western Kentucky,CUSA,14,0,11,0,0,0,0,0,11,0,0,0,0,0,0,66,4.7,,malachi-corley-1
157,Marshawn Lloyd*,South Carolina,SEC,9,9,2,0,0,0,0,0,11,0,0,0,0,0,0,66,7.3,,marshawn-lloyd-1
158,Michael Pratt*,Tulane,American,13,10,1,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,michael-pratt-1
159,Michael Wiley,Arizona,Pac-12,11,8,3,0,0,0,0,0,11,0,0,0,0,0,0,66,6.0,,michael-wiley-3
160,Montrell Johnson*,Florida,SEC,13,10,1,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,montrell-johnson-1
161,Roman Hemby*,Maryland,Big Ten,13,10,1,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,roman-hemby-1
162,Sam Wiglusz*,Ohio,MAC,14,0,11,0,0,0,0,0,11,0,0,0,0,0,0,66,4.7,,sam-wiglusz-1
163,Victor Rosa*,Connecticut,Ind,12,11,0,0,0,0,0,0,11,0,0,0,0,0,0,66,5.5,,victor-rosa-1
164,Morgan Suarez,Florida Atlantic,CUSA,10,0,0,0,0,0,0,0,0,38,38,9,13,0,0,65,6.5,,morgan-suarez-1
165,Quinn Maretzki,Army,Ind,12,0,0,0,0,0,0,0,0,41,44,8,10,0,0,65,5.4,,quinn-maretzki-1
166,Dario Longhetto,California,Pac-12,12,0,0,0,0,0,0,0,0,31,32,11,17,0,0,64,5.3,,dario-longhetto-1
167,Noe Ruelas*,Connecticut,Ind,13,0,0,0,0,0,0,0,0,28,28,12,16,0,0,64,4.9,,noe-ruelas-1
168,Randy Bond,Texas A&M,SEC,10,0,0,0,0,0,0,0,0,25,25,13,17,0,0,64,6.4,,randy-bond-1
169,Spencer Shrader,South Florida,American,12,0,0,0,0,0,0,0,0,37,37,9,13,0,0,64,5.3,,spencer-shrader-1
170,Tre Harris,Louisiana Tech,CUSA,12,0,10,0,0,0,0,0,10,0,0,0,0,2,0,64,5.3,,tre-harris-1
171,Ty Zentner*,Kansas State,Big 12,14,0,0,0,0,0,0,0,0,31,31,11,11,0,0,64,4.6,,ty-zentner-1
172,Brad Rozner*,Rice,CUSA,13,0,10,0,0,0,0,0,10,0,0,0,0,1,0,62,4.8,,brad-rozner-1
173,Calum Sutherland,Louisiana-Monroe,Sun Belt,12,0,0,0,0,0,0,0,0,32,32,10,11,0,0,62,5.2,,calum-sutherland-1
174,C.J. Johnson*,East Carolina,American,13,0,10,0,0,0,0,0,10,0,0,0,0,1,0,62,4.8,,cj-johnson-6
175,Elijah Cooks*,San Jose State,MWC,12,0,10,0,0,0,0,0,10,0,0,0,0,1,0,62,5.2,,elijah-cooks-1
176,Timmy Bleekrode,Nebraska,Big Ten,12,0,0,0,0,0,0,0,0,34,35,9,12,0,0,61,5.1,,timmy-bleekrode-1
177,Adrian Martinez*,Kansas State,Big 12,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,6.0,,adrian-martinez-2
178,Aidan Robbins,Nevada-Las Vegas,MWC,11,9,1,0,0,0,0,0,10,0,0,0,0,0,0,60,5.5,,aidan-robbins-1
179,Brock Bowers*,Georgia,SEC,15,3,7,0,0,0,0,0,10,0,0,0,0,0,0,60,4.0,,brock-bowers-1
180,Caleb Williams*,USC,Pac-12,14,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,4.3,H-1MaxwellAACamp,caleb-williams-3
181,Devin Neal*,Kansas,Big 12,13,9,1,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,devin-neal-3
182,Ikaika Ragsdale*,North Texas,CUSA,13,7,3,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,ikaika-ragsdale-1
183,Jahmyr Gibbs*,Alabama,SEC,12,7,3,0,0,0,0,0,10,0,0,0,0,0,0,60,5.0,,jahmyr-gibbs-1
184,Jase McClellan*,Alabama,SEC,13,7,3,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,jase-mcclellan-1
185,Jaylen Wright*,Tennessee,SEC,13,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,jaylen-wright-1
186,Kairee Robinson*,San Jose State,MWC,12,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,5.0,,kairee-robinson-1
187,Kimani Vidal*,Troy,Sun Belt,14,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,4.3,,kimani-vidal-1
188,Nikko Remigio*,Fresno State,MWC,14,2,6,2,0,0,0,0,10,0,0,0,0,0,0,60,4.3,,nikko-remigio-1
189,Noah Cain*,LSU,SEC,14,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,4.3,,noah-cain-1
190,Palmer Domschke,Western Michigan,MAC,12,0,0,0,0,0,0,0,0,21,22,13,19,0,0,60,5.0,,palmer-domschke-1
191,Puka Nacua*,BYU,Ind,9,5,5,0,0,0,0,0,10,0,0,0,0,0,0,60,6.7,,puka-nacua-1
192,Rashee Rice*,SMU,American,12,0,10,0,0,0,0,0,10,0,0,0,0,0,0,60,5.0,,rashee-rice-1
193,Stetson Bennett*,Georgia,SEC,15,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,4.0,H-4,stetson-bennett-1
194,Tank Bigsby,Auburn,SEC,12,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,5.0,,tank-bigsby-1
195,Taylen Green*,Boise State,MWC,13,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,taylen-green-1
196,Trey Benson*,Florida State,ACC,13,9,0,0,1,0,0,0,10,0,0,0,0,0,0,60,4.6,,trey-benson-2
197,Tyler Lavine*,SMU,American,13,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,tyler-lavine-1
198,Zach Evans*,Ole Miss,SEC,12,9,1,0,0,0,0,0,10,0,0,0,0,0,0,60,5.0,,zach-evans-1
199,Jude McAtamney,Rutgers,Big Ten,12,0,0,0,0,0,0,0,0,23,24,12,18,0,0,59,4.9,,jude-mcatamney-1
200,Anders Carlson,Auburn,SEC,9,0,0,0,0,0,0,0,0,22,22,12,17,0,0,58,6.4,,anders-carlson-1
201,Ethan Sanchez,Old Dominion,Sun Belt,11,0,0,0,0,0,0,0,0,28,28,10,13,0,0,58,5.3,,ethan-sanchez-1
