Rk,Player,Team,Conf,G,XPM,XPA,XP%,FGM,FGA,FG%,Pts,Awards,Player-additional
37,Ben Sauls*,Pitt,ACC,13,44,44,100.0,21,24,87.5,107,,ben-sauls-1
38,Jonah Delange,UAB,American,12,31,31,100.0,21,24,87.5,94,,jonah-delange-1
39,Michael Hughes,Appalachian State,Sun Belt,6,16,16,100.0,7,8,87.5,37,,michael-hughes-3
40,Drew Stevens*,Iowa,Big Ten,13,40,40,100.0,20,23,87.0,100,,drew-stevens-2
41,Dom Dzioban*,Miami (OH),MAC,14,33,34,97.1,26,30,86.7,111,,dom-dzioban-1
42,Luka Zurak*,Western Michigan,MAC,12,45,45,100.0,13,15,86.7,84,,luka-zurak-1
43,Brock Taylor*,Vanderbilt,SEC,13,39,40,97.5,18,21,85.7,93,,brock-taylor-1
44,Noah Perez*,East Carolina,American,5,11,12,91.7,6,7,85.7,29,,noah-perez-1
45,Trey Smack*,Florida,SEC,13,44,44,100.0,18,21,85.7,98,,trey-smack-1
46,Upton Bellenfant*,Buffalo,MAC,13,31,31,100.0,18,21,85.7,85,,upton-bellenfant-1
47,Will Bettridge,Virginia,ACC,12,24,24,100.0,18,21,85.7,78,,will-bettridge-1
48,David Olano*,Illinois,Big Ten,13,38,39,97.4,17,20,85.0,89,,david-olano-1
49,Jackson Courville,Ball State,MAC,9,30,31,96.8,11,13,84.6,63,,jackson-courville-1
50,Scott Taylor Renfroe,Troy,Sun Belt,12,34,36,94.4,11,13,84.6,67,,scott-taylor-renfroe-1
51,Kade Hensley*,Coastal Carolina,Sun Belt,13,45,45,100.0,16,19,84.2,93,,kade-hensley-1
52,Clune Van Andel*,Arkansas State,Sun Belt,13,33,33,100.0,21,25,84.0,96,,clune-van-andel-1
53,Gavin Stewart*,Georgia Southern,Sun Belt,13,37,39,94.9,15,18,83.3,82,,gavin-stewart-1
54,Kyle Ferrie,Mississippi State,SEC,12,38,39,97.4,10,12,83.3,68,,kyle-ferrie-1
55,Mateen Bhaghani,UCLA,Big Ten,12,20,20,100.0,20,24,83.3,80,,mateen-bhaghani-1
56,Matthew Shipley*,Arkansas,SEC,8,26,26,100.0,10,12,83.3,56,,matthew-shipley-1
57,Randy Bond*,Texas A&M,SEC,13,46,46,100.0,20,24,83.3,106,,randy-bond-1
58,Ryan Barker*,Penn State,Big Ten,14,48,49,98.0,15,18,83.3,93,,ryan-barker-1
59,Trey Gronotte*,Army,American,14,54,54,100.0,10,12,83.3,84,,trey-gronotte-1
60,Caden Davis*,Ole Miss,SEC,13,57,59,96.6,24,29,82.8,129,,caden-davis-1
61,Tate Sandell*,UTSA,American,13,35,36,97.2,19,23,82.6,92,,tate-sandell-1
62,Emmet Kenney,Stanford,ACC,12,32,32,100.0,14,17,82.4,74,,emmet-kenney-1
63,Max Larson,Louisiana-Monroe,Sun Belt,12,27,28,96.4,14,17,82.4,69,,max-larson-1
64,Zach Schmit*,Oklahoma,SEC,13,19,19,100.0,9,11,81.8,46,,zach-schmit-1
65,Garrison Smith,Akron,MAC,12,24,24,100.0,13,16,81.3,63,,garrison-smith-2
66,Gianni Spetic*,Ohio,MAC,14,47,48,97.9,13,16,81.3,86,,gianni-spetic-1
67,Chris Tennant*,Kansas State,Big 12,13,44,45,97.8,17,21,81.0,95,,chris-tennant-1
68,Alejandro Mata*,Colorado,Big 12,13,55,55,100.0,12,15,80.0,91,,alejandro-mata-1
69,Ethan Head*,Tulane,American,14,18,21,85.7,4,5,80.0,30,,ethan-head-1
70,Graham Nicholson*,Alabama,SEC,13,53,53,100.0,8,10,80.0,77,,graham-nicholson-1
71,Jack Martin,Houston,Big 12,12,12,12,100.0,8,10,80.0,36,,jack-martin-3
72,Jesus Gomez,Eastern Michigan,MAC,12,27,29,93.1,20,25,80.0,87,,jesus-gomez-1
73,Matthew Dennis,Wake Forest,ACC,12,36,36,100.0,16,20,80.0,84,,matthew-dennis-1
74,Noe Ruelas*,James Madison,Sun Belt,10,35,37,94.6,16,20,80.0,83,,noe-ruelas-1
75,Tabor Allen,Kansas,Big 12,12,40,42,95.2,12,15,80.0,76,,tabor-allen-1
76,Damian Ramos*,LSU,SEC,13,41,42,97.6,23,29,79.3,110,,damian-ramos-1
77,Jai Patel*,Rutgers,Big Ten,13,41,42,97.6,15,19,78.9,86,,jai-patel-1
78,John Hoyland,Wyoming,MWC,12,25,25,100.0,15,19,78.9,70,,john-hoyland-1
79,Mason Shipley*,Texas State,Sun Belt,13,53,55,96.4,15,19,78.9,98,,mason-shipley-1
80,Caden Chittenden*,Nevada-Las Vegas,MWC,14,55,56,98.2,26,33,78.8,133,,caden-chittenden-1
81,Abraham Montano,New Mexico State,CUSA,12,22,22,100.0,18,23,78.3,76,,abraham-montano-1
82,Tyler Loop,Arizona,Big 12,12,23,25,92.0,18,23,78.3,77,,tyler-loop-1
83,Austin Welch,Kennesaw State,CUSA,12,20,21,95.2,14,18,77.8,62,,austin-welch-2
84,Jacob Barnes*,Tulane,American,8,24,25,96.0,7,9,77.8,45,,jacob-barnes-1
85,Tanner Cragun,Utah State,MWC,8,36,37,97.3,7,9,77.8,57,,tanner-cragun-2
86,Tyler Keltner*,Oklahoma,SEC,5,12,13,92.3,7,9,77.8,33,,tyler-keltner-1
87,Chris Freeman*,Connecticut,Ind,13,49,49,100.0,20,26,76.9,109,,chris-freeman-2
88,Connor Gibbs,Southern Mississippi,Sun Belt,10,7,10,70.0,10,13,76.9,37,,connor-gibbs-1
89,Max Gilbert,Tennessee,SEC,13,54,54,100.0,20,26,76.9,114,,max-gilbert-1
90,Jayden Fielding*,Ohio State,Big Ten,16,73,73,100.0,13,17,76.5,112,,jayden-fielding-1
91,Nathan Hawks,Cincinnati,Big 12,12,24,26,92.3,13,17,76.5,63,,nathan-hawks-1
92,Cole Becker,Utah,Big 12,12,23,23,100.0,18,24,75.0,77,,cole-becker-2
93,Ian Vachon,Auburn,SEC,4,11,11,100.0,6,8,75.0,29,,ian-vachon-1
94,John Cannon*,South Florida,American,12,47,48,97.9,12,16,75.0,83,,john-cannon-2
95,Kanoah Vinesett*,North Carolina State,ACC,12,34,34,100.0,18,24,75.0,88,,kanoah-vinesett-1
96,Kansei Matsuzawa,Hawaii,MWC,12,32,32,100.0,12,16,75.0,68,,kansei-matsuzawa-1
97,Kyle Konrardy*,Iowa State,Big 12,14,46,48,95.8,21,28,75.0,109,,kyle-konrardy-1
98,Nolan Hauser,Clemson,ACC,14,59,60,98.3,18,24,75.0,113,,nolan-hauser-1
99,Reese Burkhardt*,Texas Tech,Big 12,12,12,12,100.0,3,4,75.0,21,,reese-burkhardt-1
100,Todd Pelino*,Duke,ACC,13,35,37,94.6,15,20,75.0,80,,todd-pelino-1
101,Tristan Alvano*,Nebraska,Big Ten,3,12,12,100.0,3,4,75.0,21,,tristan-alvano-1
102,Zeke Rankin,Middle Tennessee State,CUSA,12,26,26,100.0,9,12,75.0,53,,zeke-rankin-1
103,Garrison Rippa*,Jacksonville State,CUSA,14,61,63,96.8,14,19,73.7,103,,garrison-rippa-1
104,Isaiah Hankins*,Baylor,Big 12,12,50,51,98.0,14,19,73.7,92,,isaiah-hankins-1
105,Liam Rickman,Georgia State,Sun Belt,12,30,30,100.0,14,19,73.7,72,,liam-rickman-1
106,Rece Verhoff,Marshall,Sun Belt,11,40,40,100.0,14,19,73.7,82,,rece-verhoff-1
107,Derek Morris*,California,ACC,7,13,13,100.0,11,15,73.3,46,,derek-morris-1
108,Collin Rogers,SMU,ACC,14,52,52,100.0,24,33,72.7,124,,collin-rogers-1
109,Jackson Kennedy*,Syracuse,ACC,6,25,26,96.2,8,11,72.7,49,,jackson-kennedy-1
110,Maddux Trujillo,Temple,American,12,21,21,100.0,16,22,72.7,69,,maddux-trujillo-1
111,Morgan Suarez,Florida Atlantic,American,12,39,39,100.0,8,11,72.7,63,,morgan-suarez-1
112,Jonah Dalmas,Boise State,MWC,14,65,65,100.0,13,18,72.2,104,,jonah-dalmas-1
113,Luke Drzewiecki,New Mexico,MWC,12,41,42,97.6,13,18,72.2,80,,luke-drzewiecki-1
114,Brock Travelstead*,Louisville,ACC,13,58,58,100.0,18,25,72.0,112,,brock-travelstead-1
115,Alejandro Prado,Florida International,CUSA,11,25,26,96.2,5,7,71.4,40,,alejandro-prado-1
116,Alex Herrera*,South Carolina,SEC,13,45,45,100.0,15,21,71.4,90,,alex-herrera-1
117,Andrew Conrad*,East Carolina,American,9,31,34,91.2,10,14,71.4,61,,andrew-conrad-1
118,Colin Karhu*,Liberty,CUSA,12,41,41,100.0,10,14,71.4,71,,colin-karhu-1
119,Dragan Kesich*,Minnesota,Big Ten,13,38,39,97.4,20,28,71.4,98,,dragan-kesich-1
120,Dylan Cunanan*,Toledo,MAC,13,40,41,97.6,15,21,71.4,85,,dylan-cunanan-1
121,Luke Akers,Northwestern,Big Ten,12,11,11,100.0,10,14,71.4,41,,luke-akers-1
122,Noah Burnette*,North Carolina,ACC,12,38,39,97.4,15,21,71.4,83,,noah-burnette-1
123,Blake Craig*,Missouri,SEC,13,36,37,97.3,24,34,70.6,108,,blake-craig-1
124,Kyler Halvorsen*,San Jose State,MWC,13,45,45,100.0,12,17,70.6,81,,kyler-halvorsen-1
125,Logan Ward,Oklahoma State,Big 12,12,34,35,97.1,12,17,70.6,70,,logan-ward-1
126,Jack Olsen,Northwestern,Big Ten,5,10,10,100.0,7,10,70.0,31,,jack-olsen-1
127,Jordan Noyes*,Colorado State,MWC,12,33,33,100.0,14,20,70.0,75,,jordan-noyes-1
128,Grady Gross*,Washington,Big Ten,13,30,30,100.0,18,26,69.2,84,,grady-gross-1
129,Tristian Vandenberg*,Memphis,American,13,25,25,100.0,9,13,69.2,52,,tristian-vandenberg-1
130,Jack Howes,Maryland,Big Ten,12,30,31,96.8,11,16,68.8,63,,jack-howes-1
131,Kali Nguma*,North Texas,American,13,55,55,100.0,11,16,68.8,88,,kali-nguma-1
132,Zach Long*,Bowling Green,MAC,13,22,22,100.0,13,19,68.4,61,,zach-long-2
133,Aidan Birr*,Georgia Tech,ACC,13,45,45,100.0,15,22,68.2,90,,aidan-birr-1
134,Kyle Lemmermann*,Texas Christian,Big 12,13,54,55,98.2,15,22,68.2,99,,kyle-lemmermann-1
135,Everett Hayes,Oregon State,Ind,12,33,33,100.0,10,15,66.7,63,,everett-hayes-1
136,Grant Reddick,UCF,Big 12,9,25,25,100.0,6,9,66.7,43,,grant-reddick-1
137,Jackson Kleather*,Bowling Green,MAC,6,17,18,94.4,6,9,66.7,35,,jackson-kleather-1
138,Jackson Moore,Appalachian State,Sun Belt,6,16,16,100.0,4,6,66.7,28,,jackson-moore-1
139,John Hohl*,Nebraska,Big Ten,13,23,25,92.0,10,15,66.7,53,,john-hohl-1
140,Michael Lantz*,USC,Big Ten,13,50,50,100.0,14,21,66.7,92,,michael-lantz-1
141,Nathan Totten,Marshall,Sun Belt,9,8,8,100.0,4,6,66.7,20,,nathan-totten-1
142,Seth Morgan,Tulsa,American,12,33,34,97.1,10,15,66.7,63,,seth-morgan-1
143,Kanon Woodill*,Northern Illinois,MAC,13,28,32,87.5,17,26,65.4,79,,kanon-woodill-1
144,Buck Buchanan*,Louisiana Tech,CUSA,12,29,31,93.5,13,20,65.0,68,,buck-buchanan-1
145,Dylan Lynch*,Fresno State,MWC,13,38,39,97.4,13,20,65.0,77,,dylan-lynch-1
146,Bert Auburn*,Texas,SEC,15,64,64,100.0,16,25,64.0,112,,bert-auburn-1
147,Ryan Coe*,California,ACC,13,16,16,100.0,14,22,63.6,58,,ryan-coe-1
148,Spencer Porath,Purdue,Big Ten,9,17,17,100.0,7,11,63.6,38,,spencer-porath-1
149,Tim Horn,Rice,American,10,15,15,100.0,7,11,63.6,36,,tim-horn-3
150,Nathanial Vakos,Wisconsin,Big Ten,12,31,31,100.0,12,19,63.2,67,,nathanial-vakos-1
151,Enock Gota,Rice,American,12,13,14,92.9,5,8,62.5,28,,enock-gota-1
152,Jacob Lurie,Massachusetts,Ind,12,29,30,96.7,13,21,61.9,68,,jacob-lurie-1
153,Mitch Jeter*,Notre Dame,Ind,14,54,54,100.0,13,21,61.9,93,,mitch-jeter-1
154,Caden Costa*,Memphis,American,9,26,28,92.9,8,13,61.5,50,,caden-costa-1
155,Dean Janikowski*,Washington State,Ind,13,56,58,96.6,8,13,61.5,80,,dean-janikowski-1
156,Carston Kieffer,Arizona State,Big 12,7,12,13,92.3,3,5,60.0,21,,carston-kieffer-1
157,Carter Brown,Cincinnati,Big 12,2,8,8,100.0,3,5,60.0,17,,carter-brown-1
158,Matthew Dapore,Air Force,MWC,12,24,24,100.0,9,15,60.0,51,,matthew-dapore-1
159,Nico Gramatica*,South Florida,American,13,1,1,100.0,3,5,60.0,10,,nico-gramatica-1
160,Will Hryszko,Kent State,MAC,8,15,15,100.0,3,5,60.0,24,,will-hryszko-1
161,Buzz Flabiano,UTEP,CUSA,12,28,28,100.0,10,17,58.8,58,,buzz-flabiano-1
162,Christian Pavon*,Sam Houston,CUSA,13,35,35,100.0,14,24,58.3,77,,christian-pavon-1
163,Ian Hershey,Arizona State,Big 12,9,20,21,95.2,7,12,58.3,41,,ian-hershey-1
164,Kyle Ramsey*,Arkansas,SEC,6,23,23,100.0,7,12,58.3,44,,kyle-ramsey-2
165,Chase Allen*,UTSA,American,7,11,11,100.0,5,9,55.6,26,,chase-allen-2
166,Nathan Kirkwood*,Navy,American,12,50,54,92.6,5,9,55.6,65,,nathan-kirkwood-1
167,Alex McPherson,Auburn,SEC,1,3,3,100.0,1,2,50.0,6,,alex-mcpherson-1
168,Andrew Boyle,Oregon,Big Ten,9,12,12,100.0,2,4,50.0,18,,andrew-boyle-1
169,Andrew Glass,Kent State,MAC,4,5,5,100.0,2,4,50.0,11,,andrew-glass-1
170,Ben Freehill,Purdue,Big Ten,12,3,3,100.0,2,4,50.0,9,,ben-freehill-1
171,Brady Denaburg*,Syracuse,ACC,12,16,16,100.0,3,6,50.0,25,,brady-denaburg-1
172,Collin Smith*,North Carolina State,ACC,13,8,8,100.0,1,2,50.0,11,,collin-smith-2
173,Colton Boomer,UCF,Big 12,4,19,20,95.0,3,6,50.0,28,,colton-boomer-1
174,Ethan Moczulski*,Illinois,Big Ten,13,0,0,,1,2,50.0,3,,ethan-moczulski-1
175,Joseph Kim,Houston,Big 12,4,4,5,80.0,2,4,50.0,10,,joseph-kim-1
176,Liam Connor*,Boston College,ACC,12,32,33,97.0,2,4,50.0,38,,liam-connor-1
177,Matthew Killam,Nevada,MWC,10,28,29,96.6,3,6,50.0,37,,matthew-killam-1
178,Max Lipinski*,James Madison,Sun Belt,3,7,7,100.0,1,2,50.0,10,,max-lipinski-1
179,Patrick Durkin*,Tulane,American,5,16,16,100.0,2,4,50.0,22,,patrick-durkin-1
180,Elliott Nimrod,Utah State,MWC,12,9,10,90.0,3,7,42.9,18,,elliott-nimrod-1
181,Towns McGough,Auburn,SEC,12,27,27,100.0,5,12,41.7,42,,towns-mcgough-1
182,Jayden Oh*,Syracuse,ACC,5,11,11,100.0,2,5,40.0,17,,jayden-oh-1
183,Sander Sahaydak*,Penn State,Big Ten,4,17,17,100.0,2,5,40.0,23,,sander-sahaydak-1
184,Zac Yoakam*,Notre Dame,Ind,5,18,18,100.0,2,5,40.0,24,,zac-yoakam-1
185,Nick Lopez,San Diego State,MWC,3,8,8,100.0,1,3,33.3,11,,nick-lopez-2
186,Nick Reed*,Buffalo,MAC,2,3,3,100.0,1,3,33.3,6,,nick-reed-3
187,Parker Lewis,Arizona State,Big 12,12,24,24,100.0,1,3,33.3,27,,parker-lewis-1
188,Carter Davis,Florida Atlantic,American,12,0,0,,2,7,28.6,6,,carter-davis-1
189,Andrew Stein,Southern Mississippi,Sun Belt,6,8,8,100.0,0,3,0.0,8,,andrew-stein-1
190,Blake Glessner,UCLA,Big Ten,2,1,1,100.0,0,1,0.0,1,,blake-glessner-1
191,Carson Zilmer,New Mexico State,CUSA,2,1,1,100.0,0,1,0.0,1,,carson-zilmer-1
192,Connor Hawkins*,Baylor,Big 12,2,5,5,100.0,0,1,0.0,5,,connor-hawkins-1
193,Davis Little*,South Alabama,Sun Belt,5,4,4,100.0,0,1,0.0,4,,davis-little-1
194,Jace Feely*,Colorado,Big 12,4,0,0,,0,1,0.0,0,,jace-feely-1
195,Jack Dawson*,Jacksonville State,CUSA,14,1,1,100.0,0,1,0.0,1,,jack-dawson-2
196,Joe Bowman,UTEP,CUSA,6,0,0,,0,1,0.0,0,,joe-bowman-2
197,Marcello Diomede*,Notre Dame,Ind,3,1,1,100.0,0,1,0.0,1,,marcello-diomede-1
198,Palmer Domschke*,Western Michigan,MAC,3,2,2,100.0,0,1,0.0,2,,palmer-domschke-1
199,Robert Gunn III,Clemson,ACC,14,0,0,,0,1,0.0,0,,robert-gunn-iii-1
200,Austin Snyder*,Ohio State,Big Ten,2,3,3,100.0,0,0,,3,,austin-snyder-1
201,Beckham Sunderland*,Texas State,Sun Belt,2,1,1,100.0,0,0,,1,,beckham-sunderland-1
202,Brayden Beck*,Liberty,CUSA,3,0,1,0.0,0,0,,0,,brayden-beck-1
203,Cade Graham,Central Michigan,MAC,4,1,1,100.0,0,0,,1,,cade-graham-1
204,Charlie Mentzer*,Michigan,Big Ten,1,1,1,100.0,0,0,,1,,charlie-mentzer-1
205,Conor Talty*,Alabama,SEC,12,3,3,100.0,0,0,,3,,conor-talty-1
206,Cooper Ranvier*,Louisville,ACC,1,1,1,100.0,0,0,,1,,cooper-ranvier-1
207,Cristiano Palazzo*,Colorado,Big 12,3,1,1,100.0,0,0,,1,,cristiano-palazzo-2
208,Dawson Jones*,Army,American,3,1,1,100.0,0,0,,1,,dawson-jones-1
209,Drake Bhatia*,Texas A&M,SEC,1,1,1,100.0,0,0,,1,,drake-bhatia-1
210,Eric Goins*,Notre Dame,Ind,9,0,1,0.0,0,0,,0,,eric-goins-1
211,Gabriel Lozano,SMU,ACC,6,3,3,100.0,0,0,,3,,gabriel-lozano-1
212,Gage Hurych,Oregon,Big Ten,1,1,1,100.0,0,0,,1,,gage-hurych-1
213,Gavin Marshall,Maryland,Big Ten,2,1,1,100.0,0,0,,1,,gavin-marshall-1
214,Hogan Morton,Clemson,ACC,1,1,2,50.0,0,0,,1,,hogan-morton-1
215,Josh Turbyville,Tennessee,SEC,13,2,2,100.0,0,0,,2,,josh-turbyville-1
216,Liam Evans*,Oklahoma,SEC,1,1,1,100.0,0,0,,1,,liam-evans-1
217,Lucas Osada*,North Carolina,ACC,11,1,1,100.0,0,0,,1,,lucas-osada-1
218,Luke Hosford,Kansas,Big 12,12,4,4,100.0,0,0,,4,,luke-hosford-1
219,Luke Stagg,Louisiana-Monroe,Sun Belt,1,1,1,100.0,0,0,,1,,luke-stagg-2
220,Michael Petro*,UTSA,American,1,1,1,100.0,0,0,,1,,michael-petro-1
221,Mike Baker*,Ole Miss,SEC,3,1,1,100.0,0,0,,1,,mike-baker-2
222,Nick Keller*,Louisville,ACC,10,1,1,100.0,0,0,,1,,nick-keller-1
223,Nick Troemel,Troy,Sun Belt,2,1,1,100.0,0,0,,1,,nick-troemel-1
224,Reid Schuback*,Alabama,SEC,1,1,1,100.0,0,0,,1,,reid-schuback-1
225,Riley Moore,Massachusetts,Ind,1,2,2,100.0,0,0,,2,,riley-moore-2
226,RJ Kocan*,West Virginia,Big 12,3,1,1,100.0,0,0,,1,,rj-kocan-1
227,Samuel Carpenter*,Pitt,ACC,1,1,1,100.0,0,0,,1,,samuel-carpenter-1
228,Spencer Conrad*,Toledo,MAC,1,1,1,100.0,0,0,,1,,spencer-conrad-1
229,Stone Harrington*,Texas Tech,Big 12,6,1,1,100.0,0,0,,1,,stone-harrington-1
230,Tarik Ahmetbasic,Michigan State,Big Ten,1,1,1,100.0,0,0,,1,,tarik-ahmetbasic-1
231,Troop O'Neal,Tulsa,American,1,1,1,100.0,0,0,,1,,troop-oneal-1
232,Ty Ippolito*,South Florida,American,4,1,1,100.0,0,0,,1,,ty-ippolito-1
233,Will Stone*,Texas,SEC,16,2,2,100.0,0,0,,2,,will-stone-1
