Rk,Player,Team,Conf,G,Rush,Rec,PRTD,KRTD,FRTD,IntTD,OthTD,TD,XPM,XPA,FGM,FGA,2PM,Sfty,Pts,Pts/G,Awards,-9999
48,Michael Hayes*,West Virginia,Big 12,13,0,0,0,0,0,0,0,0,46,46,17,21,0,0,97,7.5,,michael-hayes-5
49,Dillon Johnson*,Washington,Pac-12,14,16,0,0,0,0,0,0,16,0,0,0,0,0,0,96,6.9,,dillon-johnson-1
50,Dragan Kesich*,Minnesota,Big Ten,13,0,0,0,0,0,0,0,0,27,27,23,27,0,0,96,7.4,,dragan-kesich-1
51,Omarion Hampton*,North Carolina,ACC,13,15,1,0,0,0,0,0,16,0,0,0,0,0,0,96,7.4,,omarion-hampton-1
52,Peny Boone*,Toledo,MAC,13,15,1,0,0,0,0,0,16,0,0,0,0,0,0,96,7.4,,peny-boone-1
53,Quinton Cooley*,Liberty,CUSA,14,16,0,0,0,0,0,0,16,0,0,0,0,0,0,96,6.9,,quinton-cooley-1
54,Rasheen Ali*,Marshall,Sun Belt,12,15,1,0,0,0,0,0,16,0,0,0,0,0,0,96,8.0,,rasheen-ali-1
55,Denis Lynch*,USC,Pac-12,13,0,0,0,0,0,0,0,0,65,66,10,14,0,0,95,7.3,,denis-lynch-1
56,Jalen Royals*,Utah State,MWC,13,0,15,0,0,0,0,0,15,0,0,0,0,2,0,94,7.2,,jalen-royals-1
57,Noah Rauschenberg,North Texas,American,12,0,0,0,0,0,0,0,0,46,46,16,19,0,0,94,7.8,,noah-rauschenberg-1
58,Cam Little,Arkansas,SEC,12,0,0,0,0,0,0,0,0,33,33,20,24,0,0,93,7.8,,cam-little-1
59,Brayden Narveson*,North Carolina State,ACC,13,0,0,0,0,0,0,0,0,38,38,18,23,0,0,92,7.1,,brayden-narveson-1
60,Dominic Zvada*,Arkansas State,Sun Belt,13,0,0,0,0,0,0,0,0,41,41,17,22,0,0,92,7.1,,dominic-zvada-1
61,Kenneth Almendares*,Louisiana,Sun Belt,13,0,0,0,0,0,0,0,0,50,51,14,16,0,0,92,7.1,,kenneth-almendares-1
62,Todd Pelino*,Duke,ACC,12,0,0,0,0,0,0,0,0,38,38,18,23,0,0,92,7.7,,todd-pelino-1
63,Brock Travelstead*,Louisville,ACC,14,0,0,0,0,0,0,0,0,39,41,17,24,0,0,90,6.4,,brock-travelstead-1
64,Jaydn Ott*,California,Pac-12,12,12,2,0,1,0,0,0,15,0,0,0,0,0,0,90,7.5,,jaydn-ott-1
65,Joshua Karty,Stanford,Pac-12,12,0,0,0,0,0,0,0,0,21,21,23,27,0,0,90,7.5,,joshua-karty-1
66,Kimani Vidal*,Troy,Sun Belt,14,14,1,0,0,0,0,0,15,0,0,0,0,0,0,90,6.4,,kimani-vidal-1
67,Marvin Harrison Jr.*,Ohio State,Big Ten,12,1,14,0,0,0,0,0,15,0,0,0,0,0,0,90,7.5,H-4AA,marvin-harrison-jr-1
68,Rome Odunze*,Washington,Pac-12,15,1,13,1,0,0,0,0,15,0,0,0,0,0,0,90,6.0,AA,rome-odunze-1
69,Trey Benson*,Florida State,ACC,13,14,1,0,0,0,0,0,15,0,0,0,0,0,0,90,6.9,,trey-benson-2
70,Chris Tennant*,Kansas State,Big 12,13,0,0,0,0,0,0,0,0,56,57,11,14,0,0,89,6.8,,chris-tennant-1
71,Aidan Birr*,Georgia Tech,ACC,12,0,0,0,0,0,0,0,0,37,38,17,19,0,0,88,7.3,,aidan-birr-1
72,Atticus Sappington*,Oregon State,Pac-12,12,0,0,0,0,0,0,0,0,49,50,13,14,0,0,88,7.3,,atticus-sappington-1
73,Chase Allen*,UTSA,American,12,0,0,0,0,0,0,0,0,49,49,13,15,0,0,88,7.3,,chase-allen-2
74,Gino Garcia*,Texas Tech,Big 12,13,0,0,0,0,0,0,0,0,40,40,16,22,0,0,88,6.8,,gino-garcia-1
75,Colton Boomer*,UCF,Big 12,13,0,0,0,0,0,0,0,0,48,50,13,21,0,0,87,6.7,,colton-boomer-1
76,Diego Guajardo*,South Alabama,Sun Belt,13,0,0,0,0,0,0,0,0,45,47,14,21,0,0,87,6.7,,diego-guajardo-1
77,Gianni Spetic*,Ohio,MAC,12,0,0,0,0,0,0,0,0,33,34,18,26,0,0,87,7.3,,gianni-spetic-1
78,Cody Schrader*,Missouri,SEC,13,14,0,0,0,0,0,0,14,0,0,0,0,1,0,86,6.6,H-8AA,cody-schrader-1
79,Griffin Kell,Texas Christian,Big 12,12,0,0,0,0,0,0,0,0,44,46,14,21,0,0,86,7.2,,griffin-kell-1
80,Malik Nabers*,LSU,SEC,13,0,14,0,0,0,0,0,14,0,0,0,0,1,0,86,6.6,AA,malik-nabers-1
81,Nick Pawlak*,Toledo,MAC,14,0,0,0,0,0,0,0,0,50,51,12,15,0,0,86,6.1,,nick-pawlak-1
82,Troy Franklin*,Oregon,Pac-12,13,0,14,0,0,0,0,0,14,0,0,0,0,1,0,86,6.6,,troy-franklin-2
83,Jack Howes*,Maryland,Big Ten,13,0,0,0,0,0,0,0,0,46,47,13,19,0,0,85,6.5,,jack-howes-1
84,John Cannon*,South Florida,American,13,0,0,0,0,0,0,0,0,52,52,11,16,0,0,85,6.5,,john-cannon-2
85,Will Bettridge,Virginia,ACC,12,0,0,0,0,0,0,0,0,31,31,18,21,0,0,85,7.1,,will-bettridge-1
86,Alen Karajic*,Jacksonville State,CUSA,12,0,0,0,0,0,0,0,0,42,43,14,20,0,0,84,7.0,,alen-karajic-1
87,Bhayshul Tuten*,Virginia Tech,ACC,13,10,2,0,2,0,0,0,14,0,0,0,0,0,0,84,6.5,,bhayshul-tuten-1
88,Jawhar Jordan*,Louisville,ACC,13,13,1,0,0,0,0,0,14,0,0,0,0,0,0,84,6.5,,jawhar-jordan-1
89,Kendall Milton*,Georgia,SEC,13,14,0,0,0,0,0,0,14,0,0,0,0,0,0,84,6.5,,kendall-milton-1
90,Kyler Halvorsen*,San Jose State,MWC,13,0,0,0,0,0,0,0,0,54,55,10,15,0,0,84,6.5,,kyler-halvorsen-1
91,Alan Anaya*,Bowling Green,MAC,13,0,0,0,0,0,0,0,0,43,43,13,18,0,0,82,6.3,,alan-anaya-1
92,Chase Meyer,Tulsa,American,12,0,0,0,0,0,0,0,0,30,31,17,20,0,0,81,6.8,,chase-meyer-1
93,Elliott Nimrod*,Utah State,MWC,12,1,0,0,0,0,0,0,1,41,43,11,14,0,0,80,6.7,,elliott-nimrod-1
94,Luke McCaffrey*,Rice,American,13,0,13,0,0,0,0,0,13,0,0,0,0,1,0,80,6.2,,luke-mccaffrey-1
95,Nick Brown*,Liberty,CUSA,13,0,0,0,0,0,0,0,0,65,66,5,10,0,0,80,6.2,,nick-brown-3
96,Seth Keller*,Kansas,Big 12,13,0,0,0,0,0,0,0,0,47,49,11,14,0,0,80,6.2,,seth-keller-1
97,Trey Smack,Florida,SEC,12,0,0,0,0,0,0,0,0,29,29,17,21,0,0,80,6.7,,trey-smack-1
98,Alex McPherson*,Auburn,SEC,13,0,0,0,0,0,0,0,0,40,40,13,13,0,0,79,6.1,,alex-mcpherson-1
99,Matthew Dapore*,Air Force,MWC,12,0,0,0,0,0,0,0,0,34,35,15,19,0,0,79,6.6,,matthew-dapore-1
100,Nathanial Vakos*,Wisconsin,Big Ten,13,0,0,0,0,0,0,0,0,34,34,15,19,0,0,79,6.1,,nathanial-vakos-1
101,Alex Raynor*,Kentucky,SEC,13,0,0,0,0,0,0,0,0,48,49,10,11,0,0,78,6.0,,alex-raynor-1
102,Andrew Stein,Southern Mississippi,Sun Belt,12,0,0,0,0,0,0,0,0,27,28,17,23,0,0,78,6.5,,andrew-stein-1
103,Daijun Edwards*,Georgia,SEC,12,13,0,0,0,0,0,0,13,0,0,0,0,0,0,78,6.5,,daijun-edwards-1
104,DJ Giddens*,Kansas State,Big 12,13,10,3,0,0,0,0,0,13,0,0,0,0,0,0,78,6.0,,dj-giddens-1
105,Ethan Sanchez*,Old Dominion,Sun Belt,13,0,0,0,0,0,0,0,0,36,36,14,21,0,0,78,6.0,,ethan-sanchez-1
106,Frank Gore Jr.,Southern Mississippi,Sun Belt,12,10,3,0,0,0,0,0,13,0,0,0,0,0,0,78,6.5,,frank-gore-jr-1
107,Garrett Greene*,West Virginia,Big 12,12,13,0,0,0,0,0,0,13,0,0,0,0,0,0,78,6.5,,garrett-greene-1
108,Jacob Cowing*,Arizona,Pac-12,13,0,13,0,0,0,0,0,13,0,0,0,0,0,0,78,6.0,,jacob-cowing-1
109,Jai Patel*,Rutgers,Big Ten,12,0,0,0,0,0,0,0,0,33,34,15,18,0,0,78,6.5,,jai-patel-1
110,Jermaine Brown Jr.,UAB,American,12,12,1,0,0,0,0,0,13,0,0,0,0,0,0,78,6.5,,jermaine-brown-jr-1
111,Marcus Carroll*,Georgia State,Sun Belt,12,13,0,0,0,0,0,0,13,0,0,0,0,0,0,78,6.5,,marcus-carroll-1
112,Bucky Irving*,Oregon,Pac-12,14,11,2,0,0,0,0,0,13,0,0,0,0,0,0,78,5.6,,markeise-irving-1
113,Phil Mafah*,Clemson,ACC,13,13,0,0,0,0,0,0,13,0,0,0,0,0,0,78,6.0,,phil-mafah-1
114,Rashad Amos*,Miami (OH),MAC,14,13,0,0,0,0,0,0,13,0,0,0,0,0,0,78,5.6,,rashad-amos-1
115,Thomas Castellanos*,Boston College,ACC,13,13,0,0,0,0,0,0,13,0,0,0,0,0,0,78,6.0,,thomas-castellanos-1
116,John Hoyland*,Wyoming,MWC,13,0,0,0,0,0,0,0,0,38,39,13,20,0,0,77,5.9,,john-hoyland-1
117,Tanner Gillis*,Memphis,American,10,0,0,0,0,0,0,0,0,47,49,10,13,0,0,77,7.7,,tanner-gillis-1
118,Carter Brown,Cincinnati,Big 12,12,0,0,0,0,0,0,0,0,30,30,15,19,0,0,75,6.3,,carter-brown-1
119,Isaiah Hankins,Baylor,Big 12,12,0,0,0,0,0,0,0,0,21,23,18,25,0,0,75,6.3,,isaiah-hankins-1
120,Jack Olsen*,Northwestern,Big Ten,13,0,0,0,0,0,0,0,0,33,33,14,19,0,0,75,5.8,,jack-olsen-1
121,Kyle Ferrie,Mississippi State,SEC,12,0,0,0,0,0,0,0,0,27,27,16,22,0,0,75,6.3,,kyle-ferrie-1
122,Andrew Conrad,East Carolina,American,12,0,0,0,0,0,0,0,0,20,21,18,25,0,0,74,6.2,,andrew-conrad-1
123,Dean Janikowski,Washington State,Pac-12,12,0,0,0,0,0,0,0,0,44,44,10,15,0,0,74,6.2,,dean-janikowski-1
124,Jordan Noyes,Colorado State,MWC,11,0,0,0,0,0,0,0,0,29,29,15,19,0,0,74,6.7,,jordan-noyes-1
125,Lucas Carneiro*,Western Kentucky,CUSA,13,0,0,0,0,0,0,0,0,47,47,9,12,0,0,74,5.7,,lucas-carneiro-1
126,Samson Evans*,Eastern Michigan,MAC,12,12,0,0,0,0,0,0,12,0,0,0,0,1,0,74,6.2,,samson-evans-1
127,Cole Becker*,Utah,Pac-12,10,0,0,0,0,0,0,0,0,28,28,15,18,0,0,73,7.3,,cole-becker-2
128,Drew Stevens*,Iowa,Big Ten,14,0,0,0,0,0,0,0,0,19,20,18,26,0,0,73,5.2,,drew-stevens-2
129,Braelon Allen*,Wisconsin,Big Ten,11,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,6.5,,braelon-allen-1
130,Brenden Rice*,USC,Pac-12,12,0,12,0,0,0,0,0,12,0,0,0,0,0,0,72,6.0,,brenden-rice-1
131,Dillon Gabriel*,Oklahoma,Big 12,12,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,6.0,,dillon-gabriel-1
132,Ismail Mahdi*,Texas State,Sun Belt,13,10,1,0,1,0,0,0,12,0,0,0,0,0,0,72,5.5,,ismail-mahdi-1
133,Jai'Den Thomas*,Nevada-Las Vegas,MWC,13,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,5.5,,jaiden-thomas-1
134,Jalen Milroe*,Alabama,SEC,13,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,5.5,H-6,jalen-milroe-1
135,Jordan James*,Oregon,Pac-12,14,11,1,0,0,0,0,0,12,0,0,0,0,0,0,72,5.1,,jordan-james-3
136,Jordan Waters*,Duke,ACC,13,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,5.5,,jordan-waters-1
137,Kaidon Salter*,Liberty,CUSA,14,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,5.1,,kaidon-salter-1
138,Kay'ron Adams,Massachusetts,Ind,12,12,0,0,0,0,0,0,12,0,0,0,0,0,0,72,6.0,,kayron-adams-1
139,Matthew Shipley,Hawaii,MWC,13,0,0,0,0,0,0,0,0,30,31,14,18,0,0,72,5.5,,matthew-shipley-1
140,Roman Wilson*,Michigan,Big Ten,15,0,12,0,0,0,0,0,12,0,0,0,0,0,0,72,4.8,,roman-wilson-1
141,Jonathan Weitz*,Clemson,ACC,10,0,0,0,0,0,0,0,0,29,29,14,20,0,0,71,7.1,,jonathan-weitz-1
142,Matthew Quinn,UAB,American,12,0,0,0,0,0,0,0,0,38,39,11,18,0,0,71,5.9,,matthew-quinn-2
143,Tim Horn*,Rice,American,13,0,0,0,0,0,0,0,0,47,47,8,12,0,0,71,5.5,,tim-horn-3
144,Jackson Courville,Ball State,MAC,12,0,0,0,0,0,0,0,0,24,25,15,21,0,0,69,5.8,,jackson-courville-1
145,Liam Connor*,Boston College,ACC,13,0,0,0,0,0,0,0,0,36,39,11,14,0,0,69,5.3,,liam-connor-1
146,Mitch Jeter,South Carolina,SEC,12,0,0,0,0,0,0,0,0,33,34,12,14,0,0,69,5.8,,mitch-jeter-1
147,Byrum Brown*,South Florida,American,13,11,0,0,0,0,0,0,11,0,0,0,0,1,0,68,5.2,,byrum-brown-1
148,Caleb Williams*,USC,Pac-12,12,11,0,0,0,0,0,0,11,0,0,0,0,1,0,68,5.7,,caleb-williams-3
149,CJ Donaldson*,West Virginia,Big 12,12,11,0,0,0,0,0,0,11,0,0,0,0,1,0,68,5.7,,cj-donaldson-1
150,Emmanuel Michel*,Air Force,MWC,11,11,0,0,0,0,0,0,11,0,0,0,0,1,0,68,6.2,,emmanuel-michel-1
151,Jack Browning,San Diego State,MWC,12,0,0,0,0,0,0,0,0,23,23,15,22,0,0,68,5.7,,jack-browning-1
152,Jay Maclin,North Texas,American,12,0,11,0,0,0,0,0,11,0,0,0,0,1,0,68,5.7,,jay-maclin-1
153,Liam Rickman*,Georgia State,Sun Belt,13,0,0,0,0,0,0,0,0,41,42,9,12,0,0,68,5.2,,liam-rickman-1
154,Malachi Corley*,Western Kentucky,CUSA,12,0,11,0,0,0,0,0,11,0,0,0,0,1,0,68,5.7,,malachi-corley-1
155,Luke Drzewiecki,New Mexico,MWC,12,0,0,0,0,0,0,0,0,37,38,10,14,0,0,67,5.6,,luke-drzewiecki-1
156,Adonai Mitchell*,Texas,Big 12,14,0,11,0,0,0,0,0,11,0,0,0,0,0,0,66,4.7,,adonai-mitchell-1
157,Antario Brown*,Northern Illinois,MAC,13,10,1,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,antario-brown-1
158,Brady Denaburg*,Syracuse,ACC,13,0,0,0,0,0,0,0,0,36,37,10,16,0,0,66,5.1,,brady-denaburg-1
159,Caleb Griffin,Illinois,Big Ten,12,0,0,0,0,0,0,0,0,24,26,14,19,0,0,66,5.5,,caleb-griffin-1
160,Gavin Wimsatt*,Rutgers,Big Ten,13,11,0,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,gavin-wimsatt-1
161,Isaac Guerendo*,Louisville,ACC,14,11,0,0,0,0,0,0,11,0,0,0,0,0,0,66,4.7,,isaac-guerendo-1
162,Jonathon Brooks*,Texas,Big 12,11,10,1,0,0,0,0,0,11,0,0,0,0,0,0,66,6.0,,jonathon-brooks-1
163,Kanon Woodill*,Northern Illinois,MAC,13,0,1,0,0,0,0,0,1,27,27,11,17,0,0,66,5.1,,kanon-woodill-1
164,Keon Coleman*,Florida State,ACC,12,0,11,0,0,0,0,0,11,0,0,0,0,0,0,66,5.5,,keon-coleman-1
165,Malik Sherrod*,Fresno State,MWC,12,9,1,0,1,0,0,0,11,0,0,0,0,0,0,66,5.5,,malik-sherrod-1
166,Robert Henry*,UTSA,American,13,11,0,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,robert-henry-1
167,Terrell Vaughn*,Utah State,MWC,13,0,11,0,0,0,0,0,11,0,0,0,0,0,0,66,5.1,,terrell-vaughn-1
168,TreVeyon Henderson*,Ohio State,Big Ten,10,11,0,0,0,0,0,0,11,0,0,0,0,0,0,66,6.6,,treveyon-henderson-1
169,Jacob Barnes,Louisiana Tech,CUSA,12,0,0,0,0,0,0,0,0,29,31,12,15,0,0,65,5.4,,jacob-barnes-1
170,Rece Verhoff*,Marshall,Sun Belt,13,0,0,0,0,0,0,0,0,32,32,11,18,0,0,65,5.0,,rece-verhoff-1
171,Will Ferrin,BYU,Big 12,12,0,0,0,0,0,0,0,0,32,33,11,14,0,0,65,5.4,,will-ferrin-1
172,Zeke Rankin,Middle Tennessee State,CUSA,12,0,0,0,0,0,0,0,0,35,37,10,14,0,0,65,5.4,,zeke-rankin-1
173,Brandon Talton,Nevada,MWC,12,0,0,0,0,0,0,0,0,19,19,15,20,0,0,64,5.3,,brandon-talton-1
174,Cameron Skattebo,Arizona State,Pac-12,12,9,1,0,0,0,0,0,10,0,0,0,0,2,0,64,5.3,,cameron-skattebo-1
175,Will Howard*,Kansas State,Big 12,12,9,1,0,0,0,0,0,10,0,0,0,0,2,0,64,5.3,,will-howard-2
176,Matthew Dennis,Wake Forest,ACC,11,0,0,0,0,0,0,0,0,20,21,14,20,0,0,62,5.6,,matthew-dennis-1
177,Nicholas Singleton*,Penn State,Big Ten,13,8,2,0,0,0,0,0,10,0,0,0,0,1,0,62,4.8,,nicholas-singleton-1
178,Palmer Domschke,Western Michigan,MAC,12,0,0,0,0,0,0,0,0,35,35,9,15,0,0,62,5.2,,palmer-domschke-1
179,Tahj Brooks*,Texas Tech,Big 12,13,10,0,0,0,0,0,0,10,0,0,0,0,1,0,62,4.8,,tahj-brooks-1
180,Tetairoa McMillan*,Arizona,Pac-12,13,0,10,0,0,0,0,0,10,0,0,0,0,1,0,62,4.8,,tetairoa-mcmillan-1
181,Tez Johnson*,Oregon,Pac-12,14,0,10,0,0,0,0,0,10,0,0,0,0,1,0,62,4.4,,tez-johnson-1
182,Andrew Glass,Kent State,MAC,12,0,0,0,0,0,0,0,0,16,17,15,17,0,0,61,5.1,,andrew-glass-1
183,Ben Sauls,Pitt,ACC,12,0,0,0,0,0,0,0,0,28,28,11,16,0,0,61,5.1,,ben-sauls-1
184,Quinn Maretzki,Army,Ind,10,0,0,0,0,0,0,0,0,25,25,12,14,0,0,61,6.1,,quinn-maretzki-1
185,Cameron Carson,Massachusetts,Ind,11,0,0,0,0,0,0,0,0,27,28,11,20,0,0,60,5.5,,cameron-carson-1
186,Chris Lewis*,Troy,Sun Belt,14,0,10,0,0,0,0,0,10,0,0,0,0,0,0,60,4.3,,chris-lewis-7
187,CJ Daniels*,Liberty,CUSA,14,0,10,0,0,0,0,0,10,0,0,0,0,0,0,60,4.3,,cj-daniels-1
188,Colby Sessums,Sam Houston,CUSA,12,0,0,0,0,0,0,0,0,27,28,11,14,0,0,60,5.0,,colby-sessums-1
189,Darren Grainger*,Georgia State,Sun Belt,13,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,darren-grainger-1
190,Dean Connors*,Rice,American,13,7,3,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,dean-connors-1
191,Drake Stoops*,Oklahoma,Big 12,13,0,10,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,drake-stoops-1
192,Haynes King*,Georgia Tech,ACC,13,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,haynes-king-1
193,Jalen Buckley,Western Michigan,MAC,11,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,5.5,,jalen-buckley-1
194,Jalen White*,Georgia Southern,Sun Belt,11,9,1,0,0,0,0,0,10,0,0,0,0,0,0,60,5.5,,jalen-white-1
195,Ja'lynn Polk*,Washington,Pac-12,15,1,9,0,0,0,0,0,10,0,0,0,0,0,0,60,4.0,,jalynn-polk-1
196,Jase Bauer,Central Michigan,MAC,12,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,5.0,,jase-bauer-1
197,Jayden Daniels*,LSU,SEC,12,10,0,0,0,0,0,0,10,0,0,0,0,0,0,60,5.0,H-1AACamp,jayden-daniels-1
198,Joshua Cephus*,UTSA,American,13,0,10,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,joshua-cephus-1
199,Kaedin Robinson*,Appalachian State,Sun Belt,14,0,10,0,0,0,0,0,10,0,0,0,0,0,0,60,4.3,,kaedin-robinson-1
200,Kevin Concepcion*,North Carolina State,ACC,13,0,10,0,0,0,0,0,10,0,0,0,0,0,0,60,4.6,,kevin-concepcion-2
201,LaJohntay Wester,Florida Atlantic,American,12,1,8,1,0,0,0,0,10,0,0,0,0,0,0,60,5.0,,lajohntay-wester-1
