Rk,School,G,XPM,XPA,XP%,FGM,FGA,FG%,Pts,Punts,Yds,Avg,Ret,Yds,Avg,TD,Ret,Yds,Avg,TD
22,Clemson,13,3.0,3.0,100.0,1.6,2.0,80.8,7.8,5.2,209.8,40.7,1.6,40.2,24.9,0.0,1.5,7.1,4.6,0.0
23,Coastal Carolina,13,5.0,5.2,97.0,0.7,0.8,81.8,7.1,3.2,118.2,37.5,2.1,41.7,20.1,0.0,1.5,18.5,12.1,0.1
24,Colorado,12,2.1,2.1,100.0,1.2,1.7,70.0,5.6,5.5,262.8,47.8,1.8,50.3,28.7,0.1,1.6,21.3,13.4,0.0
25,Colorado State,12,2.4,2.4,100.0,2.1,2.7,78.1,8.7,5.0,249.6,49.9,1.5,38.4,25.6,0.0,1.8,13.8,7.5,0.1
26,Connecticut,12,1.6,1.6,100.0,1.0,1.4,70.6,4.6,6.7,259.4,38.9,4.3,93.8,22.1,0.2,1.1,12.5,11.5,0.0
27,Duke,12,2.7,2.7,100.0,1.2,1.8,66.7,6.2,5.1,227.8,44.8,3.6,82.9,23.1,0.2,1.3,11.3,8.4,0.0
28,East Carolina,12,3.3,3.4,95.1,1.6,1.9,82.6,8.0,4.5,191.0,42.4,1.7,33.5,20.1,0.0,1.0,6.8,6.8,0.0
29,Eastern Michigan,13,3.6,3.6,100.0,1.5,1.7,86.4,8.0,3.9,180.2,45.9,2.1,35.3,17.0,0.0,1.2,8.8,7.1,0.1
30,Florida,13,3.8,3.9,96.1,0.8,1.2,66.7,6.1,4.0,176.4,44.1,1.8,31.8,18.0,0.0,1.9,13.5,7.0,0.0
31,Florida Atlantic,12,3.2,3.2,100.0,0.8,1.0,75.0,5.4,5.1,232.1,45.7,2.4,50.5,20.9,0.0,1.6,10.8,6.8,0.0
32,Florida International,12,2.3,2.5,93.3,0.7,1.1,61.5,4.3,6.3,289.8,46.4,2.7,47.8,17.9,0.0,1.3,8.2,6.5,0.1
33,Florida State,12,3.1,3.3,92.5,0.8,1.1,76.9,5.6,5.1,217.2,42.7,2.1,42.4,20.4,0.0,1.4,5.9,4.2,0.0
34,Fresno State,13,3.6,3.7,97.9,1.6,1.9,84.0,8.5,4.4,183.3,41.8,2.1,38.8,18.7,0.0,1.2,3.5,2.9,0.0
35,Georgia,15,4.7,4.8,98.6,1.5,1.8,81.5,9.1,3.1,146.5,46.7,1.1,21.5,18.9,0.0,2.2,21.1,9.6,0.0
36,Georgia Southern,12,2.0,2.2,92.3,1.1,1.5,72.2,5.3,5.5,240.1,43.7,2.3,38.4,16.5,0.0,0.9,4.8,5.3,0.1
37,Georgia State,13,3.5,3.5,97.8,1.0,1.2,86.7,6.5,4.6,190.4,41.3,0.6,10.2,16.6,0.0,0.2,0.3,1.3,0.0
38,Georgia Tech,12,2.6,2.8,93.9,0.9,1.4,64.7,5.3,5.1,211.1,41.5,3.0,61.3,20.4,0.1,1.3,5.1,3.8,0.0
39,Hawaii,13,3.2,3.2,100.0,1.4,1.6,85.7,7.4,4.5,181.3,40.6,2.3,43.5,18.8,0.0,0.8,5.3,6.3,0.0
40,Houston,14,4.4,4.5,98.4,1.1,1.6,69.6,7.9,4.2,176.2,41.8,3.0,62.7,20.9,0.1,2.0,28.3,14.1,0.1
41,Illinois,12,2.2,2.2,100.0,1.5,1.9,78.3,6.7,5.7,255.7,45.1,0.3,4.1,16.3,0.0,1.4,9.9,7.0,0.0
42,Indiana,12,1.8,1.8,100.0,1.1,1.5,72.2,5.1,5.8,243.7,41.8,1.8,35.3,20.2,0.0,1.3,13.0,10.4,0.1
43,Iowa,14,2.6,2.6,100.0,1.7,2.0,85.7,7.7,5.9,263.4,45.0,2.1,54.2,25.3,0.1,2.8,22.5,8.1,0.0
44,Iowa State,13,3.6,3.6,100.0,1.8,2.1,88.9,9.2,4.1,161.6,39.6,1.4,31.2,22.5,0.0,1.3,8.5,6.5,0.0
45,Kansas,12,2.2,2.3,96.3,0.8,1.3,60.0,4.4,4.4,172.2,39.0,2.0,46.1,23.0,0.0,0.7,9.0,13.5,0.0
46,Kansas State,13,3.3,3.4,97.7,0.9,1.4,66.7,6.1,3.2,137.9,43.7,2.1,56.5,27.2,0.2,0.8,7.7,10.0,0.0
47,Kent State,14,3.6,3.7,98.1,1.5,2.0,75.0,8.1,3.9,139.9,36.3,4.0,81.4,20.4,0.0,1.1,5.9,5.5,0.0
48,Kentucky,13,4.2,4.3,96.4,0.8,1.0,76.9,6.5,3.0,135.1,45.0,1.4,23.2,16.7,0.0,1.2,12.7,10.3,0.1
49,Liberty,13,4.0,4.4,91.2,0.5,0.8,63.6,5.6,3.6,154.7,42.8,3.0,56.5,18.8,0.0,2.2,14.6,6.8,0.1
50,Louisiana,14,3.7,3.9,94.5,0.8,1.2,64.7,6.1,4.2,194.4,46.1,2.4,43.4,18.4,0.0,1.8,11.0,6.2,0.0
51,Louisiana Tech,12,3.3,3.3,100.0,1.4,1.9,73.9,7.5,4.6,186.8,40.8,2.8,56.9,20.1,0.0,1.8,16.3,8.9,0.0
52,Louisiana-Monroe,12,2.3,2.3,100.0,1.3,1.8,76.2,6.3,5.8,230.3,40.1,1.2,21.2,18.1,0.0,0.5,1.7,3.3,0.0
53,Louisville,13,3.9,4.0,98.1,1.1,1.7,63.6,7.2,3.8,154.3,40.9,2.4,56.3,23.6,0.1,1.2,12.1,10.5,0.1
54,LSU,13,3.2,3.2,100.0,1.2,1.4,83.3,6.7,4.8,203.0,42.6,1.0,16.8,16.8,0.0,1.7,8.8,5.2,0.0
55,Marshall,13,4.4,4.4,100.0,0.6,1.0,61.5,6.2,4.7,186.8,39.8,2.6,56.2,21.5,0.2,1.7,12.1,7.1,0.0
56,Maryland,13,3.2,3.5,89.1,1.1,1.6,66.7,6.4,4.5,199.8,44.0,2.1,35.4,17.0,0.0,1.8,14.1,8.0,0.1
57,Massachusetts,12,1.8,2.0,91.7,0.7,0.9,72.7,3.8,5.3,238.7,44.8,2.4,39.3,16.2,0.0,0.8,5.5,7.3,0.0
58,Memphis,12,3.1,3.4,90.2,1.0,1.6,63.2,6.1,3.5,157.3,45.0,2.6,56.5,21.9,0.0,0.9,11.0,12.0,0.1
59,Miami (FL),12,4.0,4.1,98.0,1.4,1.8,81.0,8.3,4.3,189.8,44.7,1.3,25.5,20.4,0.0,1.8,16.6,9.5,0.0
60,Miami (OH),13,2.8,3.2,87.8,1.2,1.5,75.0,6.2,4.2,167.6,39.6,1.9,30.4,15.8,0.0,0.9,9.1,9.8,0.0
61,Michigan,14,4.0,4.0,100.0,1.6,1.8,92.0,8.9,3.2,148.9,46.3,1.9,40.7,21.9,0.1,2.5,26.0,10.4,0.0
62,Michigan State,13,3.5,3.7,95.8,0.9,1.5,60.0,6.3,4.5,219.4,48.3,2.0,41.1,20.5,0.0,0.9,18.2,19.8,0.2
63,Middle Tennessee State,13,3.5,3.5,97.8,0.8,1.1,71.4,5.8,5.3,235.4,44.3,1.2,25.6,20.8,0.0,1.8,26.2,14.8,0.1
64,Minnesota,13,2.8,2.9,94.7,1.3,2.0,65.4,6.7,3.6,150.8,41.7,1.3,22.2,17.0,0.0,1.2,10.5,9.1,0.0
65,Mississippi State,13,3.2,3.2,100.0,1.1,1.9,56.0,6.5,3.3,136.8,41.3,2.4,58.9,24.7,0.1,1.6,11.6,7.2,0.0
66,Missouri,13,3.1,3.1,100.0,1.8,1.9,92.0,8.4,4.3,177.5,41.2,2.5,46.3,18.8,0.1,1.0,5.3,5.3,0.0
67,Navy,12,2.3,2.3,100.0,1.3,1.6,78.9,6.1,4.4,183.0,41.4,2.6,57.6,22.3,0.1,1.3,13.4,10.1,0.0
68,Nebraska,12,3.3,3.6,90.7,0.7,1.3,50.0,5.3,3.9,161.3,41.2,1.0,15.6,15.6,0.0,0.8,2.3,2.7,0.0
69,Nevada,13,4.0,4.0,100.0,1.7,2.3,73.3,9.1,4.2,184.3,43.6,3.0,62.3,20.8,0.0,1.5,17.2,11.7,0.0
70,New Mexico,12,1.4,1.4,100.0,0.8,1.1,69.2,3.7,6.9,288.8,41.8,3.4,82.8,24.2,0.0,1.3,16.3,12.3,0.1
71,New Mexico State,12,2.3,2.4,96.6,1.4,1.8,77.3,6.6,6.0,242.3,40.4,2.2,37.4,17.3,0.0,0.8,3.9,4.7,0.0
72,North Carolina,13,4.1,4.1,100.0,1.5,1.8,82.6,8.5,3.6,157.5,43.6,1.5,27.8,19.0,0.0,1.2,12.0,9.8,0.0
73,North Carolina State,12,4.0,4.0,100.0,1.1,1.6,68.4,7.3,5.5,247.2,44.9,1.8,53.7,30.7,0.2,1.6,15.4,9.7,0.0
74,North Texas,13,3.2,3.2,100.0,1.0,1.2,81.3,6.2,4.7,205.8,43.9,1.7,34.0,20.1,0.0,0.8,7.2,8.5,0.0
75,Northern Illinois,14,3.3,3.3,100.0,1.8,2.1,83.3,8.6,3.4,152.4,44.4,2.9,53.4,18.2,0.1,0.7,4.4,6.1,0.0
76,Northwestern,12,1.9,1.9,100.0,0.5,1.1,46.2,3.4,5.2,212.2,41.1,1.6,23.9,15.1,0.0,1.4,22.1,15.6,0.0
77,Notre Dame,13,4.2,4.2,98.2,1.2,1.6,76.2,7.8,4.5,192.5,43.1,1.4,32.5,23.5,0.1,1.5,12.6,8.6,0.0
78,Ohio,12,2.3,2.4,93.1,1.3,2.0,66.7,6.3,3.9,160.8,41.1,3.8,65.3,17.4,0.1,0.8,4.5,5.4,0.0
79,Ohio State,13,5.8,5.8,100.0,1.5,1.6,95.2,10.5,2.4,100.8,42.3,2.2,52.8,24.5,0.0,1.7,10.2,6.0,0.0
80,Oklahoma,13,4.7,4.8,98.4,1.6,2.1,77.8,9.5,2.7,135.5,50.3,0.9,18.8,20.3,0.0,0.9,5.3,5.8,0.0
81,Oklahoma State,14,3.6,3.7,98.1,1.4,1.9,74.1,7.9,5.1,218.3,42.4,1.5,43.4,29.0,0.1,1.3,4.9,3.8,0.0
82,Old Dominion,13,3.0,3.1,97.5,1.5,2.0,76.9,7.6,4.5,176.5,39.6,2.6,61.2,23.4,0.2,2.1,24.6,11.9,0.1
83,Ole Miss,13,3.9,4.1,96.2,1.2,1.5,75.0,7.4,3.3,146.8,44.4,1.4,29.3,21.2,0.0,0.6,7.2,11.6,0.0
84,Oregon,14,3.9,4.0,98.2,0.9,1.1,81.3,6.7,3.1,135.5,43.1,2.6,57.7,22.4,0.0,1.2,12.1,10.0,0.0
85,Oregon State,13,3.7,3.7,100.0,0.9,1.4,66.7,6.5,2.6,119.8,45.8,1.2,24.6,20.0,0.0,1.2,13.7,11.1,0.0
86,Penn State,13,2.8,2.9,94.7,1.3,1.9,68.0,6.7,5.2,237.2,46.0,1.5,27.1,18.5,0.0,1.3,9.8,7.5,0.0
87,Pitt,14,4.9,5.2,94.5,1.2,1.5,81.0,8.6,4.4,180.2,41.4,1.4,31.8,23.4,0.1,2.1,19.9,9.3,0.0
88,Purdue,13,3.1,3.2,95.2,1.8,2.2,82.8,8.6,4.0,153.2,38.3,1.4,18.2,13.1,0.0,1.6,9.5,5.9,0.0
89,Rice,12,2.8,2.8,97.1,0.4,0.9,45.5,4.0,4.9,213.1,43.3,2.4,55.0,22.8,0.0,0.9,8.5,9.3,0.0
90,Rutgers,13,2.3,2.4,96.8,0.9,1.2,75.0,5.1,5.5,253.8,45.8,3.0,61.9,20.6,0.0,1.8,19.6,11.1,0.1
91,San Diego State,14,3.2,3.2,100.0,1.3,2.0,64.3,7.1,5.8,290.8,50.3,2.8,63.6,22.8,0.1,2.1,17.7,8.6,0.0
92,San Jose State,12,2.2,2.3,96.3,1.3,1.6,78.9,5.9,5.6,248.1,44.4,2.6,45.5,17.6,0.0,1.5,11.5,7.7,0.0
93,SMU,12,4.6,4.8,94.8,1.0,1.4,70.6,7.6,3.8,154.4,40.3,2.9,79.7,27.3,0.2,1.3,7.1,5.7,0.0
94,South Alabama,12,2.8,2.9,94.3,1.0,1.4,70.6,5.8,4.4,191.0,43.2,1.6,25.9,16.4,0.0,1.0,4.6,4.6,0.0
95,South Carolina,13,2.5,2.5,100.0,1.2,1.3,94.1,6.2,4.5,194.2,42.8,1.5,36.8,24.0,0.0,0.9,6.6,7.2,0.0
96,South Florida,12,2.9,2.9,100.0,0.9,1.1,84.6,5.7,4.7,181.9,39.0,2.8,66.9,23.6,0.3,0.8,10.0,12.0,0.0
97,Southern Mississippi,12,2.0,2.2,92.3,0.7,1.2,57.1,4.0,5.9,258.2,43.6,2.6,60.2,23.3,0.1,1.8,18.8,10.7,0.0
98,Stanford,12,2.3,2.3,100.0,0.9,1.3,68.8,5.1,5.0,216.7,43.3,2.7,63.7,23.9,0.0,1.1,15.0,13.8,0.0
99,Syracuse,12,3.0,3.2,94.7,0.8,1.2,64.3,5.3,5.6,206.1,36.9,2.8,61.8,21.8,0.0,2.1,21.0,10.1,0.1
100,TCU,12,3.5,3.5,100.0,1.2,1.5,77.8,7.0,3.6,155.1,43.3,2.5,67.0,26.8,0.1,0.8,7.7,10.2,0.0
101,Temple,12,1.9,1.9,100.0,0.8,1.3,56.3,4.2,5.3,220.3,42.0,2.7,48.3,18.1,0.0,1.2,4.4,3.8,0.0
102,Tennessee,13,5.2,5.2,100.0,0.9,1.2,75.0,7.9,3.8,164.3,43.6,2.5,62.5,25.4,0.1,2.0,23.5,11.8,0.0
103,Texas,12,4.3,4.4,98.1,1.1,1.3,86.7,7.6,3.9,183.3,46.8,2.2,42.0,19.4,0.0,1.5,16.8,11.2,0.0
104,Texas A&M,12,3.2,3.2,100.0,1.8,2.3,78.6,8.7,4.3,198.1,45.7,0.9,28.0,30.5,0.1,2.5,26.7,10.7,0.1
105,Texas State,12,2.7,2.7,100.0,1.3,1.5,83.3,6.4,5.1,196.5,38.7,3.6,64.1,17.9,0.0,0.9,7.2,7.8,0.1
106,Texas Tech,13,3.8,3.8,98.0,1.2,1.2,93.8,7.2,3.2,155.6,48.2,1.5,28.3,19.4,0.0,1.4,10.2,7.3,0.0
107,Toledo,13,4.0,4.0,100.0,1.1,1.8,58.3,7.2,4.9,198.3,40.3,2.8,69.1,24.9,0.1,1.9,16.8,8.7,0.2
108,Troy,12,2.7,2.8,97.0,0.7,0.8,88.9,4.7,5.2,216.2,41.8,1.4,22.9,16.2,0.0,0.7,5.3,7.9,0.0
109,Tulane,12,3.0,3.0,100.0,0.6,1.2,50.0,4.8,4.3,202.0,47.5,2.5,50.6,20.2,0.0,1.3,12.0,9.0,0.0
110,Tulsa,13,2.7,2.8,97.2,1.7,1.8,95.7,7.8,4.8,218.2,45.8,2.2,34.8,16.1,0.1,1.8,5.8,3.3,0.0
111,UAB,13,3.8,3.8,98.0,0.8,1.2,68.8,6.3,4.5,194.2,42.8,1.3,19.9,15.2,0.0,0.9,9.6,10.4,0.0
112,UCF,13,4.1,4.2,98.1,0.6,1.1,57.1,5.9,5.5,224.5,41.1,2.0,42.6,21.3,0.0,1.8,14.3,8.1,0.0
113,UCLA,12,4.3,4.6,94.5,1.2,1.8,66.7,7.8,2.8,122.0,43.1,2.0,54.8,27.4,0.1,1.2,22.3,19.1,0.1
114,UNLV,12,2.1,2.1,100.0,1.3,1.5,88.9,6.1,4.8,193.3,40.0,1.8,32.3,17.6,0.0,0.6,4.1,7.0,0.0
115,USC,12,2.8,2.8,97.1,1.9,2.3,82.1,8.5,3.7,164.8,45.0,2.3,51.4,22.0,0.0,1.3,6.3,4.8,0.0
116,Utah,14,4.4,4.5,98.4,0.9,1.3,66.7,7.0,2.9,110.9,38.8,1.1,29.5,25.8,0.1,2.1,32.4,15.1,0.1
117,Utah State,14,3.7,3.9,96.3,1.4,2.1,69.0,8.0,3.8,160.8,42.5,2.9,65.1,22.8,0.1,1.1,9.8,9.1,0.0
118,UTEP,13,2.5,2.5,97.0,1.4,1.8,75.0,6.6,4.8,194.3,40.1,2.8,48.2,17.4,0.0,2.0,10.5,5.2,0.0
119,UTSA,14,4.5,4.5,100.0,1.8,2.2,80.6,9.9,3.4,151.9,45.2,0.6,14.1,24.8,0.0,1.9,21.0,10.9,0.1
120,Vanderbilt,12,1.3,1.3,100.0,1.2,1.6,73.7,4.8,6.1,258.7,42.5,1.8,27.0,15.4,0.0,0.7,3.8,5.6,0.0
121,Virginia,12,4.2,4.2,100.0,1.3,1.6,78.9,7.9,3.4,151.0,44.2,1.0,16.0,16.0,0.0,1.5,8.0,5.3,0.0
122,Virginia Tech,13,2.6,2.6,100.0,1.4,1.7,81.8,6.8,5.0,222.5,44.5,2.8,67.3,23.6,0.0,2.0,25.5,12.7,0.1
123,Wake Forest,14,4.6,4.6,100.0,1.6,1.8,92.0,9.6,3.6,159.9,43.9,1.8,40.5,22.7,0.1,1.7,20.4,11.9,0.0
124,Washington,12,2.4,2.4,100.0,0.9,1.2,78.6,5.2,4.4,214.3,48.5,1.9,40.9,21.3,0.0,1.6,8.8,5.6,0.0
125,Washington State,13,3.2,3.4,95.5,1.1,1.4,77.8,6.5,4.3,180.2,41.8,1.8,33.5,18.1,0.0,1.2,11.4,9.9,0.0
126,West Virginia,13,2.8,2.8,100.0,1.5,1.8,82.6,7.2,4.0,173.9,43.5,2.1,51.7,24.9,0.1,1.5,4.5,3.1,0.0
127,Western Kentucky,14,5.1,5.2,98.6,1.6,2.1,79.3,10.1,2.4,116.7,48.1,2.9,65.0,22.8,0.1,1.1,10.1,8.9,0.0
128,Western Michigan,13,3.8,4.2,92.6,0.9,1.4,66.7,6.6,3.5,149.9,42.4,2.1,41.2,19.9,0.2,0.8,2.1,2.7,0.0
129,Wisconsin,13,3.0,3.1,97.5,1.3,1.7,77.3,6.9,4.1,184.5,45.3,1.5,29.0,18.9,0.1,1.5,7.1,4.8,0.0
130,Wyoming,13,3.1,3.2,97.6,0.8,1.1,71.4,5.4,4.5,189.8,42.5,1.5,35.4,23.0,0.1,0.9,3.5,3.8,0.0
