Rk,School,G,XPM,XPA,XP%,FGM,FGA,FG%,Pts,Punts,Yds,Avg,Ret,Yds,Avg,TD,Ret,Yds,Avg,TD
23,Coastal Carolina,13,3.5,3.6,97.9,0.6,0.9,66.7,5.4,4.2,159.5,37.7,2.4,45.6,19.1,0.1,0.8,5.2,6.7,0.0
24,Colorado,12,1.7,1.8,95.2,0.9,1.1,84.6,4.4,5.3,213.9,40.7,2.9,62.5,21.4,0.0,0.9,14.8,16.1,0.1
25,Colorado State,12,1.2,1.3,93.3,0.8,1.2,71.4,3.7,5.5,214.5,39.0,1.6,26.6,16.8,0.0,1.4,15.1,10.6,0.1
26,Connecticut,13,2.2,2.2,100.0,0.9,1.2,75.0,4.9,5.3,202.7,38.2,2.3,44.8,19.4,0.0,1.2,6.4,5.2,0.0
27,Duke,13,4.0,4.0,100.0,1.3,1.8,70.8,7.9,3.5,152.6,43.1,2.4,49.6,20.8,0.0,1.0,19.9,19.9,0.1
28,East Carolina,13,3.5,3.9,90.2,1.0,1.5,65.0,6.5,3.5,136.8,38.7,2.5,56.9,23.1,0.1,1.5,10.3,7.1,0.0
29,Eastern Michigan,13,3.6,3.6,100.0,1.1,1.3,82.4,6.8,3.8,166.2,44.1,3.1,58.5,19.0,0.1,0.7,4.0,5.8,0.0
30,Florida,13,3.2,3.3,97.7,1.1,1.6,66.7,6.5,2.8,129.1,46.6,2.1,45.1,21.7,0.0,1.2,10.0,8.1,0.0
31,Florida Atlantic,12,3.8,3.8,100.0,0.8,1.3,66.7,6.3,5.2,230.8,44.7,1.2,18.7,16.0,0.0,1.2,11.3,9.7,0.0
32,Florida International,12,1.9,2.0,95.8,0.6,1.0,58.3,3.7,5.8,238.0,41.4,2.9,59.3,20.3,0.0,0.9,2.6,2.8,0.0
33,Florida State,13,4.4,4.5,98.3,0.9,1.5,60.0,7.2,2.6,109.4,41.8,1.2,27.0,23.4,0.1,1.6,17.5,10.8,0.0
34,Fresno State,14,3.6,3.7,96.2,1.3,1.9,69.2,7.4,3.7,154.4,41.6,2.1,48.1,22.4,0.0,0.9,18.5,19.9,0.1
35,Georgia,15,4.9,4.9,98.6,1.8,2.1,84.4,10.3,2.4,108.0,45.0,1.5,29.1,19.9,0.0,1.4,17.7,12.6,0.0
36,Georgia Southern,13,3.8,3.8,98.0,1.4,1.7,81.8,7.9,3.9,167.8,42.8,2.0,34.7,17.3,0.0,1.5,13.4,9.2,0.1
37,Georgia State,12,3.4,3.5,97.6,0.9,1.2,78.6,6.2,5.0,199.4,39.9,0.9,8.6,9.4,0.0,0.9,4.8,5.3,0.0
38,Georgia Tech,12,1.7,1.8,95.2,1.2,1.6,73.7,5.2,6.4,264.3,41.2,1.1,22.8,21.0,0.0,0.8,7.0,9.3,0.0
39,Hawaii,13,2.1,2.2,96.4,1.2,1.5,80.0,5.8,4.8,197.5,40.7,3.2,50.5,16.0,0.0,0.9,2.5,2.7,0.0
40,Houston,13,4.2,4.4,96.5,1.1,1.5,70.0,7.5,3.1,134.5,43.7,3.2,69.0,21.4,0.1,0.9,13.8,15.0,0.1
41,Illinois,13,2.6,2.7,97.1,1.6,2.0,80.8,7.5,4.6,183.7,39.8,1.2,24.2,19.7,0.0,1.8,11.3,6.4,0.0
42,Indiana,12,2.3,2.3,100.0,1.2,1.7,70.0,5.8,6.4,277.1,43.2,2.5,59.8,23.9,0.2,1.0,3.7,3.7,0.0
43,Iowa,13,1.9,1.9,100.0,1.3,1.6,81.0,5.8,6.4,289.7,45.4,1.5,34.1,22.2,0.0,2.4,23.1,9.7,0.0
44,Iowa State,12,2.3,2.3,96.4,1.1,1.9,56.5,5.5,4.6,182.9,39.9,1.8,29.0,16.6,0.0,1.0,5.4,5.4,0.0
45,James Madison,11,4.5,4.7,96.2,1.0,1.5,64.7,7.5,4.5,192.9,42.4,1.8,33.5,18.4,0.0,1.8,10.4,5.7,0.0
46,Kansas,13,4.4,4.4,100.0,0.6,1.1,57.1,6.2,3.2,128.1,39.6,1.8,31.5,17.8,0.0,0.3,1.2,3.8,0.0
47,Kansas State,14,3.9,4.0,96.4,1.4,1.8,80.0,8.1,4.2,187.5,44.5,2.5,57.4,23.0,0.0,1.0,13.2,13.2,0.1
48,Kent State,12,3.0,3.0,100.0,1.4,2.2,65.4,7.3,3.9,154.9,39.6,3.1,70.6,22.9,0.0,1.2,9.2,7.9,0.1
49,Kentucky,13,1.9,2.1,92.6,1.2,1.8,66.7,5.6,4.1,163.7,40.2,2.1,38.9,18.7,0.1,1.8,8.8,5.0,0.0
50,Liberty,13,3.2,3.2,97.6,0.8,1.5,57.9,5.7,4.8,194.8,40.9,3.0,62.1,20.7,0.1,1.4,5.7,4.1,0.0
51,Louisiana,13,2.9,3.0,97.4,1.5,2.1,74.1,7.5,4.1,176.9,43.4,2.0,36.5,18.2,0.0,2.1,34.0,16.4,0.2
52,Louisiana Tech,12,3.2,3.3,97.4,1.5,2.1,72.0,7.7,3.9,156.1,39.9,2.9,62.0,21.3,0.0,1.6,19.7,12.4,0.0
53,Louisiana-Monroe,12,2.7,2.7,100.0,0.8,0.9,90.9,5.2,5.5,230.2,41.8,2.4,42.6,17.6,0.0,0.4,1.8,4.4,0.1
54,Louisville,13,2.9,3.0,97.4,1.5,1.7,90.9,7.5,4.1,179.6,44.1,1.2,28.5,24.7,0.1,2.2,10.8,5.0,0.0
55,LSU,14,4.2,4.4,96.7,0.7,1.0,71.4,6.4,3.5,155.8,44.5,1.1,23.4,20.4,0.0,1.1,3.7,3.3,0.0
56,Marshall,13,2.8,3.0,94.9,1.0,1.5,65.0,5.8,6.2,239.5,38.4,1.5,29.7,19.3,0.0,1.7,10.8,6.4,0.1
57,Maryland,13,3.0,3.1,97.5,1.5,1.8,82.6,7.4,4.8,208.5,43.7,2.8,56.2,19.8,0.0,1.8,12.0,6.5,0.0
58,Massachusetts,12,1.1,1.1,100.0,1.1,1.5,72.2,4.3,6.6,239.4,36.4,2.8,53.2,18.8,0.0,0.9,8.0,8.7,0.0
59,Memphis,13,3.8,4.0,96.2,1.6,1.8,87.5,8.7,3.8,173.0,45.9,2.2,51.8,23.2,0.0,2.1,19.6,9.4,0.1
60,Miami (FL),12,2.7,2.7,100.0,1.4,1.7,85.0,6.9,4.1,185.5,45.4,2.9,77.5,26.6,0.1,1.1,10.6,9.8,0.0
61,Miami (OH),13,2.1,2.2,96.4,1.4,1.8,78.3,6.2,5.5,233.1,42.1,1.4,23.0,16.6,0.0,1.7,11.7,6.9,0.0
62,Michigan,14,4.5,4.5,100.0,2.1,2.5,82.9,10.7,3.2,132.8,41.3,1.4,28.6,20.1,0.0,2.4,20.1,8.5,0.1
63,Michigan State,12,2.6,2.8,93.9,0.5,1.0,50.0,4.1,4.3,207.6,48.8,1.9,35.3,18.4,0.0,1.4,13.2,9.3,0.0
64,Middle Tennessee State,13,3.5,3.5,100.0,1.2,1.5,84.2,7.2,5.2,242.8,46.4,1.2,25.4,22.0,0.0,1.4,13.2,9.6,0.2
65,Minnesota,13,3.5,3.5,100.0,1.2,1.4,83.3,7.0,3.6,145.8,40.3,1.8,41.8,23.6,0.0,1.0,6.0,6.0,0.0
66,Mississippi State,13,3.5,3.8,91.8,0.9,1.3,70.6,6.2,4.1,164.0,40.2,2.3,62.1,26.9,0.1,1.6,16.4,10.1,0.1
67,Missouri,13,2.5,2.5,100.0,1.7,2.2,78.6,7.6,4.9,205.0,41.6,1.1,17.5,16.3,0.0,1.0,11.3,11.3,0.1
68,Navy,12,2.2,2.3,96.3,1.1,1.7,65.0,5.4,4.5,190.2,42.3,1.8,35.9,19.6,0.0,1.3,12.3,9.2,0.0
69,Nebraska,12,2.8,2.9,97.1,0.8,1.1,69.2,5.1,5.8,253.8,43.5,2.2,37.0,17.1,0.0,0.3,5.5,16.5,0.1
70,Nevada,12,2.1,2.2,96.2,1.1,1.4,76.5,5.3,6.1,241.1,39.6,2.8,53.0,19.3,0.0,1.1,7.8,7.2,0.0
71,New Mexico,12,1.3,1.4,94.1,1.1,1.8,61.9,4.6,6.8,298.2,43.6,2.1,46.7,22.4,0.1,1.4,9.2,6.5,0.0
72,New Mexico State,13,3.2,3.2,97.6,0.6,1.0,61.5,5.0,4.6,187.0,40.5,1.2,20.5,17.8,0.0,1.8,12.2,6.9,0.0
73,North Carolina,14,4.1,4.1,98.3,1.1,1.5,71.4,7.3,3.6,161.4,45.2,1.6,37.2,23.7,0.1,1.1,15.2,13.3,0.0
74,North Carolina State,13,2.4,2.4,100.0,2.2,2.4,93.5,9.1,5.3,223.3,42.1,1.5,33.7,23.1,0.0,1.4,10.8,7.8,0.1
75,North Texas,14,4.1,4.2,96.6,1.3,1.5,85.7,7.9,3.9,161.1,41.0,3.1,62.7,20.0,0.1,0.8,3.5,4.5,0.0
76,Northern Illinois,12,2.6,2.6,100.0,1.5,1.9,78.3,7.1,4.2,166.3,39.9,2.2,36.2,16.7,0.0,0.5,1.1,2.2,0.0
77,Northwestern,12,1.5,1.5,100.0,0.6,0.8,70.0,3.3,4.8,188.0,39.6,0.9,15.3,16.7,0.0,0.7,1.6,2.4,0.0
78,Notre Dame,13,3.8,3.8,100.0,1.1,1.5,73.7,7.0,3.8,165.5,43.9,1.4,26.7,19.3,0.0,1.8,17.9,10.1,0.1
79,Ohio,14,3.5,3.6,98.0,1.6,1.9,81.5,8.2,4.1,153.2,37.6,4.0,79.6,19.9,0.1,1.1,2.2,2.1,0.0
80,Ohio State,13,5.7,5.8,98.7,1.3,1.5,85.0,9.6,3.8,174.2,45.3,1.3,24.8,19.0,0.0,1.2,7.7,6.7,0.0
81,Oklahoma,13,4.1,4.1,100.0,0.9,1.4,66.7,6.8,4.8,226.8,46.8,1.8,36.5,19.8,0.0,0.9,13.0,14.1,0.0
82,Oklahoma State,13,3.4,3.4,100.0,1.7,1.8,95.7,8.5,6.5,280.8,42.9,2.5,59.9,23.6,0.1,1.1,9.7,9.0,0.1
83,Old Dominion,12,2.3,2.3,100.0,0.8,1.1,76.9,4.8,5.6,239.7,42.9,2.1,41.2,19.8,0.0,1.3,10.0,8.0,0.0
84,Ole Miss,13,3.8,3.9,98.0,1.2,1.3,88.2,7.3,3.2,132.8,42.1,1.9,34.4,17.9,0.0,1.2,7.5,6.5,0.0
85,Oregon,13,4.9,4.9,100.0,1.1,1.2,87.5,8.2,2.5,93.1,37.8,2.1,39.1,18.8,0.0,1.0,4.9,4.9,0.0
86,Oregon State,13,3.7,3.9,94.1,0.8,1.5,55.0,6.2,2.9,134.5,46.0,2.2,51.3,23.0,0.0,1.5,23.4,16.0,0.2
87,Penn State,13,4.5,4.6,96.7,1.0,1.4,72.2,7.5,4.6,201.5,43.7,1.5,34.4,22.4,0.1,1.8,8.1,4.4,0.0
88,Pitt,13,3.6,3.6,100.0,1.5,1.8,83.3,8.2,4.4,168.2,38.4,2.2,35.9,16.7,0.0,2.4,19.5,8.2,0.1
89,Purdue,14,3.0,3.2,93.3,1.3,1.7,75.0,6.9,4.1,169.6,40.9,2.1,36.0,17.4,0.0,1.6,11.7,7.1,0.0
90,Rice,13,2.9,2.9,100.0,0.9,1.3,70.6,5.7,3.8,154.4,41.0,1.8,32.2,17.4,0.0,1.4,12.4,8.9,0.0
91,Rutgers,12,1.9,2.0,95.8,1.0,1.5,66.7,4.9,6.3,274.8,44.0,2.2,45.1,20.8,0.0,1.0,7.4,7.4,0.1
92,San Diego State,13,2.4,2.4,100.0,1.5,1.9,80.0,7.0,5.3,242.1,45.6,2.8,57.9,20.4,0.1,1.8,12.5,6.8,0.2
93,San Jose State,12,3.1,3.3,92.5,1.0,1.5,66.7,6.1,4.5,177.4,39.4,1.8,31.8,17.4,0.0,0.5,3.3,6.5,0.0
94,SMU,13,4.5,4.5,100.0,1.2,1.5,80.0,8.2,3.1,134.4,43.7,1.4,27.8,20.1,0.0,1.2,10.9,9.5,0.0
95,South Alabama,13,3.5,3.7,95.8,1.4,1.5,94.7,7.7,4.4,188.8,43.1,2.0,44.8,22.4,0.0,1.9,16.9,8.8,0.1
96,South Carolina,13,3.5,3.6,95.7,0.8,0.8,100.0,6.0,4.5,205.8,46.1,1.8,44.5,25.1,0.1,1.1,17.8,16.6,0.2
97,South Florida,12,3.1,3.1,100.0,0.8,1.1,69.2,5.3,3.4,139.9,41.0,3.9,82.8,21.1,0.1,1.0,8.3,8.3,0.0
98,Southern Mississippi,13,2.8,2.9,97.4,1.4,1.5,94.7,7.0,5.5,231.2,42.3,1.8,36.5,20.6,0.0,1.8,21.2,12.0,0.0
99,Stanford,12,2.0,2.2,92.3,1.5,1.5,100.0,6.5,4.8,198.1,41.0,3.8,74.0,19.7,0.0,1.3,5.8,4.4,0.0
100,Syracuse,13,3.1,3.1,100.0,1.5,2.0,76.9,7.7,4.2,159.3,38.4,1.5,38.2,26.2,0.0,1.9,15.0,7.8,0.0
101,TCU,15,4.5,4.7,95.8,1.2,1.4,85.7,8.1,4.2,167.5,39.9,3.0,60.5,20.2,0.0,1.7,20.1,12.0,0.1
102,Temple,12,2.3,2.4,96.6,1.1,1.3,81.3,5.6,4.8,193.3,40.0,3.4,56.1,16.4,0.0,1.1,3.8,3.5,0.0
103,Tennessee,13,5.8,6.0,96.2,1.2,1.5,80.0,9.5,3.0,114.3,38.1,1.3,26.0,19.9,0.0,1.5,25.5,16.6,0.1
104,Texas,13,4.2,4.2,100.0,1.6,2.0,80.8,9.1,3.6,146.8,40.6,1.6,36.3,22.5,0.0,1.4,13.0,9.4,0.1
105,Texas A&M,12,2.6,2.6,100.0,1.2,1.7,70.0,6.1,5.2,215.7,41.7,1.9,42.5,22.2,0.1,1.8,10.1,5.5,0.0
106,Texas State,12,2.3,2.3,100.0,1.3,1.4,88.2,6.1,6.2,249.4,40.4,2.1,36.2,17.4,0.0,1.3,11.7,8.8,0.0
107,Texas Tech,13,3.7,3.8,98.0,1.6,2.0,80.8,8.5,3.8,170.4,44.3,2.3,52.4,22.7,0.1,1.3,8.5,6.5,0.0
108,Toledo,14,3.9,3.9,100.0,1.1,1.4,78.9,7.1,5.1,189.6,37.4,1.6,24.4,15.5,0.0,2.2,18.0,8.1,0.0
109,Troy,14,2.9,3.0,97.6,1.2,1.4,89.5,6.6,4.6,189.0,41.3,1.4,23.4,17.3,0.0,1.0,9.4,9.4,0.0
110,Tulane,14,4.6,4.6,100.0,1.0,1.3,77.8,7.6,3.4,136.6,40.7,2.4,53.9,22.8,0.0,1.6,16.2,9.9,0.1
111,Tulsa,12,3.7,3.8,97.8,1.4,1.8,81.0,7.9,4.9,211.6,43.0,1.6,25.3,15.9,0.0,1.4,7.1,5.0,0.0
112,UAB,13,3.6,3.6,100.0,1.1,1.5,73.7,6.8,3.4,153.2,45.3,2.0,42.8,21.4,0.0,0.8,6.6,7.8,0.2
113,UCF,14,3.7,3.8,98.1,1.0,1.2,82.4,6.7,3.7,155.4,41.8,2.4,45.6,18.8,0.0,1.7,15.0,8.8,0.1
114,UCLA,13,4.8,4.8,100.0,1.2,1.6,71.4,8.3,2.1,85.3,41.1,2.8,58.5,20.6,0.0,0.8,4.3,5.1,0.0
115,UNLV,12,2.8,2.8,100.0,1.5,1.6,94.7,7.3,5.3,208.7,39.7,1.6,33.0,20.8,0.0,0.8,5.1,6.1,0.0
116,USC,14,5.3,5.3,100.0,1.1,1.6,68.2,8.5,2.3,92.3,40.4,2.6,46.8,18.2,0.0,1.2,6.6,5.5,0.0
117,Utah,14,4.9,5.0,98.6,0.7,1.0,71.4,7.1,2.9,111.6,39.1,0.5,10.0,20.0,0.0,2.2,16.7,7.5,0.0
118,Utah State,13,2.5,2.5,100.0,0.9,1.3,70.6,5.3,5.1,216.2,42.6,2.3,46.2,20.0,0.1,1.6,14.4,8.9,0.1
119,UTEP,12,2.6,2.6,100.0,1.8,2.0,91.7,8.1,3.8,168.3,43.9,1.8,30.2,17.2,0.0,1.4,8.3,5.9,0.1
120,UTSA,14,4.2,4.2,100.0,1.6,1.9,81.5,8.9,3.1,138.5,45.1,1.4,28.2,19.8,0.1,1.0,5.1,5.1,0.0
121,Vanderbilt,12,3.0,3.0,100.0,0.6,1.0,58.3,4.8,4.8,219.5,45.4,2.0,42.6,21.3,0.0,0.8,3.5,4.7,0.0
122,Virginia,10,1.7,2.0,85.0,1.1,1.8,61.1,5.0,5.3,226.1,42.7,2.0,44.0,22.0,0.0,1.3,6.3,4.8,0.0
123,Virginia Tech,11,2.1,2.3,92.0,0.8,1.1,75.0,4.5,6.7,279.0,41.5,2.5,46.9,19.1,0.0,2.1,19.0,9.1,0.2
124,Wake Forest,13,4.5,4.6,98.3,0.9,1.1,85.7,7.3,3.9,152.9,39.0,1.2,23.9,19.4,0.0,1.4,10.3,7.4,0.0
125,Washington,13,4.5,4.7,96.7,1.5,1.7,86.4,8.9,1.9,74.5,38.7,1.9,37.5,19.5,0.0,0.8,9.3,11.0,0.0
126,Washington State,13,3.1,3.2,97.6,0.8,1.1,78.6,5.6,4.5,192.5,42.4,2.1,44.9,21.6,0.0,1.8,16.8,9.1,0.0
127,West Virginia,12,3.3,3.5,92.9,1.2,1.3,93.3,6.8,3.9,165.5,42.3,2.1,37.0,17.8,0.0,1.0,6.1,6.1,0.0
128,Western Kentucky,14,4.6,4.6,100.0,1.3,1.8,72.0,8.4,3.1,132.7,42.2,1.6,34.4,20.9,0.0,1.1,9.6,9.0,0.1
129,Western Michigan,12,1.8,1.8,95.5,1.1,1.6,68.4,5.0,5.9,242.5,41.0,2.8,55.3,19.5,0.1,0.8,3.9,4.7,0.0
130,Wisconsin,13,3.2,3.2,100.0,0.9,1.3,70.6,6.0,4.9,212.9,43.3,2.1,48.8,23.5,0.0,1.8,10.2,5.5,0.0
131,Wyoming,13,2.2,2.2,100.0,1.7,1.9,88.0,7.2,5.8,254.4,44.1,1.2,23.8,20.6,0.0,0.4,1.5,4.0,0.1
